date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200116,0,Anhui,65.25,0.7806250000000001,0.9737499999999999,31.8125,39.0625,36.8125,58.5625,37.5,49.4375,50.0625,95.9375,47.8125,89.75,7.0,8.25
20200116,0,Beijing,130.0,1.42,0.92,73.0,57.0,4.0,35.0,5.0,25.0,103.0,58.0,99.0,49.0,7.0,7.0
20200116,0,Chongqing,58.0,0.89,0.84,38.0,38.0,9.0,36.0,14.0,26.0,56.0,45.0,41.0,31.0,12.0,10.0
20200116,0,Fujian,65.375,0.72375,0.7075,23.375,21.125,45.0,87.125,53.375,74.25,53.875,57.5,47.25,47.75,6.0,5.875
20200116,0,Gansu,98.25,1.3333333333333333,1.0441666666666667,37.583333333333336,29.333333333333332,35.63636363636363,65.91666666666667,41.916666666666664,56.666666666666664,106.16666666666667,98.0,69.0,56.25,15.5,17.083333333333332
20200116,0,Guangdong,64.61904761904762,0.7990476190476191,0.7809523809523808,30.19047619047619,27.952380952380953,60.523809523809526,110.23809523809524,79.23809523809524,97.38095238095238,64.0952380952381,56.38095238095238,43.523809523809526,36.285714285714285,6.285714285714286,7.571428571428571
20200116,0,Guangxi,47.38461538461539,1.0161538461538462,0.9869230769230768,32.84615384615385,25.0,23.384615384615383,59.23076923076923,33.61538461538461,46.76923076923077,51.84615384615385,39.38461538461539,30.692307692307693,23.76923076923077,9.384615384615385,8.461538461538462
20200116,0,Guizhou,17.0,0.882,0.8859999999999999,15.4,17.2,32.8,40.4,27.2,33.0,14.4,17.2,10.6,13.0,11.4,11.2
20200116,0,Hainan,32.5,0.5900000000000001,0.5349999999999999,17.5,12.0,56.5,110.0,69.0,89.0,32.5,29.0,10.5,11.0,4.5,3.5
20200116,0,Hebei,195.0909090909091,2.0318181818181817,1.9654545454545456,71.63636363636364,64.81818181818181,18.272727272727273,51.18181818181818,21.545454545454547,38.36363636363637,205.36363636363637,177.0,154.45454545454547,132.63636363636363,18.90909090909091,18.454545454545453
20200116,0,Heilongjiang,131.5,1.0916666666666668,1.2566666666666664,37.333333333333336,44.25,40.5,61.333333333333336,37.5,50.166666666666664,117.91666666666667,125.25,98.33333333333333,103.16666666666667,20.333333333333332,25.5
20200116,0,Henan,150.11764705882354,1.1317647058823528,1.2182352941176469,37.11764705882353,42.8235294117647,41.411764705882355,60.294117647058826,44.294117647058826,50.8235294117647,124.70588235294117,142.11764705882354,114.6470588235294,124.41176470588235,9.0,11.941176470588236
20200116,0,Hubei,92.27272727272727,1.0145454545454546,1.13,22.727272727272727,25.727272727272727,42.45454545454545,72.18181818181819,42.0,61.18181818181818,74.0,96.36363636363636,68.72727272727273,86.0,6.090909090909091,7.454545454545454
20200116,0,Hunan,40.84615384615385,1.040769230769231,1.1115384615384616,18.307692307692307,24.153846153846153,38.30769230769231,44.0,34.46153846153846,37.53846153846154,27.76923076923077,46.46153846153846,29.23076923076923,43.61538461538461,3.5384615384615383,4.615384615384615
20200116,0,Jiangsu,30.2,0.4600000000000001,0.82,21.2,37.9,58.6,67.2,55.2,59.3,23.3,68.3,19.8,55.4,5.8,8.4
20200116,0,Jiangxi,26.9,1.081,1.089,29.4,29.8,17.9,44.5,18.2,35.8,23.0,60.2,17.8,49.7,9.2,8.2
20200116,0,Jilin,151.875,1.8425000000000002,1.4962500000000003,58.5,50.5,22.625,74.375,29.25,58.625,146.25,122.0,115.625,93.0,21.375,23.125
20200116,0,Liaoning,177.28571428571428,2.5507142857142853,2.0807142857142855,65.71428571428571,59.57142857142857,12.857142857142858,52.42857142857143,17.857142857142858,38.142857142857146,177.07142857142858,147.57142857142858,135.57142857142858,112.85714285714286,33.714285714285715,38.57142857142857
