AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
115.375,0.896875,0.8481249999999999,56.8125,52.125,11.785714285714286,36.5,16.1875,27.8125,108.0625,92.625,87.125,77.0625,8.9375,8.8125
89.0,1.53,1.19,73.0,64.0,6.0,26.0,6.0,16.0,104.0,80.0,66.0,51.0,7.0,7.0
113.0,1.16,1.12,69.0,59.0,5.0,22.0,9.0,14.0,135.0,111.0,85.0,73.0,11.0,10.0
44.875,0.63125,0.6212500000000001,39.5,27.375,23.25,91.375,44.875,76.0,45.0,42.25,25.5,23.75,7.875,7.625
107.75,1.5516666666666667,1.1891666666666665,50.166666666666664,41.916666666666664,17.916666666666668,59.416666666666664,30.166666666666668,47.0,114.25,91.5,78.5,55.75,23.416666666666668,25.5
67.61904761904762,0.9314285714285714,0.8695238095238095,51.857142857142854,37.142857142857146,27.238095238095237,90.42857142857143,45.095238095238095,73.0952380952381,74.42857142857143,60.095238095238095,47.333333333333336,41.19047619047619,8.857142857142858,8.904761904761905
69.53846153846153,0.9346153846153845,1.0015384615384617,32.46153846153846,31.076923076923077,34.46153846153846,69.07692307692308,41.30769230769231,59.07692307692308,71.84615384615384,74.61538461538461,44.84615384615385,47.23076923076923,12.307692307692308,11.923076923076923
56.8,1.1,0.924,25.2,22.6,16.2,59.6,28.6,46.8,57.0,45.8,40.6,31.0,19.6,19.8
26.5,0.5,0.5,7.5,7.0,71.0,80.0,73.5,76.0,26.5,25.5,10.0,9.5,4.0,3.5
133.54545454545453,2.0645454545454545,1.7745454545454549,73.27272727272727,67.63636363636364,13.0,31.727272727272727,12.272727272727273,23.818181818181817,164.1818181818182,140.27272727272728,99.81818181818181,84.36363636363636,28.09090909090909,25.90909090909091
86.16666666666667,0.7841666666666668,0.79,27.333333333333332,30.75,50.416666666666664,63.083333333333336,47.416666666666664,55.333333333333336,76.66666666666667,67.91666666666667,62.166666666666664,53.583333333333336,18.166666666666668,18.166666666666668
171.47058823529412,1.3376470588235296,1.1817647058823528,65.58823529411765,55.64705882352941,6.764705882352941,35.588235294117645,13.117647058823529,25.88235294117647,164.47058823529412,138.35294117647058,129.94117647058823,105.58823529411765,14.176470588235293,14.882352941176471
115.45454545454545,1.0045454545454544,0.9727272727272727,44.72727272727273,41.72727272727273,8.909090909090908,23.181818181818183,10.272727272727273,16.363636363636363,119.72727272727273,104.81818181818181,87.0,76.45454545454545,7.0,7.7272727272727275
80.15384615384616,0.9192307692307693,1.04,32.0,34.0,7.3076923076923075,15.307692307692308,7.769230769230769,12.0,69.6923076923077,75.15384615384616,59.07692307692308,65.23076923076923,6.3076923076923075,8.461538461538462
98.2,0.8400000000000002,0.7669999999999999,47.0,49.3,11.9,34.2,13.3,23.6,100.9,73.8,73.6,55.1,8.8,8.7
85.5,1.068,1.0470000000000002,48.6,44.0,9.1,42.6,13.9,31.2,89.7,87.2,61.3,57.2,19.5,21.7
84.625,1.32125,1.395,46.125,43.5,31.625,70.125,33.0,53.625,89.375,97.125,62.125,69.25,22.5,24.375
203.57142857142858,2.9814285714285718,2.517142857142857,76.35714285714286,66.42857142857143,11.357142857142858,45.07142857142857,13.928571428571429,30.428571428571427,206.42857142857142,179.57142857142858,160.57142857142858,133.07142857142858,56.857142857142854,49.714285714285715
112.45454545454545,2.0100000000000002,1.807272727272727,55.63636363636363,51.36363636363637,26.818181818181817,52.0,27.545454545454547,39.54545454545455,121.18181818181819,111.63636363636364,85.72727272727273,72.36363636363636,29.0,29.272727272727273
149.2,2.41,2.35,68.2,57.0,10.6,48.2,17.2,34.4,165.8,154.8,112.6,103.6,54.6,51.0
85.0,1.23,2.37,54.0,64.0,49.0,72.0,50.0,54.0,70.0,99.0,63.0,85.0,20.0,36.0
189.5,1.8431250000000001,1.42125,75.5,62.5,9.625,54.5625,16.125,37.875,201.0625,150.5,145.8125,103.0,31.25,26.6875
54.0,0.72,0.59,73.0,65.0,4.0,47.0,5.0,34.0,58.0,40.0,38.0,24.0,9.0,7.0
170.76190476190476,2.1576190476190473,1.9576190476190476,71.57142857142857,64.95238095238095,7.428571428571429,29.857142857142858,9.80952380952381,20.476190476190474,185.57142857142858,163.76190476190476,129.47619047619048,111.33333333333333,48.714285714285715,44.95238095238095
125.27777777777777,1.1644444444444444,1.1155555555555554,47.388888888888886,44.388888888888886,11.833333333333334,36.27777777777778,16.444444444444443,25.77777777777778,128.38888888888889,116.72222222222223,94.77777777777777,85.72222222222223,9.222222222222221,10.38888888888889
130.0,1.68,1.53,91.0,88.0,6.0,22.0,7.0,15.0,161.0,127.0,99.0,84.0,16.0,14.0
149.0,1.6600000000000001,1.625,68.5,57.0,17.0,44.5,24.0,35.0,135.5,118.5,113.0,107.5,8.5,8.5
