AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
71.0,0.62125,0.5025,54.75,27.375,41.0,107.75,70.0625,96.25,91.25,61.3125,39.6875,30.9375,9.8125,7.8125
37.0,0.2,0.26,10.0,12.0,71.0,89.0,81.0,86.0,37.0,37.0,5.0,8.0,2.0,2.0
68.0,0.9,0.71,55.0,36.0,14.0,69.0,32.0,51.0,75.0,55.0,49.0,35.0,6.0,7.0
48.25,0.555,0.61125,18.5,16.25,63.125,94.125,75.0,86.375,47.375,32.0,27.75,22.125,5.25,4.875
74.08333333333333,0.7625000000000001,0.6141666666666667,43.416666666666664,28.5,42.583333333333336,109.16666666666667,75.41666666666667,98.5,97.41666666666667,111.75,35.833333333333336,36.5,26.75,13.833333333333334
50.666666666666664,0.7709523809523808,0.7947619047619047,18.666666666666668,16.19047619047619,75.71428571428571,112.47619047619048,84.38095238095238,97.04761904761905,47.95238095238095,30.285714285714285,34.476190476190474,18.904761904761905,7.142857142857143,7.142857142857143
68.84615384615384,0.8423076923076922,0.7899999999999999,20.384615384615383,14.153846153846153,73.07692307692308,101.0,82.61538461538461,92.92307692307692,77.61538461538461,55.92307692307692,47.30769230769231,34.0,12.076923076923077,8.538461538461538
67.4,0.6380000000000001,0.54,23.0,17.6,54.0,92.6,65.2,84.8,68.6,53.6,47.2,37.6,18.0,12.4
22.5,0.685,0.5349999999999999,7.0,9.5,57.5,71.0,59.0,62.0,17.5,21.0,9.5,9.0,4.0,3.5
49.18181818181818,0.61,0.6081818181818183,40.36363636363637,27.0,41.18181818181818,95.45454545454545,66.0909090909091,90.54545454545455,54.27272727272727,51.90909090909091,20.363636363636363,19.545454545454547,8.818181818181818,10.090909090909092
36.916666666666664,0.5408333333333333,0.4833333333333332,13.833333333333334,13.333333333333334,63.083333333333336,86.83333333333333,68.66666666666667,81.08333333333333,35.833333333333336,32.416666666666664,21.166666666666668,19.083333333333332,9.25,9.583333333333334
68.47058823529412,0.6688235294117647,0.5864705882352942,50.588235294117645,32.11764705882353,37.8235294117647,103.0,66.76470588235294,94.88235294117646,86.52941176470588,79.58823529411765,30.176470588235293,34.529411764705884,10.411764705882353,9.588235294117647
74.36363636363636,0.9790909090909089,1.03,16.727272727272727,15.454545454545455,77.18181818181819,122.36363636363636,96.9090909090909,113.0,97.9090909090909,80.18181818181819,39.18181818181818,38.72727272727273,10.454545454545455,9.454545454545455
81.07692307692308,0.8246153846153846,0.7000000000000001,51.84615384615385,23.307692307692307,24.692307692307693,114.15384615384616,68.92307692307692,103.53846153846153,108.61538461538461,88.92307692307692,47.15384615384615,45.92307692307692,8.461538461538462,7.230769230769231
72.5,0.647,0.5529999999999999,53.3,28.7,38.8,104.6,68.0,92.3,84.1,59.7,48.5,33.7,8.5,6.8
71.9,0.6139999999999999,0.67,43.6,20.3,39.8,120.8,79.2,109.7,93.5,64.7,36.3,32.2,14.2,10.0
40.5,0.47250000000000003,0.62625,9.25,14.125,64.125,85.125,71.0,80.875,44.375,42.25,16.0,18.5,8.375,11.75
50.5,0.74,0.7928571428571428,21.928571428571427,25.642857142857142,55.42857142857143,89.35714285714286,64.5,82.42857142857143,53.5,58.714285714285715,20.928571428571427,27.357142857142858,19.214285714285715,18.928571428571427
33.18181818181818,0.5409090909090909,0.46909090909090917,17.0,10.909090909090908,62.81818181818182,89.0,75.0,86.0,32.18181818181818,30.727272727272727,15.909090909090908,12.363636363636363,10.454545454545455,10.090909090909092
66.0,1.03,0.656,61.6,30.2,29.4,108.0,67.8,98.6,77.6,65.4,41.8,26.6,19.4,16.8
77.0,0.5,0.97,23.0,29.0,102.0,121.0,100.0,108.0,103.0,118.0,38.0,41.0,12.0,16.0
69.8125,0.68125,0.646875,53.125,32.875,31.5625,95.6875,56.875,87.625,90.0,85.375,30.9375,38.4375,19.0,12.125
65.0,0.74,0.58,67.0,32.0,37.0,102.0,67.0,88.0,68.0,46.0,47.0,25.0,6.0,6.0
66.57142857142857,0.5676190476190476,0.5128571428571428,51.19047619047619,30.904761904761905,31.666666666666668,99.38095238095238,61.904761904761905,91.19047619047619,84.80952380952381,78.33333333333333,32.0,25.238095238095237,11.857142857142858,10.619047619047619
72.38888888888889,0.7922222222222222,0.6783333333333335,46.5,33.94444444444444,28.0,90.33333333333333,55.166666666666664,74.61111111111111,89.38888888888889,78.77777777777777,45.94444444444444,37.833333333333336,8.61111111111111,9.88888888888889
56.0,0.39,0.5,43.0,30.0,39.0,93.0,62.0,87.0,61.0,54.0,15.0,26.0,4.0,6.0
77.0,1.035,0.74,59.0,28.0,27.5,92.0,63.0,81.0,103.5,65.0,32.0,23.5,10.0,10.0
29.0,0.43,0.47,5.0,8.0,92.0,96.0,91.0,92.0,10.0,16.0,4.0,7.0,5.0,6.0
61.0,0.8375,0.7550000000000001,25.0,18.875,68.25,128.625,93.75,115.0,62.625,51.625,43.75,33.625,8.0,8.25
53.90909090909091,0.560909090909091,0.5081818181818182,46.72727272727273,24.90909090909091,38.36363636363637,105.36363636363636,64.27272727272727,92.63636363636364,58.90909090909091,42.81818181818182,22.90909090909091,18.09090909090909,6.636363636363637,5.2727272727272725
69.6875,0.609375,0.5106250000000001,49.0625,28.375,43.375,107.75,43.375,43.375,88.625,63.125,38.6875,31.5625,10.125,7.875
32.0,0.21,0.26,11.0,11.0,68.0,89.0,68.0,68.0,32.0,36.0,4.0,7.0,2.0,2.0
64.0,0.88,0.72,50.0,37.0,15.0,69.0,15.0,15.0,78.0,56.0,46.0,36.0,6.0,7.0
47.625,0.53625,0.6075,17.75,16.125,59.875,94.125,59.875,59.875,47.75,33.125,27.375,22.875,5.5,4.875
70.66666666666667,0.7291666666666666,0.6141666666666667,41.916666666666664,28.666666666666668,39.083333333333336,109.16666666666667,39.083333333333336,39.083333333333336,90.83333333333333,109.66666666666667,35.666666666666664,35.916666666666664,22.75,14.416666666666666
51.23809523809524,0.7647619047619049,0.7904761904761903,19.285714285714285,16.142857142857142,72.0,113.23809523809524,72.0,72.0,47.857142857142854,31.047619047619047,34.95238095238095,19.523809523809526,7.333333333333333,7.095238095238095
66.61538461538461,0.8361538461538461,0.7961538461538461,19.23076923076923,14.384615384615385,71.15384615384616,101.0,71.15384615384616,71.15384615384616,75.84615384615384,57.61538461538461,46.92307692307692,34.76923076923077,12.692307692307692,8.76923076923077
69.2,0.634,0.54,23.2,18.2,52.2,91.4,52.2,52.2,68.4,54.2,49.6,37.8,19.0,12.6
21.5,0.625,0.55,6.0,9.0,60.5,73.0,60.5,60.5,13.5,21.0,9.0,9.0,4.0,3.5
49.27272727272727,0.6363636363636365,0.5990909090909091,44.81818181818182,27.272727272727273,34.54545454545455,95.45454545454545,34.54545454545455,34.54545454545455,54.0,51.36363636363637,20.727272727272727,19.09090909090909,9.363636363636363,9.909090909090908
38.666666666666664,0.5133333333333333,0.4966666666666666,11.75,13.333333333333334,65.58333333333333,86.5,65.58333333333333,65.58333333333333,35.0,32.666666666666664,22.333333333333332,19.583333333333332,9.166666666666666,9.583333333333334
68.76470588235294,0.627058823529412,0.5852941176470587,51.05882352941177,32.470588235294116,34.76470588235294,103.0,34.76470588235294,34.76470588235294,87.11764705882354,79.11764705882354,30.294117647058822,33.1764705882353,12.411764705882353,9.705882352941176
73.9090909090909,0.9600000000000001,1.029090909090909,15.636363636363637,15.454545454545455,74.9090909090909,122.45454545454545,74.9090909090909,74.9090909090909,96.45454545454545,80.9090909090909,37.36363636363637,38.18181818181818,13.454545454545455,9.636363636363637
80.0,0.7976923076923076,0.7000000000000001,51.92307692307692,24.692307692307693,16.923076923076923,114.0,16.923076923076923,16.923076923076923,106.3076923076923,89.46153846153847,46.92307692307692,45.61538461538461,8.615384615384615,7.461538461538462
72.5,0.636,0.556,53.0,29.8,36.3,104.6,36.3,36.3,85.0,61.5,48.0,35.0,9.5,7.1
70.4,0.583,0.6639999999999999,37.2,20.8,40.3,120.7,40.3,40.3,90.2,66.7,35.5,32.6,14.3,9.9
42.625,0.485,0.62,8.75,14.0,62.75,85.125,62.75,62.75,47.0,42.625,14.5,18.5,8.75,11.75
43.857142857142854,0.6457142857142857,0.7842857142857141,20.928571428571427,25.0,56.0,89.42857142857143,56.0,56.0,45.0,58.07142857142857,18.5,26.642857142857142,14.214285714285714,18.571428571428573
33.0,0.520909090909091,0.4681818181818182,15.636363636363637,11.181818181818182,64.72727272727273,89.0,64.72727272727273,64.72727272727273,29.636363636363637,30.272727272727273,16.727272727272727,12.454545454545455,11.272727272727273,10.0
64.0,0.868,0.6759999999999999,52.2,31.4,26.2,108.0,26.2,26.2,76.6,65.8,40.0,27.0,17.0,17.0
79.0,0.5,1.0,23.0,30.0,100.0,121.0,100.0,100.0,108.0,117.0,42.0,41.0,14.0,16.0
70.8125,0.6937499999999999,0.6462499999999999,52.5,33.1875,31.125,95.6875,31.125,31.125,92.0625,85.875,32.3125,37.9375,20.625,12.5
65.0,0.73,0.6,62.0,34.0,38.0,102.0,38.0,38.0,68.0,47.0,47.0,26.0,7.0,6.0
63.04761904761905,0.5866666666666667,0.5123809523809524,49.523809523809526,31.095238095238095,29.428571428571427,99.38095238095238,29.428571428571427,29.428571428571427,79.38095238095238,77.80952380952381,31.0,25.19047619047619,14.619047619047619,10.857142857142858
72.44444444444444,0.7983333333333333,0.6783333333333335,44.5,34.22222222222222,26.0,90.27777777777777,26.0,26.0,87.61111111111111,79.16666666666667,46.5,38.22222222222222,9.666666666666666,9.944444444444445
51.0,0.39,0.48,39.0,30.0,42.0,93.0,42.0,42.0,52.0,53.0,12.0,25.0,5.0,6.0
76.0,0.995,0.7649999999999999,52.5,29.0,31.0,92.0,31.0,31.0,102.0,67.0,31.0,24.0,10.0,10.0
29.0,0.45,0.47,5.0,8.0,92.0,96.0,92.0,92.0,7.0,15.0,3.0,7.0,5.0,6.0
59.0,0.875,0.7650000000000001,21.5,18.625,70.0,128.625,70.0,70.0,55.625,51.5,42.125,33.5,8.125,8.125
52.90909090909091,0.5581818181818182,0.5127272727272727,44.0,26.0,36.54545454545455,105.36363636363636,36.54545454545455,36.54545454545455,57.27272727272727,43.90909090909091,23.0,18.09090909090909,7.636363636363637,5.363636363636363
69.4375,0.583125,0.5162500000000001,44.5625,29.0,45.0,107.75,44.1875,46.0,88.375,65.0625,37.8125,32.1875,10.625,8.0
31.0,0.18,0.25,10.0,11.0,66.0,89.0,67.0,68.0,31.0,35.0,4.0,6.0,2.0,2.0
63.0,0.87,0.74,49.0,38.0,13.0,69.0,14.0,16.0,71.0,57.0,45.0,36.0,6.0,7.0
47.25,0.5100000000000001,0.6075,17.25,16.25,57.875,94.125,58.75,60.625,47.5,34.5,26.625,23.25,5.0,4.875
69.58333333333333,0.7308333333333333,0.625,41.333333333333336,28.833333333333332,36.833333333333336,109.16666666666667,38.083333333333336,40.583333333333336,88.75,107.83333333333333,34.916666666666664,35.5,22.25,15.083333333333334
51.142857142857146,0.7561904761904762,0.7876190476190476,18.952380952380953,16.047619047619047,70.04761904761905,113.23809523809524,71.0,72.76190476190476,48.666666666666664,32.23809523809524,35.0,20.38095238095238,7.619047619047619,7.095238095238095
65.46153846153847,0.8238461538461538,0.7915384615384615,18.46153846153846,14.76923076923077,69.6923076923077,101.0,70.53846153846153,72.07692307692308,74.38461538461539,59.23076923076923,46.07692307692308,35.76923076923077,13.307692307692308,9.0
69.0,0.634,0.544,21.6,18.6,55.0,91.2,53.6,54.4,66.0,55.0,49.2,38.4,16.6,12.6
21.0,0.625,0.55,4.5,8.5,67.0,75.5,64.0,64.0,13.5,20.5,9.5,9.0,3.0,3.5
48.90909090909091,0.7090909090909091,0.5918181818181818,43.54545454545455,27.0,34.81818181818182,95.45454545454545,34.81818181818182,36.09090909090909,53.18181818181818,50.45454545454545,20.0,18.454545454545453,10.454545454545455,9.636363636363637
37.916666666666664,0.48999999999999994,0.4949999999999999,11.75,13.416666666666666,65.16666666666667,86.58333333333333,65.41666666666667,66.5,36.916666666666664,33.166666666666664,22.916666666666668,19.583333333333332,8.083333333333334,9.666666666666666
67.94117647058823,0.6135294117647059,0.578235294117647,50.529411764705884,32.94117647058823,32.529411764705884,103.0,33.705882352941174,36.294117647058826,85.41176470588235,78.58823529411765,30.470588235294116,32.11764705882353,11.882352941176471,9.764705882352942
72.0,0.9509090909090907,1.02,14.636363636363637,15.272727272727273,71.45454545454545,122.45454545454545,73.27272727272727,75.45454545454545,93.45454545454545,81.63636363636364,34.54545454545455,37.63636363636363,10.545454545454545,9.727272727272727
76.61538461538461,0.7692307692307693,0.7046153846153848,46.38461538461539,25.846153846153847,15.846153846153847,114.0,16.46153846153846,18.0,100.76923076923077,90.07692307692308,45.84615384615385,45.15384615384615,7.153846153846154,7.461538461538462
71.4,0.6679999999999999,0.5680000000000001,54.5,31.3,32.1,104.6,33.8,36.7,84.9,63.5,47.7,36.4,11.3,7.3
69.1,0.586,0.6510000000000001,36.5,21.8,36.1,120.8,38.5,42.2,87.7,68.2,34.2,32.5,12.8,10.5
41.75,0.51,0.61375,8.25,13.5,63.25,85.125,63.125,63.875,43.375,42.875,13.375,18.25,8.625,11.625
35.5,0.5792857142857143,0.7649999999999999,19.571428571428573,24.357142857142858,56.357142857142854,89.42857142857143,56.142857142857146,58.0,36.57142857142857,56.92857142857143,14.714285714285714,25.857142857142858,11.357142857142858,18.214285714285715
34.0,0.5672727272727274,0.4663636363636364,17.181818181818183,11.272727272727273,61.18181818181818,89.0,62.72727272727273,65.45454545454545,30.636363636363637,30.272727272727273,16.181818181818183,12.454545454545455,13.727272727272727,10.090909090909092
60.2,0.8219999999999998,0.6759999999999999,43.8,31.8,27.8,108.0,27.0,28.4,69.6,66.2,31.4,27.2,14.8,16.6
79.0,0.53,1.0,20.0,30.0,97.0,121.0,99.0,101.0,108.0,115.0,39.0,41.0,16.0,17.0
68.875,0.6825000000000001,0.644375,49.5,33.5,32.4375,95.6875,31.8125,33.0625,88.25,86.0625,31.6875,37.4375,22.625,12.875
70.0,0.78,0.6,67.0,36.0,30.0,102.0,34.0,38.0,73.0,49.0,51.0,28.0,7.0,6.0
64.95238095238095,0.578095238095238,0.5171428571428571,49.38095238095238,31.19047619047619,26.761904761904763,99.38095238095238,28.238095238095237,30.238095238095237,81.76190476190476,77.47619047619048,30.857142857142858,25.428571428571427,15.714285714285714,11.095238095238095
71.55555555555556,0.758888888888889,0.6877777777777778,43.27777777777778,34.72222222222222,22.61111111111111,90.27777777777777,24.22222222222222,26.22222222222222,86.55555555555556,79.44444444444444,46.888888888888886,38.55555555555556,11.0,10.11111111111111
55.0,0.41,0.48,46.0,31.0,35.0,93.0,39.0,43.0,59.0,53.0,10.0,24.0,5.0,6.0
74.0,0.97,0.7649999999999999,44.5,30.0,32.0,92.0,31.0,32.0,98.0,69.5,32.5,24.5,8.5,10.0
28.0,0.47,0.47,6.0,8.0,88.0,96.0,90.0,92.0,5.0,14.0,2.0,6.0,5.0,6.0
55.375,0.885,0.7650000000000001,18.625,18.5,69.375,128.125,69.75,71.625,53.625,51.25,39.0,34.0,8.125,8.125
54.0,0.5663636363636364,0.5099999999999999,41.0,26.90909090909091,34.81818181818182,105.36363636363636,35.54545454545455,38.63636363636363,59.54545454545455,44.81818181818182,23.818181818181817,18.454545454545453,8.727272727272727,5.7272727272727275
68.3125,0.60625,0.521875,40.8125,29.8125,45.25,107.75,44.375,47.8125,86.375,66.875,37.9375,32.6875,11.5,8.25
25.0,0.2,0.24,13.0,10.0,64.0,89.0,66.0,69.0,25.0,35.0,4.0,6.0,2.0,2.0
61.0,0.84,0.76,47.0,39.0,8.0,69.0,12.0,16.0,71.0,59.0,44.0,37.0,6.0,7.0
45.75,0.505,0.6075,16.0,16.25,56.75,94.125,58.25,61.0,44.875,35.75,26.5,23.75,5.0,4.875
68.91666666666667,0.7225000000000001,0.6208333333333333,41.0,29.166666666666668,33.416666666666664,109.16666666666667,36.416666666666664,41.083333333333336,86.91666666666667,106.16666666666667,35.916666666666664,35.333333333333336,19.25,15.416666666666666
51.42857142857143,0.7595238095238097,0.7857142857142857,18.80952380952381,16.38095238095238,67.38095238095238,113.23809523809524,69.66666666666667,73.14285714285714,49.38095238095238,33.80952380952381,35.095238095238095,21.38095238095238,7.666666666666667,7.142857142857143
65.6923076923077,0.8099999999999999,0.7999999999999999,18.53846153846154,15.153846153846153,67.15384615384616,101.0,69.3076923076923,72.23076923076923,74.61538461538461,60.92307692307692,46.38461538461539,36.92307692307692,13.076923076923077,9.076923076923077
66.8,0.6119999999999999,0.552,19.8,19.0,57.2,90.8,54.8,55.8,63.0,55.2,47.0,38.6,14.8,13.0
23.5,0.625,0.55,4.5,8.5,75.5,77.5,67.5,67.5,16.0,20.0,8.5,9.0,3.5,3.5
48.63636363636363,0.7145454545454546,0.5918181818181818,40.18181818181818,26.818181818181817,37.63636363636363,95.45454545454545,35.54545454545455,37.63636363636363,52.36363636363637,49.54545454545455,19.0,17.727272727272727,11.181818181818182,9.636363636363637
37.0,0.47750000000000004,0.4941666666666666,11.75,13.666666666666666,63.75,86.58333333333333,64.83333333333333,67.08333333333333,36.916666666666664,33.5,20.0,20.0,9.25,9.666666666666666
68.3529411764706,0.5988235294117646,0.5794117647058823,48.35294117647059,33.05882352941177,32.529411764705884,103.0,33.35294117647059,37.411764705882355,86.3529411764706,78.23529411764706,30.176470588235293,30.705882352941178,13.882352941176471,10.117647058823529
70.72727272727273,0.9436363636363635,1.01,14.636363636363637,15.181818181818182,67.9090909090909,122.45454545454545,71.36363636363636,75.9090909090909,90.81818181818181,82.36363636363636,33.18181818181818,37.18181818181818,11.363636363636363,9.818181818181818
73.6923076923077,0.7400000000000001,0.7038461538461539,40.46153846153846,27.076923076923077,18.23076923076923,114.0,17.076923076923077,19.53846153846154,95.0,90.38461538461539,44.07692307692308,44.61538461538461,7.461538461538462,7.538461538461538
71.0,0.6890000000000001,0.576,54.2,32.6,30.6,104.6,32.7,37.3,86.2,65.5,47.2,37.5,11.3,7.6
67.5,0.611,0.643,36.3,22.7,31.7,120.8,36.2,42.9,84.5,69.9,34.6,32.6,14.6,10.5
37.875,0.5325,0.6112500000000001,9.0,13.375,60.75,85.0,62.375,64.125,37.625,43.125,12.25,18.375,8.125,11.625
31.071428571428573,0.5542857142857144,0.7407142857142858,17.714285714285715,23.428571428571427,57.142857142857146,89.42857142857143,56.57142857142857,59.142857142857146,30.5,55.285714285714285,12.142857142857142,24.928571428571427,11.642857142857142,18.0
33.63636363636363,0.5854545454545454,0.47090909090909094,18.363636363636363,11.363636363636363,57.63636363636363,89.0,61.27272727272727,66.0,29.90909090909091,30.09090909090909,16.363636363636363,12.363636363636363,18.09090909090909,10.181818181818182
51.6,0.7859999999999999,0.6799999999999999,43.4,31.8,27.2,108.0,27.0,29.8,55.2,65.6,26.0,27.6,13.8,16.0
78.0,0.53,1.0,18.0,30.0,91.0,121.0,96.0,101.0,105.0,114.0,37.0,41.0,18.0,17.0
66.875,0.675,0.636875,47.875,33.8125,32.0,95.6875,31.8125,34.4375,83.9375,86.125,30.25,36.6875,24.4375,13.375
76.0,0.86,0.62,67.0,39.0,29.0,102.0,32.0,38.0,72.0,51.0,56.0,30.0,8.0,6.0
