date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190325,0,Alashanmeng,Neimenggu,64.0,0.467,0.5,6.0,9.0,102.0,122.0,106.0,118.0,76.0,67.0,28.0,25.0,9.0,10.0
20190325,0,Ankang,Shanxi,57.0,0.5670000000000001,0.5670000000000001,32.0,22.0,32.0,99.0,63.0,88.0,62.0,47.0,17.0,17.0,8.0,10.0
20190325,0,Anqing,Anhui,46.0,0.68,0.68,18.0,31.0,70.0,99.0,73.0,87.0,39.0,53.0,32.0,39.0,7.0,8.0
20190325,0,Anshan,Liaoning,96.0,1.157,1.0,27.0,27.0,76.0,110.0,88.0,99.0,140.0,128.0,46.0,33.0,15.0,19.0
20190325,0,Anshun,Guizhou,55.0,0.55,0.65,14.0,16.0,41.0,42.0,34.0,36.0,47.0,47.0,38.0,38.0,18.0,15.0
20190325,0,Anyang,Henan,100.0,0.72,0.72,34.0,40.0,75.0,128.0,97.0,109.0,119.0,114.0,75.0,61.0,13.0,14.0
20190325,0,Baicheng,Jilin,46.0,0.2,0.45,10.0,10.0,71.0,114.0,90.0,110.0,29.0,53.0,20.0,16.0,8.0,8.0
20190325,0,Baise,Guangxi,53.0,0.75,0.75,17.0,12.0,37.0,64.0,52.0,60.0,54.0,29.0,21.0,12.0,13.0,12.0
20190325,0,Baishan,Jilin,54.0,0.65,0.7,6.0,12.0,104.0,107.0,102.0,102.0,55.0,47.0,27.0,17.0,14.0,15.0
20190325,0,Baiyin,Gansu,68.0,0.4,0.3,55.0,17.0,29.0,115.0,85.0,112.0,84.0,75.0,28.0,25.0,9.0,8.0
20190325,0,Baoding,Hebei,85.0,0.5329999999999999,0.5329999999999999,29.0,32.0,70.0,101.0,82.0,92.0,118.0,90.0,48.0,35.0,16.0,19.0
20190325,0,Baoji,Shanxi,77.0,0.7709999999999999,0.75,57.0,42.0,32.0,114.0,74.0,104.0,101.0,94.0,44.0,43.0,9.0,11.0
20190325,0,Baoshan,Yunnan,73.0,0.6,0.6,24.0,15.0,97.0,135.0,126.0,132.0,56.0,58.0,40.0,40.0,5.0,5.0
20190325,0,Baotou,Neimenggu,77.0,1.2329999999999999,1.4,76.0,54.0,11.0,104.0,51.0,89.0,101.0,101.0,48.0,49.0,15.0,34.0
20190325,0,Bayannur,Neimenggu,62.0,0.6,0.6,22.0,23.0,63.0,96.0,75.0,92.0,71.0,58.0,34.0,25.0,9.0,12.0
20190325,0,Bazhong,Sichuan,45.0,0.5,0.35,28.0,16.0,16.0,83.0,37.0,77.0,44.0,33.0,24.0,16.0,4.0,4.0
20190325,0,Beihai,Guangxi,33.0,0.925,0.9,14.0,12.0,26.0,37.0,28.0,34.0,25.0,24.0,23.0,18.0,6.0,6.0
20190325,0,Beijing,Beijing,74.0,0.583,0.433,63.0,42.0,26.0,92.0,57.0,79.0,95.0,85.0,41.0,35.0,4.0,5.0
20190325,0,Bengbu,Anhui,92.0,0.767,0.583,49.0,29.0,57.0,134.0,96.0,123.0,120.0,91.0,68.0,53.0,23.0,15.0
20190325,0,Benxi,Liaoning,66.0,1.25,1.2,32.0,25.0,70.0,107.0,86.0,100.0,75.0,63.0,47.0,26.0,22.0,21.0
20190325,0,Bijie,Guizhou,36.0,0.45,0.45,14.0,18.0,59.0,69.0,48.0,64.0,35.0,34.0,24.0,22.0,12.0,11.0
20190325,0,Binzhou,Shandong,115.0,1.133,1.2329999999999999,35.0,51.0,84.0,123.0,98.0,116.0,116.0,117.0,86.0,65.0,19.0,31.0
20190325,0,Bozhou,Anhui,69.0,0.35,0.35,32.0,37.0,80.0,136.0,103.0,128.0,85.0,98.0,46.0,62.0,9.0,6.0
20190325,0,Cangzhou,Hebei,103.0,0.633,0.6,38.0,33.0,96.0,107.0,90.0,96.0,150.0,84.0,76.0,38.0,19.0,21.0
20190325,0,Changchun,Jilin,72.0,0.81,0.63,42.0,25.0,38.0,87.0,53.0,78.0,92.0,54.0,39.0,22.0,13.0,11.0
20190325,0,Changde,Hunan,35.0,0.86,0.9,27.0,30.0,28.0,72.0,43.0,58.0,26.0,41.0,24.0,30.0,5.0,7.0
20190325,0,Changsha,Hunan,65.0,0.7,0.6779999999999999,43.0,44.0,25.0,59.0,31.0,48.0,,47.0,46.0,45.0,5.0,6.0
20190325,0,Changzhi,Shanxi,63.0,0.84,0.78,37.0,31.0,86.0,135.0,108.0,121.0,73.0,73.0,29.0,26.0,13.0,10.0
20190325,0,Changzhou,Jiangsu,61.0,0.825,0.867,36.0,41.0,92.0,121.0,88.0,98.0,65.0,98.0,43.0,62.0,12.0,13.0
