date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190217,0,Alashanmeng,Neimenggu,64.0,0.5670000000000001,0.6,13.0,10.0,62.0,88.0,76.0,81.0,76.0,53.0,38.0,28.0,10.0,12.0
20190217,0,Ankang,Shanxi,79.0,0.767,1.167,10.0,20.0,92.0,92.0,82.0,82.0,105.0,106.0,52.0,63.0,14.0,16.0
20190217,0,Anqing,Anhui,94.0,0.78,0.92,13.0,16.0,76.0,76.0,52.0,53.0,82.0,97.0,70.0,73.0,5.0,7.0
20190217,0,Anshan,Liaoning,58.0,1.3430000000000002,1.286,41.0,34.0,38.0,84.0,43.0,72.0,64.0,63.0,37.0,40.0,26.0,22.0
20190217,0,Anshun,Guizhou,11.0,0.85,0.875,20.0,14.0,12.0,26.0,13.0,19.0,8.0,11.0,6.0,10.0,22.0,15.0
20190217,0,Anyang,Henan,158.0,1.82,1.66,78.0,42.0,16.0,96.0,62.0,87.0,150.0,130.0,120.0,106.0,28.0,22.0
20190217,0,Baicheng,Jilin,30.0,0.25,0.25,10.0,12.0,61.0,71.0,58.0,63.0,26.0,45.0,13.0,27.0,9.0,13.0
20190217,0,Baise,Guangxi,10.0,0.9,1.0,7.0,12.0,16.0,24.0,18.0,19.0,7.0,38.0,6.0,25.0,5.0,16.0
20190217,0,Baishan,Jilin,69.0,1.7,1.9,23.0,21.0,27.0,87.0,41.0,77.0,70.0,89.0,49.0,67.0,18.0,26.0
20190217,0,Baiyin,Gansu,48.0,0.65,0.75,8.0,15.0,71.0,75.0,69.0,70.0,47.0,66.0,24.0,32.0,12.0,90.0
20190217,0,Baoding,Hebei,146.0,1.4169999999999998,0.9670000000000001,75.0,50.0,19.0,86.0,44.0,74.0,142.0,69.0,111.0,46.0,35.0,17.0
20190217,0,Baoji,Shanxi,96.0,1.125,1.325,31.0,36.0,37.0,59.0,45.0,55.0,96.0,122.0,71.0,92.0,11.0,9.0
20190217,0,Baoshan,Yunnan,43.0,0.5,0.5,11.0,13.0,71.0,98.0,85.0,92.0,38.0,34.0,23.0,18.0,4.0,5.0
20190217,0,Baotou,Neimenggu,85.0,1.8330000000000002,1.2670000000000001,63.0,36.0,16.0,72.0,34.0,65.0,92.0,45.0,62.0,33.0,26.0,26.0
20190217,0,Bayannur,Neimenggu,76.0,1.3,0.733,40.0,17.0,29.0,73.0,50.0,69.0,73.0,36.0,55.0,23.0,49.0,20.0
