date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20180123,0,Alashanmeng,Neimenggu,43.0,0.4,0.633,8.0,12.0,88.0,97.0,84.0,92.0,35.0,63.0,20.0,31.0,8.0,9.0
20180123,0,Ankang,Shanxi,113.0,1.4,1.267,60.0,53.0,8.0,79.0,28.0,58.0,126.0,109.0,84.0,70.0,18.0,27.0
20180123,0,Anqing,Anhui,100.0,0.875,1.0,50.0,50.0,39.0,118.0,55.0,94.0,93.0,68.0,75.0,64.0,10.0,8.0
20180123,0,Anshan,Liaoning,52.0,1.314,1.186,33.0,33.0,39.0,60.0,43.0,51.0,52.0,55.0,27.0,29.0,41.0,36.0
20180123,0,Anshun,Guizhou,60.0,0.7,0.95,15.0,21.0,31.0,65.0,36.0,51.0,68.0,64.0,37.0,46.0,18.0,38.0
20180123,0,Anyang,Henan,103.0,1.12,1.48,30.0,43.0,26.0,30.0,25.0,26.0,89.0,154.0,76.0,97.0,22.0,22.0
20180123,0,Baicheng,Jilin,34.0,0.35,0.4,13.0,14.0,62.0,74.0,60.0,70.0,33.0,31.0,17.0,21.0,20.0,14.0
20180123,0,Baise,Guangxi,100.0,1.8,1.45,50.0,29.0,3.0,71.0,47.0,61.0,127.0,75.0,75.0,47.0,25.0,19.0
20180123,0,Baishan,Jilin,42.0,0.8,0.9,18.0,24.0,47.0,75.0,61.0,67.0,36.0,67.0,29.0,44.0,20.0,45.0
20180123,0,Baiyin,Gansu,81.0,0.75,0.8,11.0,21.0,71.0,96.0,75.0,80.0,109.0,94.0,26.0,25.0,8.0,33.0
20180123,0,Baoding,Hebei,158.0,1.933,1.4,72.0,52.0,11.0,63.0,28.0,52.0,146.0,90.0,120.0,65.0,38.0,28.0
20180123,0,Baoji,Shanxi,127.0,1.5630000000000002,1.5,59.0,60.0,20.0,92.0,36.0,56.0,142.0,133.0,96.0,83.0,14.0,21.0
20180123,0,Baoshan,Yunnan,45.0,0.5,0.6,8.0,17.0,69.0,116.0,80.0,97.0,28.0,48.0,31.0,33.0,9.0,12.0
20180123,0,Baotou,Neimenggu,35.0,0.483,0.5670000000000001,7.0,10.0,66.0,81.0,69.0,76.0,32.0,34.0,11.0,9.0,7.0,8.0
20180123,0,Bayannur,Neimenggu,33.0,0.267,0.3,12.0,11.0,58.0,78.0,63.0,74.0,32.0,31.0,18.0,11.0,8.0,7.0
20180123,0,Bazhong,Sichuan,86.0,1.25,1.15,46.0,35.0,12.0,76.0,32.0,57.0,98.0,84.0,63.0,58.0,6.0,6.0
20180123,0,Beihai,Guangxi,126.0,1.475,1.475,40.0,27.0,65.0,138.0,97.0,121.0,117.0,115.0,95.0,100.0,9.0,11.0
