date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20180206,0,Alashanmeng,Neimenggu,64.0,0.867,0.733,25.0,18.0,67.0,95.0,74.0,92.0,75.0,28.0,34.0,19.0,17.0,12.0
20180206,0,Ankang,Shanxi,82.0,1.033,0.933,33.0,29.0,60.0,119.0,77.0,103.0,87.0,73.0,60.0,48.0,9.0,11.0
20180206,0,Anqing,Anhui,109.0,0.975,0.725,98.0,70.0,25.0,116.0,54.0,101.0,133.0,103.0,81.0,74.0,12.0,21.0
20180206,0,Anshan,Liaoning,100.0,2.086,1.6569999999999998,53.0,42.0,21.0,71.0,38.0,60.0,119.0,83.0,75.0,51.0,45.0,42.0
20180206,0,Anshun,Guizhou,109.0,1.4,0.725,61.0,24.0,26.0,102.0,58.0,93.0,129.0,75.0,81.0,51.0,183.0,54.0
20180206,0,Anyang,Henan,121.0,2.02,1.92,57.0,46.0,29.0,77.0,39.0,69.0,123.0,99.0,91.0,62.0,46.0,39.0
20180206,0,Baicheng,Jilin,92.0,1.45,0.8,47.0,27.0,30.0,76.0,50.0,72.0,93.0,50.0,68.0,35.0,19.0,14.0
20180206,0,Baise,Guangxi,99.0,1.1,0.85,46.0,22.0,17.0,91.0,46.0,84.0,146.0,74.0,67.0,42.0,11.0,11.0
20180206,0,Baishan,Jilin,76.0,1.4,1.2,43.0,29.0,26.0,79.0,52.0,73.0,64.0,72.0,55.0,57.0,40.0,42.0
20180206,0,Baiyin,Gansu,77.0,1.35,1.3,27.0,38.0,59.0,91.0,68.0,77.0,102.0,108.0,54.0,56.0,34.0,130.0
20180206,0,Baoding,Hebei,97.0,1.317,0.7,80.0,37.0,11.0,77.0,37.0,73.0,114.0,57.0,72.0,35.0,29.0,19.0
20180206,0,Baoji,Shanxi,147.0,1.325,1.075,66.0,50.0,28.0,117.0,55.0,95.0,141.0,107.0,112.0,70.0,13.0,15.0
20180206,0,Baoshan,Yunnan,64.0,0.55,0.65,12.0,14.0,93.0,120.0,109.0,117.0,67.0,76.0,45.0,48.0,9.0,10.0
20180206,0,Baotou,Neimenggu,55.0,1.1,1.05,35.0,36.0,45.0,88.0,49.0,76.0,58.0,56.0,27.0,28.0,18.0,20.0
20180206,0,Bayannur,Neimenggu,53.0,1.233,1.0,46.0,25.0,30.0,102.0,47.0,67.0,53.0,40.0,31.0,23.0,15.0,16.0
20180206,0,Bazhong,Sichuan,78.0,0.8,0.95,30.0,26.0,35.0,55.0,39.0,41.0,79.0,93.0,57.0,61.0,4.0,3.0
20180206,0,Beihai,Guangxi,77.0,0.675,0.675,25.0,18.0,88.0,122.0,105.0,114.0,78.0,68.0,56.0,48.0,13.0,13.0
20180206,0,Beijing,Beijing,30.0,0.358,0.333,24.0,15.0,50.0,76.0,59.0,73.0,13.0,17.0,7.0,7.0,2.0,3.0
20180206,0,Bengbu,Anhui,96.0,0.9,0.85,56.0,57.0,37.0,82.0,38.0,71.0,121.0,115.0,71.0,64.0,27.0,25.0
20180206,0,Benxi,Liaoning,63.0,1.317,1.733,37.0,37.0,26.0,70.0,42.0,62.0,65.0,98.0,44.0,58.0,28.0,36.0
20180206,0,Bijie,Guizhou,76.0,1.1,0.95,36.0,17.0,40.0,95.0,60.0,82.0,96.0,53.0,55.0,37.0,24.0,16.0
20180206,0,Binzhou,Shandong,44.0,1.167,1.1,54.0,40.0,22.0,75.0,41.0,69.0,43.0,53.0,29.0,34.0,63.0,32.0
20180206,0,Bozhou,Anhui,124.0,1.05,0.9,49.0,41.0,41.0,68.0,45.0,59.0,138.0,104.0,93.0,67.0,47.0,24.0
20180206,0,Cangzhou,Hebei,60.0,0.967,0.867,46.0,44.0,30.0,78.0,38.0,71.0,63.0,63.0,42.0,37.0,43.0,29.0
20180206,0,Changchun,Jilin,97.0,1.52,1.35,58.0,44.0,18.0,73.0,33.0,63.0,78.0,81.0,72.0,68.0,43.0,35.0
20180206,0,Changde,Hunan,69.0,0.56,0.64,38.0,30.0,57.0,112.0,80.0,99.0,67.0,65.0,49.0,51.0,11.0,12.0
20180206,0,Changsha,Hunan,85.0,1.09,0.78,79.0,40.0,19.0,91.0,55.0,79.0,99.0,61.0,62.0,45.0,14.0,13.0
20180206,0,Changzhi,Shanxi,71.0,1.58,1.46,57.0,40.0,27.0,89.0,54.0,76.0,80.0,81.0,51.0,44.0,70.0,56.0
20180206,0,Changzhou,Jiangsu,81.0,1.167,1.2,66.0,59.0,19.0,65.0,24.0,48.0,86.0,96.0,59.0,63.0,19.0,19.0
20180206,0,Chaoyang,Liaoning,60.0,1.45,0.85,40.0,19.0,30.0,85.0,46.0,80.0,59.0,39.0,42.0,19.0,75.0,39.0
20180206,0,Chaozhou,Guangdong,77.0,0.9,0.833,28.0,19.0,56.0,103.0,78.0,95.0,74.0,64.0,56.0,51.0,12.0,11.0
20180206,0,Chengde,Hebei,35.0,0.78,0.44,36.0,9.0,33.0,85.0,68.0,83.0,32.0,24.0,23.0,12.0,10.0,6.0
20180206,0,Chengdu,Sichuan,117.0,1.233,0.922,61.0,44.0,29.0,80.0,43.0,63.0,120.0,100.0,88.0,80.0,6.0,6.0
20180206,0,Chenzhou,Hunan,88.0,1.48,1.2,62.0,32.0,18.0,90.0,50.0,80.0,109.0,79.0,65.0,44.0,10.0,14.0
20180206,0,Chifeng,Neimenggu,25.0,1.2,0.975,18.0,12.0,40.0,64.0,48.0,59.0,18.0,21.0,15.0,10.0,33.0,16.0
20180206,0,Chizhou,Anhui,79.0,0.9,0.833,96.0,62.0,13.0,106.0,41.0,93.0,106.0,90.0,51.0,54.0,17.0,18.0
20180206,0,Chongqing,Chongqing,87.0,0.953,0.794,66.0,51.0,13.0,58.0,26.0,42.0,103.0,87.0,64.0,55.0,10.0,10.0
20180206,0,Chongzuo,Guangxi,115.0,0.85,0.6,52.0,18.0,19.0,113.0,72.0,109.0,113.0,58.0,86.0,38.0,9.0,10.0
20180206,0,Chuzhou,Anhui,64.0,0.7,0.733,30.0,46.0,63.0,96.0,74.0,85.0,74.0,84.0,45.0,52.0,14.0,14.0
20180206,0,Dalian,Liaoning,37.0,0.76,0.68,21.0,21.0,54.0,74.0,60.0,71.0,36.0,34.0,21.0,19.0,18.0,23.0
20180206,0,Dandong,Liaoning,45.0,0.7,0.875,11.0,22.0,65.0,72.0,61.0,66.0,44.0,50.0,28.0,34.0,11.0,26.0
20180206,0,Daqing,Heilongjiang,46.0,0.94,0.74,37.0,30.0,41.0,69.0,46.0,64.0,38.0,42.0,32.0,34.0,21.0,15.0
20180206,0,Datong,Shanxi,63.0,2.55,1.533,45.0,28.0,17.0,78.0,33.0,68.0,61.0,39.0,44.0,21.0,52.0,35.0
20180206,0,Dazhou,Sichuan,143.0,1.52,1.58,42.0,48.0,32.0,64.0,39.0,47.0,147.0,119.0,109.0,92.0,9.0,12.0
