date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20180214,0,Alashanmeng,Neimenggu,42.0,0.767,0.667,20.0,15.0,78.0,110.0,81.0,104.0,41.0,57.0,20.0,28.0,12.0,15.0
20180214,0,Ankang,Shanxi,86.0,1.367,1.233,22.0,21.0,49.0,118.0,71.0,99.0,79.0,91.0,63.0,55.0,11.0,17.0
20180214,0,Anqing,Anhui,108.0,0.575,0.625,34.0,41.0,119.0,175.0,129.0,153.0,134.0,126.0,80.0,72.0,13.0,13.0
20180214,0,Anshan,Liaoning,71.0,1.414,1.757,39.0,43.0,49.0,78.0,55.0,68.0,89.0,79.0,51.0,43.0,34.0,43.0
20180214,0,Anshun,Guizhou,69.0,1.05,1.125,16.0,23.0,66.0,86.0,56.0,79.0,69.0,118.0,49.0,79.0,26.0,34.0
20180214,0,Anyang,Henan,126.0,1.5,1.62,40.0,32.0,56.0,111.0,83.0,100.0,107.0,100.0,95.0,57.0,31.0,25.0
20180214,0,Baicheng,Jilin,53.0,0.65,0.6,16.0,20.0,68.0,85.0,65.0,78.0,53.0,39.0,32.0,25.0,12.0,13.0
20180214,0,Baise,Guangxi,127.0,0.75,0.75,18.0,21.0,80.0,101.0,85.0,94.0,118.0,115.0,96.0,81.0,32.0,22.0
20180214,0,Baishan,Jilin,66.0,1.55,1.65,37.0,31.0,31.0,83.0,51.0,77.0,79.0,80.0,47.0,48.0,76.0,42.0
20180214,0,Baiyin,Gansu,114.0,1.8,1.65,48.0,46.0,40.0,120.0,62.0,101.0,171.0,139.0,85.0,69.0,138.0,103.0
20180214,0,Baoding,Hebei,148.0,1.5830000000000002,1.833,86.0,52.0,24.0,114.0,62.0,88.0,154.0,135.0,113.0,94.0,34.0,49.0
20180214,0,Baoji,Shanxi,174.0,1.7,1.3130000000000002,60.0,45.0,32.0,130.0,75.0,109.0,165.0,126.0,131.0,84.0,17.0,20.0
20180214,0,Baoshan,Yunnan,56.0,0.7,0.75,5.0,9.0,89.0,135.0,99.0,115.0,44.0,51.0,39.0,37.0,8.0,10.0
20180214,0,Baotou,Neimenggu,53.0,0.733,2.4,17.0,51.0,65.0,93.0,65.0,74.0,54.0,121.0,32.0,56.0,9.0,51.0
20180214,0,Bayannur,Neimenggu,51.0,0.433,0.833,12.0,25.0,61.0,87.0,56.0,81.0,50.0,56.0,26.0,23.0,12.0,26.0
20180214,0,Bazhong,Sichuan,69.0,1.125,1.05,30.0,27.0,22.0,83.0,41.0,68.0,77.0,95.0,49.0,55.0,4.0,5.0
20180214,0,Beihai,Guangxi,94.0,0.7,0.95,18.0,21.0,138.0,165.0,137.0,144.0,93.0,120.0,70.0,89.0,7.0,10.0
20180214,0,Beijing,Beijing,86.0,1.3330000000000002,1.225,63.0,59.0,28.0,71.0,27.0,55.0,97.0,80.0,63.0,57.0,12.0,13.0
20180214,0,Bengbu,Anhui,92.0,0.867,0.767,22.0,31.0,95.0,127.0,109.0,115.0,121.0,98.0,68.0,52.0,10.0,12.0
20180214,0,Benxi,Liaoning,62.0,1.267,2.2,32.0,40.0,57.0,77.0,59.0,65.0,72.0,88.0,39.0,45.0,36.0,49.0
20180214,0,Bijie,Guizhou,104.0,1.45,1.45,21.0,23.0,42.0,61.0,45.0,57.0,102.0,118.0,77.0,87.0,8.0,10.0
20180214,0,Binzhou,Shandong,118.0,1.3330000000000002,1.467,31.0,36.0,83.0,103.0,86.0,94.0,184.0,112.0,85.0,58.0,39.0,46.0
20180214,0,Bozhou,Anhui,114.0,0.95,0.85,19.0,24.0,94.0,120.0,100.0,112.0,159.0,135.0,85.0,76.0,14.0,17.0
20180214,0,Cangzhou,Hebei,136.0,1.267,1.033,36.0,33.0,65.0,105.0,86.0,95.0,219.0,123.0,101.0,61.0,50.0,40.0
20180214,0,Changchun,Jilin,63.0,1.45,0.9,51.0,27.0,23.0,92.0,38.0,70.0,59.0,41.0,44.0,24.0,33.0,37.0
20180214,0,Changde,Hunan,89.0,0.76,0.98,18.0,24.0,65.0,116.0,73.0,101.0,107.0,133.0,66.0,72.0,9.0,9.0
20180214,0,Changsha,Hunan,117.0,1.25,1.11,47.0,40.0,56.0,137.0,80.0,118.0,140.0,137.0,88.0,77.0,20.0,18.0
20180214,0,Changzhi,Shanxi,98.0,2.4,1.46,70.0,35.0,35.0,113.0,80.0,106.0,112.0,72.0,73.0,39.0,111.0,50.0
20180214,0,Changzhou,Jiangsu,58.0,0.9,1.078,35.0,41.0,62.0,87.0,59.0,71.0,64.0,72.0,36.0,40.0,13.0,15.0
20180214,0,Chaoyang,Liaoning,136.0,2.2,1.975,56.0,44.0,20.0,80.0,33.0,63.0,157.0,119.0,103.0,71.0,109.0,114.0
20180214,0,Chaozhou,Guangdong,76.0,0.933,0.833,20.0,15.0,68.0,143.0,100.0,129.0,99.0,88.0,45.0,44.0,19.0,9.0
20180214,0,Chengde,Hebei,85.0,1.4,1.24,42.0,42.0,36.0,71.0,26.0,55.0,117.0,85.0,55.0,35.0,18.0,24.0
20180214,0,Chengdu,Sichuan,133.0,1.067,1.044,39.0,37.0,63.0,112.0,82.0,96.0,167.0,162.0,101.0,88.0,5.0,7.0
20180214,0,Chenzhou,Hunan,85.0,1.4,1.4,49.0,30.0,52.0,120.0,85.0,110.0,107.0,113.0,62.0,65.0,15.0,11.0
20180214,0,Chifeng,Neimenggu,52.0,1.175,1.65,20.0,36.0,39.0,51.0,38.0,42.0,52.0,90.0,29.0,52.0,27.0,56.0
20180214,0,Chizhou,Anhui,86.0,0.633,0.633,39.0,35.0,68.0,139.0,86.0,124.0,116.0,101.0,63.0,53.0,14.0,15.0
20180214,0,Chongqing,Chongqing,82.0,1.1,1.171,41.0,37.0,21.0,49.0,32.0,39.0,78.0,71.0,60.0,52.0,7.0,9.0
20180214,0,Chongzuo,Guangxi,157.0,1.4,1.15,39.0,26.0,33.0,123.0,73.0,105.0,169.0,117.0,119.0,99.0,7.0,7.0
20180214,0,Chuzhou,Anhui,86.0,0.733,0.767,38.0,46.0,78.0,118.0,92.0,108.0,120.0,97.0,50.0,49.0,13.0,13.0
20180214,0,Dalian,Liaoning,70.0,0.97,1.13,39.0,43.0,73.0,96.0,60.0,73.0,88.0,73.0,44.0,33.0,20.0,27.0
20180214,0,Dandong,Liaoning,68.0,1.325,1.6,29.0,33.0,57.0,81.0,55.0,72.0,83.0,86.0,39.0,45.0,17.0,48.0
20180214,0,Daqing,Heilongjiang,56.0,0.86,0.68,33.0,31.0,46.0,75.0,47.0,68.0,51.0,42.0,39.0,30.0,19.0,22.0
