date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20180328,0,Alashanmeng,Neimenggu,111.0,0.433,0.467,8.0,11.0,83.0,112.0,82.0,105.0,169.0,187.0,57.0,56.0,9.0,10.0
20180328,0,Ankang,Shanxi,60.0,0.5329999999999999,0.733,26.0,25.0,66.0,147.0,94.0,123.0,68.0,71.0,29.0,35.0,12.0,17.0
20180328,0,Anqing,Anhui,82.0,0.6,0.55,35.0,36.0,86.0,152.0,103.0,143.0,94.0,78.0,60.0,50.0,14.0,10.0
20180328,0,Anshan,Liaoning,79.0,1.029,1.214,19.0,22.0,142.0,158.0,133.0,143.0,84.0,78.0,49.0,47.0,15.0,16.0
20180328,0,Anshun,Guizhou,29.0,0.85,0.9,21.0,24.0,52.0,79.0,56.0,70.0,25.0,75.0,19.0,62.0,9.0,21.0
20180328,0,Anyang,Henan,97.0,1.08,1.38,40.0,46.0,59.0,171.0,110.0,145.0,142.0,174.0,56.0,69.0,18.0,22.0
20180328,0,Baicheng,Jilin,150.0,0.4,0.55,5.0,20.0,88.0,146.0,90.0,124.0,247.0,397.0,112.0,84.0,3.0,12.0
20180328,0,Baise,Guangxi,60.0,1.4,1.5,26.0,32.0,8.0,50.0,17.0,35.0,67.0,66.0,42.0,43.0,9.0,17.0
20180328,0,Baishan,Jilin,112.0,1.2,1.35,6.0,22.0,169.0,194.0,172.0,191.0,72.0,111.0,46.0,68.0,12.0,18.0
20180328,0,Baiyin,Gansu,169.0,1.2,1.15,78.0,43.0,5.0,120.0,63.0,109.0,285.0,197.0,60.0,55.0,21.0,19.0
20180328,0,Baoding,Hebei,113.0,0.8170000000000001,0.967,39.0,46.0,93.0,142.0,109.0,123.0,174.0,179.0,76.0,86.0,26.0,33.0
20180328,0,Baoji,Shanxi,123.0,0.913,0.763,74.0,48.0,17.0,124.0,56.0,105.0,193.0,141.0,58.0,37.0,16.0,20.0
20180328,0,Baoshan,Yunnan,39.0,0.9,1.15,8.0,23.0,70.0,110.0,77.0,95.0,,97.0,25.0,68.0,5.0,6.0
20180328,0,Baotou,Neimenggu,193.0,1.16,2.4330000000000003,78.0,66.0,8.0,96.0,48.0,80.0,334.0,247.0,86.0,76.0,17.0,64.0
20180328,0,Bayannur,Neimenggu,171.0,0.8,0.6,52.0,24.0,25.0,109.0,51.0,99.0,289.0,212.0,79.0,56.0,22.0,7.0
20180328,0,Bazhong,Sichuan,66.0,0.875,0.8,46.0,28.0,16.0,113.0,57.0,95.0,79.0,64.0,46.0,38.0,3.0,4.0
20180328,0,Beihai,Guangxi,61.0,0.825,0.75,32.0,14.0,47.0,117.0,88.0,109.0,69.0,63.0,34.0,38.0,11.0,10.0
20180328,0,Beijing,Beijing,291.0,1.675,1.392,122.0,98.0,36.0,149.0,67.0,123.0,252.0,224.0,240.0,198.0,8.0,12.0
20180328,0,Bengbu,Anhui,76.0,0.833,0.8170000000000001,26.0,33.0,106.0,159.0,130.0,145.0,90.0,102.0,55.0,53.0,19.0,17.0
20180328,0,Benxi,Liaoning,83.0,1.3330000000000002,1.117,31.0,27.0,121.0,158.0,131.0,139.0,101.0,89.0,61.0,55.0,26.0,25.0
20180328,0,Bijie,Guizhou,29.0,0.95,1.05,18.0,22.0,68.0,73.0,52.0,63.0,28.0,30.0,18.0,21.0,10.0,10.0
20180328,0,Binzhou,Shandong,88.0,1.1,1.0,38.0,32.0,84.0,178.0,117.0,162.0,124.0,125.0,63.0,63.0,38.0,29.0
20180328,0,Bozhou,Anhui,74.0,0.7,0.6,25.0,24.0,105.0,134.0,108.0,123.0,96.0,83.0,50.0,45.0,11.0,10.0
20180328,0,Cangzhou,Hebei,107.0,0.8,0.8,30.0,32.0,106.0,181.0,141.0,164.0,161.0,157.0,70.0,80.0,29.0,28.0
20180328,0,Changchun,Jilin,134.0,0.96,1.03,16.0,25.0,147.0,195.0,157.0,175.0,216.0,152.0,56.0,63.0,13.0,15.0
20180328,0,Changde,Hunan,66.0,0.92,0.94,26.0,24.0,88.0,156.0,118.0,137.0,61.0,48.0,46.0,29.0,14.0,13.0
20180328,0,Changsha,Hunan,91.0,1.33,1.01,89.0,52.0,28.0,167.0,87.0,144.0,129.0,69.0,62.0,47.0,14.0,17.0
20180328,0,Changzhi,Shanxi,117.0,1.175,1.04,49.0,30.0,57.0,159.0,105.0,146.0,177.0,146.0,88.0,72.0,21.0,13.0
20180328,0,Changzhou,Jiangsu,89.0,1.256,1.089,50.0,54.0,60.0,111.0,70.0,92.0,96.0,90.0,66.0,60.0,18.0,17.0
20180328,0,Chaoyang,Liaoning,183.0,1.475,1.675,22.0,27.0,101.0,164.0,123.0,149.0,314.0,214.0,108.0,112.0,24.0,28.0
20180328,0,Chaozhou,Guangdong,83.0,0.8,0.933,12.0,19.0,109.0,193.0,138.0,168.0,52.0,73.0,39.0,52.0,11.0,16.0
20180328,0,Chengde,Hebei,129.0,1.28,1.2,60.0,50.0,44.0,144.0,78.0,128.0,205.0,207.0,84.0,87.0,19.0,22.0
20180328,0,Chengdu,Sichuan,62.0,0.8440000000000001,0.7440000000000001,64.0,48.0,54.0,128.0,88.0,105.0,71.0,64.0,36.0,36.0,11.0,13.0
20180328,0,Chenzhou,Hunan,59.0,1.36,1.32,60.0,30.0,18.0,137.0,65.0,121.0,66.0,45.0,28.0,22.0,8.0,13.0
20180328,0,Chifeng,Neimenggu,500.0,0.475,0.775,6.0,23.0,69.0,119.0,67.0,104.0,1227.0,352.0,139.0,96.0,7.0,13.0
20180328,0,Chizhou,Anhui,61.0,0.767,0.733,48.0,34.0,58.0,146.0,87.0,135.0,69.0,76.0,39.0,43.0,8.0,11.0
20180328,0,Chongqing,Chongqing,67.0,1.141,1.229,58.0,58.0,15.0,50.0,23.0,36.0,74.0,97.0,48.0,62.0,7.0,11.0
20180328,0,Chongzuo,Guangxi,127.0,1.0,0.95,25.0,21.0,75.0,135.0,108.0,124.0,105.0,76.0,96.0,64.0,8.0,7.0
20180328,0,Chuzhou,Anhui,84.0,1.033,0.867,46.0,49.0,81.0,155.0,112.0,140.0,116.0,111.0,42.0,58.0,26.0,16.0
20180328,0,Dalian,Liaoning,75.0,1.0,1.01,29.0,29.0,129.0,147.0,113.0,130.0,89.0,72.0,54.0,51.0,12.0,10.0
20180328,0,Dandong,Liaoning,98.0,0.95,1.1,12.0,29.0,162.0,163.0,113.0,121.0,107.0,81.0,73.0,58.0,12.0,17.0
20180328,0,Daqing,Heilongjiang,500.0,0.44,0.84,11.0,24.0,74.0,164.0,111.0,139.0,1398.0,407.0,94.0,78.0,8.0,15.0
20180328,0,Datong,Shanxi,111.0,1.767,1.233,41.0,42.0,30.0,113.0,52.0,87.0,169.0,184.0,71.0,58.0,34.0,40.0
20180328,0,Dazhou,Sichuan,105.0,1.08,1.08,71.0,41.0,44.0,132.0,78.0,115.0,117.0,77.0,78.0,49.0,9.0,11.0
20180328,0,Deyang,Sichuan,71.0,0.925,0.775,66.0,46.0,30.0,104.0,71.0,84.0,89.0,97.0,48.0,50.0,8.0,13.0
20180328,0,Dezhou,Shandong,93.0,0.933,0.967,17.0,24.0,100.0,183.0,139.0,162.0,130.0,148.0,69.0,75.0,11.0,15.0
20180328,0,Dingxi,Gansu,94.0,0.85,0.7,67.0,38.0,24.0,132.0,82.0,122.0,135.0,145.0,51.0,46.0,12.0,16.0
20180328,0,Dongguan,Guangdong,131.0,1.12,1.06,74.0,49.0,57.0,205.0,121.0,178.0,83.0,59.0,99.0,50.0,12.0,16.0
20180328,0,Dongying,Shandong,109.0,0.975,0.975,41.0,41.0,81.0,193.0,110.0,155.0,165.0,159.0,70.0,68.0,31.0,34.0
20180328,0,Ezhou,Hubei,76.0,1.067,1.1,79.0,51.0,30.0,144.0,87.0,133.0,100.0,87.0,45.0,48.0,17.0,11.0
20180328,0,Fangchenggang,Guangxi,58.0,0.867,1.167,23.0,21.0,55.0,103.0,75.0,92.0,64.0,72.0,29.0,46.0,15.0,14.0
20180328,0,Foshan,Guangdong,92.0,1.286,0.943,103.0,55.0,30.0,198.0,98.0,158.0,130.0,69.0,68.0,41.0,15.0,11.0
20180328,0,Fushun,Liaoning,100.0,0.9,0.9,24.0,28.0,161.0,180.0,159.0,167.0,90.0,108.0,62.0,64.0,19.0,24.0
20180328,0,Fuxin,Liaoning,161.0,1.08,0.96,32.0,25.0,115.0,185.0,161.0,168.0,158.0,287.0,122.0,112.0,27.0,31.0
20180328,0,Fuyang,Anhui,72.0,0.733,0.6,14.0,17.0,128.0,139.0,122.0,130.0,92.0,79.0,51.0,45.0,10.0,6.0
20180328,0,Fuzhou,Jiangxi,83.0,1.1,0.9,58.0,30.0,7.0,147.0,64.0,128.0,103.0,71.0,61.0,48.0,24.0,23.0
20180328,0,Ganzhou,Jiangxi,96.0,1.72,1.66,58.0,34.0,18.0,139.0,61.0,115.0,140.0,90.0,66.0,52.0,42.0,12.0
20180328,0,Guang'an,Sichuan,120.0,1.02,1.083,49.0,33.0,25.0,82.0,62.0,75.0,121.0,96.0,90.0,67.0,12.0,18.0
20180328,0,Guangyuan,Sichuan,59.0,0.775,0.725,33.0,34.0,65.0,142.0,96.0,119.0,66.0,54.0,38.0,26.0,21.0,22.0
20180328,0,Guangzhou,Guangdong,103.0,1.655,0.927,140.0,60.0,15.0,202.0,86.0,160.0,134.0,59.0,76.0,40.0,15.0,10.0
20180328,0,Guigang,Guangxi,77.0,1.0,0.975,40.0,27.0,42.0,136.0,82.0,111.0,75.0,82.0,56.0,53.0,9.0,16.0
20180328,0,Guilin,Guangxi,68.0,1.0,0.8,57.0,28.0,15.0,142.0,66.0,123.0,84.0,53.0,39.0,31.0,8.0,10.0
20180328,0,Guiyang,Guizhou,86.0,0.89,0.83,49.0,41.0,19.0,89.0,41.0,72.0,94.0,92.0,63.0,67.0,9.0,11.0
20180328,0,Guyuan,Ningxia,99.0,0.633,0.7,43.0,38.0,77.0,137.0,91.0,129.0,146.0,190.0,51.0,59.0,8.0,9.0
20180328,0,Haikou,Hainan,53.0,0.62,0.58,10.0,10.0,66.0,82.0,68.0,75.0,54.0,53.0,28.0,26.0,6.0,4.0
20180328,0,Handan,Hebei,102.0,1.225,1.375,39.0,41.0,56.0,186.0,128.0,170.0,152.0,173.0,75.0,80.0,23.0,24.0
20180328,0,Hangzhou,Zhejiang,71.0,0.991,0.845,76.0,42.0,13.0,153.0,83.0,127.0,90.0,65.0,51.0,39.0,11.0,8.0
20180328,0,Hanzhong,Shanxi,68.0,0.775,1.0,47.0,34.0,46.0,130.0,69.0,100.0,84.0,80.0,47.0,43.0,13.0,16.0
20180328,0,Harbin,Heilongjiang,500.0,0.58,0.8640000000000001,19.0,37.0,100.0,210.0,142.0,183.0,1411.0,401.0,97.0,101.0,13.0,20.0
20180328,0,Hebi,Henan,92.0,1.367,1.4,48.0,52.0,60.0,170.0,105.0,145.0,132.0,148.0,49.0,58.0,18.0,22.0
20180328,0,Hechi,Guangxi,59.0,1.05,1.0,25.0,25.0,24.0,73.0,39.0,57.0,65.0,78.0,38.0,36.0,6.0,8.0
20180328,0,Hefei,Anhui,79.0,0.77,0.78,63.0,49.0,56.0,150.0,96.0,132.0,105.0,99.0,52.0,50.0,7.0,7.0
20180328,0,Hegang,Heilongjiang,98.0,1.225,0.65,25.0,16.0,80.0,120.0,90.0,113.0,144.0,92.0,62.0,29.0,12.0,9.0
20180328,0,Heihe,Heilongjiang,55.0,0.5670000000000001,0.5670000000000001,27.0,13.0,95.0,136.0,94.0,125.0,58.0,63.0,28.0,27.0,5.0,8.0
20180328,0,Hengshui,Hebei,85.0,0.867,1.0,20.0,26.0,85.0,179.0,137.0,162.0,113.0,144.0,62.0,70.0,13.0,15.0
20180328,0,Hengyang,Hunan,115.0,2.117,1.517,74.0,46.0,15.0,143.0,63.0,120.0,178.0,84.0,84.0,49.0,21.0,16.0
20180328,0,Heyuan,Guangdong,37.0,0.967,0.933,45.0,24.0,41.0,125.0,72.0,117.0,36.0,35.0,20.0,24.0,7.0,9.0
20180328,0,Heze,Shandong,67.0,1.1,1.233,21.0,21.0,83.0,154.0,110.0,136.0,82.0,102.0,36.0,41.0,10.0,11.0
20180328,0,Hezhou,Guangxi,83.0,1.1,0.95,62.0,25.0,12.0,134.0,69.0,120.0,101.0,55.0,61.0,34.0,8.0,8.0
20180328,0,Hohhot,Neimenggu,500.0,0.975,1.412,36.0,59.0,52.0,81.0,48.0,64.0,1300.0,340.0,149.0,88.0,14.0,34.0
20180328,0,Huaibei,Anhui,74.0,0.7,0.733,25.0,24.0,102.0,160.0,127.0,145.0,89.0,88.0,45.0,47.0,16.0,18.0
20180328,0,Huaihua,Hunan,100.0,1.16,0.98,64.0,32.0,27.0,157.0,84.0,135.0,149.0,73.0,49.0,30.0,9.0,8.0
20180328,0,Huainan,Anhui,71.0,0.733,0.633,30.0,27.0,86.0,153.0,117.0,141.0,86.0,75.0,51.0,44.0,17.0,17.0
20180328,0,Huanggang,Hubei,82.0,1.15,1.05,61.0,49.0,48.0,149.0,83.0,131.0,111.0,92.0,57.0,50.0,20.0,15.0
20180328,0,Huangshan,Anhui,55.0,0.633,0.6,19.0,16.0,34.0,99.0,62.0,92.0,58.0,53.0,33.0,26.0,14.0,12.0
20180328,0,Huangshi,Hubei,82.0,1.217,1.367,58.0,46.0,50.0,127.0,76.0,109.0,111.0,91.0,46.0,51.0,17.0,17.0
20180328,0,Huizhou,Guangdong,80.0,0.68,0.78,21.0,29.0,109.0,167.0,117.0,149.0,71.0,62.0,58.0,41.0,9.0,9.0
20180328,0,Huludao,Liaoning,119.0,1.125,1.35,30.0,28.0,115.0,165.0,143.0,152.0,103.0,117.0,89.0,97.0,15.0,36.0
20180328,0,Hulunbuir,Neimenggu,46.0,0.2,0.3,4.0,8.0,96.0,97.0,90.0,90.0,21.0,40.0,15.0,12.0,2.0,3.0
20180328,0,Huzhou,Zhejiang,82.0,1.054,1.211,57.0,58.0,57.0,125.0,77.0,96.0,83.0,110.0,60.0,71.0,27.0,23.0
20180328,0,Ji'an,Jiangxi,86.0,0.775,0.65,57.0,25.0,14.0,154.0,77.0,136.0,115.0,71.0,63.0,46.0,36.0,25.0
20180328,0,Jiamusi,Heilongjiang,96.0,0.76,0.64,13.0,17.0,167.0,167.0,148.0,148.0,124.0,123.0,71.0,45.0,8.0,8.0
20180328,0,Jiangmen,Guangdong,90.0,0.875,0.925,40.0,53.0,78.0,258.0,146.0,203.0,127.0,86.0,64.0,49.0,20.0,12.0
20180328,0,Jiaozuo,Henan,99.0,0.975,1.125,56.0,52.0,55.0,176.0,91.0,153.0,145.0,158.0,54.0,77.0,36.0,29.0
20180328,0,Jiaxing,Zhejiang,72.0,1.133,1.0,58.0,45.0,34.0,182.0,90.0,142.0,79.0,84.0,52.0,55.0,18.0,12.0
20180328,0,Jiayuguan,Gansu,127.0,0.75,0.5,86.0,29.0,13.0,119.0,78.0,108.0,202.0,208.0,59.0,48.0,6.0,9.0
20180328,0,Jieyang,Guangdong,75.0,0.775,0.925,12.0,19.0,106.0,159.0,128.0,144.0,41.0,80.0,43.0,61.0,10.0,13.0
20180328,0,Jilin,Jilin,113.0,1.071,1.171,9.0,15.0,171.0,209.0,173.0,198.0,108.0,118.0,48.0,68.0,11.0,15.0
20180328,0,Jinan,Shandong,94.0,0.675,0.688,13.0,19.0,132.0,180.0,151.0,167.0,113.0,116.0,45.0,50.0,15.0,17.0
20180328,0,Jinchang,Gansu,99.0,0.467,0.6,16.0,21.0,69.0,107.0,73.0,103.0,145.0,133.0,54.0,43.0,5.0,8.0
20180328,0,Jincheng,Shanxi,105.0,1.3330000000000002,1.683,73.0,53.0,27.0,143.0,83.0,131.0,157.0,151.0,48.0,69.0,38.0,38.0
20180328,0,Jingdezhen,Jiangxi,88.0,1.175,0.84,44.0,18.0,14.0,133.0,71.0,124.0,123.0,81.0,59.0,48.0,35.0,19.0
20180328,0,Jingmen,Hubei,62.0,1.06,1.04,29.0,34.0,70.0,123.0,79.0,96.0,71.0,72.0,42.0,38.0,13.0,17.0
20180328,0,Jingzhou,Hubei,60.0,1.133,1.233,42.0,32.0,74.0,113.0,90.0,104.0,68.0,64.0,39.0,39.0,20.0,19.0
20180328,0,Jinhua,Zhejiang,64.0,0.733,0.8,82.0,42.0,11.0,151.0,57.0,127.0,75.0,70.0,32.0,37.0,11.0,13.0
20180328,0,Jining,Shandong,70.0,0.767,0.767,16.0,17.0,101.0,163.0,122.0,144.0,77.0,86.0,38.0,38.0,20.0,19.0
20180328,0,Jinzhong,Shanxi,145.0,1.475,1.325,100.0,67.0,11.0,128.0,50.0,109.0,238.0,209.0,88.0,73.0,80.0,82.0
20180328,0,Jinzhou,Liaoning,142.0,1.0,1.1,40.0,36.0,102.0,154.0,131.0,139.0,127.0,145.0,108.0,113.0,85.0,59.0
20180328,0,Jiujiang,Jiangxi,91.0,0.975,0.575,45.0,30.0,58.0,134.0,88.0,119.0,130.0,89.0,48.0,41.0,12.0,16.0
20180328,0,Jiuquan,Gansu,170.0,0.65,0.45,49.0,25.0,27.0,123.0,79.0,111.0,288.0,283.0,63.0,60.0,15.0,15.0
20180328,0,Jixi,Heilongjiang,208.0,1.425,0.8,37.0,30.0,71.0,136.0,70.0,131.0,188.0,136.0,157.0,91.0,13.0,10.0
