date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200126,0,Alashanmeng,Neimenggu,54.0,0.4,0.45,10.0,11.0,88.0,102.0,88.0,98.0,44.0,45.0,38.0,37.0,11.0,16.0
20200126,0,Ankang,Shanxi,49.0,0.75,0.8,6.0,10.0,75.0,84.0,77.0,77.0,23.0,44.0,34.0,40.0,4.0,5.0
20200126,0,Anqing,Anhui,40.0,0.23,0.33,9.0,11.0,67.0,85.0,69.0,74.0,28.0,45.0,28.0,37.0,12.0,9.0
20200126,0,Anshan,Liaoning,347.0,1.83,3.45,49.0,61.0,53.0,61.0,34.0,40.0,378.0,484.0,297.0,390.0,42.0,95.0
20200126,0,Anshun,Guizhou,33.0,0.67,0.77,6.0,8.0,50.0,58.0,49.0,53.0,23.0,12.0,23.0,11.0,18.0,17.0
20200126,0,Anyang,Henan,206.0,1.17,1.1,31.0,25.0,50.0,87.0,66.0,79.0,162.0,123.0,156.0,98.0,24.0,23.0
20200126,0,Baicheng,Jilin,125.0,1.2,0.9,16.0,13.0,60.0,88.0,61.0,78.0,142.0,109.0,95.0,76.0,11.0,13.0
20200126,0,Baise,Guangxi,12.0,0.8,0.8,10.0,8.0,24.0,49.0,37.0,44.0,12.0,14.0,7.0,7.0,6.0,7.0
20200126,0,Baishan,Jilin,101.0,1.85,1.7,36.0,29.0,21.0,68.0,29.0,60.0,116.0,214.0,76.0,163.0,25.0,39.0
20200126,0,Baiyin,Gansu,84.0,1.25,1.0,22.0,26.0,44.0,80.0,58.0,71.0,71.0,93.0,62.0,74.0,174.0,55.0
20200126,0,Baoding,Hebei,322.0,1.45,1.62,74.0,54.0,16.0,91.0,48.0,70.0,329.0,441.0,272.0,366.0,19.0,34.0
20200126,0,Baoji,Shanxi,269.0,1.81,1.63,16.0,19.0,49.0,79.0,56.0,66.0,221.0,218.0,219.0,215.0,6.0,7.0
20200126,0,Baoshan,Yunnan,39.0,0.5,0.5,5.0,7.0,71.0,104.0,80.0,95.0,14.0,36.0,27.0,42.0,5.0,14.0
20200126,0,Baotou,Neimenggu,411.0,4.52,4.32,98.0,84.0,9.0,88.0,41.0,70.0,395.0,646.0,367.0,545.0,37.0,74.0
20200126,0,Bayannur,Neimenggu,264.0,2.35,2.85,34.0,52.0,72.0,106.0,89.0,90.0,279.0,527.0,214.0,394.0,35.0,51.0
20200126,0,Bazhong,Sichuan,43.0,0.97,0.83,19.0,14.0,22.0,79.0,43.0,72.0,41.0,33.0,30.0,26.0,4.0,6.0
20200126,0,Beihai,Guangxi,9.0,0.9,0.77,6.0,8.0,28.0,53.0,25.0,44.0,5.0,19.0,5.0,18.0,6.0,6.0
20200126,0,Beijing,Beijing,216.0,1.09,0.96,45.0,33.0,29.0,81.0,45.0,69.0,178.0,161.0,166.0,145.0,5.0,10.0
20200126,0,Bengbu,Anhui,99.0,0.6,0.55,11.0,11.0,49.0,69.0,55.0,63.0,90.0,63.0,74.0,47.0,10.0,10.0
20200126,0,Benxi,Liaoning,124.0,1.9,1.88,50.0,48.0,15.0,51.0,22.0,35.0,108.0,166.0,94.0,136.0,31.0,47.0
20200126,0,Bijie,Guizhou,47.0,0.75,0.7,10.0,13.0,40.0,69.0,51.0,61.0,31.0,23.0,33.0,21.0,9.0,9.0
20200126,0,Binzhou,Shandong,64.0,0.67,0.73,24.0,28.0,56.0,101.0,72.0,88.0,59.0,80.0,46.0,61.0,12.0,21.0
20200126,0,Bozhou,Anhui,245.0,1.1,0.95,15.0,13.0,47.0,81.0,56.0,65.0,235.0,208.0,195.0,163.0,12.0,12.0
20200126,0,Cangzhou,Hebei,234.0,1.77,1.13,44.0,27.0,32.0,97.0,56.0,79.0,214.0,137.0,184.0,102.0,22.0,29.0
20200126,0,Changchun,Jilin,409.0,2.21,1.33,44.0,36.0,66.0,96.0,58.0,79.0,290.0,190.0,363.0,209.0,19.0,26.0
20200126,0,Changde,Hunan,98.0,0.9,1.25,2.0,5.0,55.0,73.0,62.0,66.0,57.0,56.0,73.0,73.0,2.0,3.0
20200126,0,Changsha,Hunan,29.0,0.86,1.24,8.0,10.0,47.0,61.0,45.0,58.0,10.0,40.0,20.0,50.0,3.0,4.0
20200126,0,Changzhi,Shanxi,210.0,2.44,2.88,34.0,43.0,67.0,127.0,93.0,108.0,189.0,224.0,160.0,189.0,39.0,63.0
20200126,0,Changzhou,Jiangsu,20.0,0.47,0.5,12.0,15.0,65.0,70.0,61.0,65.0,20.0,35.0,13.0,23.0,6.0,8.0
20200126,0,Chaoyang,Liaoning,333.0,2.42,2.18,32.0,32.0,37.0,87.0,61.0,76.0,264.0,460.0,283.0,418.0,50.0,83.0
