date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200220,0,Alashanmeng,Neimenggu,135.0,0.5,0.5,11.0,9.0,79.0,95.0,77.0,90.0,220.0,210.0,79.0,64.0,16.0,9.0
20200220,0,Ankang,Shanxi,69.0,0.55,0.5,11.0,14.0,46.0,98.0,58.0,81.0,65.0,56.0,50.0,41.0,5.0,6.0
20200220,0,Anqing,Anhui,68.0,0.5,0.4,20.0,21.0,71.0,111.0,87.0,100.0,49.0,40.0,49.0,39.0,8.0,7.0
20200220,0,Anshan,Liaoning,54.0,0.93,1.45,32.0,41.0,48.0,80.0,47.0,64.0,54.0,71.0,38.0,53.0,14.0,27.0
20200220,0,Anshun,Guizhou,66.0,0.47,0.43,11.0,10.0,75.0,109.0,87.0,95.0,56.0,48.0,48.0,41.0,23.0,23.0
20200220,0,Anyang,Henan,199.0,1.67,1.17,56.0,36.0,33.0,95.0,56.0,81.0,178.0,92.0,149.0,79.0,24.0,16.0
20200220,0,Baicheng,Jilin,43.0,0.8,0.8,12.0,12.0,65.0,93.0,66.0,88.0,43.0,24.0,24.0,16.0,8.0,15.0
20200220,0,Baise,Guangxi,109.0,0.95,0.85,19.0,17.0,74.0,132.0,102.0,117.0,88.0,75.0,82.0,60.0,29.0,22.0
20200220,0,Baishan,Jilin,68.0,2.1,2.45,33.0,35.0,51.0,90.0,60.0,80.0,70.0,74.0,49.0,48.0,16.0,27.0
20200220,0,Baiyin,Gansu,500.0,0.55,0.75,3.0,14.0,80.0,91.0,81.0,85.0,1083.0,161.0,103.0,43.0,6.0,21.0
20200220,0,Baoding,Hebei,145.0,1.02,1.23,46.0,46.0,25.0,77.0,44.0,66.0,126.0,90.0,111.0,71.0,6.0,14.0
20200220,0,Baoji,Shanxi,108.0,0.73,0.6,31.0,23.0,52.0,116.0,88.0,108.0,90.0,69.0,81.0,55.0,9.0,14.0
20200220,0,Baoshan,Yunnan,40.0,0.5,0.55,7.0,9.0,91.0,126.0,104.0,117.0,40.0,45.0,26.0,35.0,5.0,5.0
20200220,0,Baotou,Neimenggu,164.0,1.96,1.4,68.0,40.0,5.0,74.0,31.0,64.0,278.0,164.0,84.0,52.0,24.0,21.0
20200220,0,Bayannur,Neimenggu,185.0,1.85,0.8,47.0,21.0,28.0,86.0,52.0,77.0,319.0,291.0,110.0,69.0,65.0,23.0
20200220,0,Bazhong,Sichuan,94.0,0.6,0.6,25.0,18.0,25.0,89.0,53.0,83.0,93.0,87.0,70.0,65.0,4.0,3.0
20200220,0,Beihai,Guangxi,66.0,0.6,0.53,10.0,12.0,80.0,131.0,100.0,114.0,59.0,49.0,48.0,32.0,7.0,8.0
20200220,0,Beijing,Beijing,145.0,1.17,1.18,26.0,38.0,61.0,81.0,60.0,68.0,74.0,51.0,111.0,58.0,4.0,10.0
20200220,0,Bengbu,Anhui,93.0,0.75,0.7,57.0,24.0,30.0,94.0,53.0,83.0,84.0,48.0,69.0,38.0,22.0,12.0
20200220,0,Benxi,Liaoning,70.0,1.17,1.67,51.0,52.0,20.0,78.0,37.0,56.0,67.0,72.0,51.0,53.0,17.0,28.0
20200220,0,Bijie,Guizhou,130.0,1.05,0.55,34.0,14.0,45.0,108.0,78.0,93.0,115.0,48.0,99.0,39.0,16.0,12.0
20200220,0,Binzhou,Shandong,90.0,1.1,0.8,59.0,29.0,18.0,113.0,57.0,98.0,86.0,51.0,67.0,38.0,15.0,16.0
20200220,0,Bozhou,Anhui,119.0,0.8,0.55,22.0,15.0,44.0,110.0,70.0,101.0,115.0,62.0,90.0,46.0,6.0,8.0
20200220,0,Cangzhou,Hebei,109.0,0.7,0.7,20.0,22.0,47.0,102.0,62.0,84.0,104.0,77.0,82.0,57.0,6.0,14.0
20200220,0,Changchun,Jilin,76.0,1.02,0.68,49.0,28.0,16.0,86.0,39.0,76.0,58.0,48.0,56.0,40.0,7.0,12.0
20200220,0,Changde,Hunan,84.0,0.8,0.63,14.0,12.0,52.0,86.0,65.0,76.0,64.0,46.0,62.0,41.0,5.0,5.0
20200220,0,Changsha,Hunan,94.0,1.07,0.86,45.0,32.0,20.0,72.0,40.0,59.0,76.0,54.0,70.0,45.0,7.0,8.0
20200220,0,Changzhi,Shanxi,63.0,1.85,1.14,35.0,38.0,62.0,110.0,86.0,88.0,61.0,58.0,45.0,35.0,40.0,27.0
20200220,0,Changzhou,Jiangsu,61.0,0.6,0.67,33.0,28.0,71.0,111.0,82.0,105.0,58.0,52.0,44.0,40.0,9.0,10.0
20200220,0,Chaoyang,Liaoning,75.0,1.27,0.95,36.0,20.0,26.0,91.0,57.0,85.0,76.0,46.0,55.0,32.0,25.0,23.0
20200220,0,Chaozhou,Guangdong,47.0,0.65,0.6,16.0,10.0,49.0,108.0,73.0,94.0,43.0,35.0,33.0,26.0,7.0,7.0
20200220,0,Chengde,Hebei,70.0,1.47,1.08,56.0,36.0,14.0,90.0,41.0,73.0,59.0,43.0,51.0,33.0,10.0,11.0
20200220,0,Chengdu,Sichuan,68.0,0.61,0.6,13.0,15.0,68.0,105.0,80.0,92.0,62.0,61.0,49.0,44.0,5.0,6.0
20200220,0,Chenzhou,Hunan,59.0,0.7,0.5,25.0,19.0,11.0,57.0,25.0,47.0,51.0,36.0,42.0,26.0,10.0,10.0
20200220,0,Chifeng,Neimenggu,51.0,1.17,1.02,38.0,25.0,26.0,77.0,53.0,68.0,47.0,41.0,36.0,30.0,26.0,24.0
20200220,0,Chizhou,Anhui,68.0,0.8,0.7,37.0,17.0,25.0,79.0,53.0,70.0,61.0,43.0,49.0,32.0,4.0,5.0
20200220,0,Chongqing,Chongqing,89.0,0.69,0.75,25.0,23.0,47.0,87.0,64.0,76.0,78.0,105.0,66.0,85.0,6.0,6.0
20200220,0,Chongzuo,Guangxi,106.0,0.65,0.6,23.0,28.0,52.0,107.0,73.0,93.0,113.0,116.0,80.0,93.0,7.0,9.0
20200220,0,Chuzhou,Anhui,70.0,1.13,1.0,51.0,34.0,29.0,81.0,51.0,77.0,61.0,47.0,51.0,38.0,7.0,9.0
20200220,0,Dalian,Liaoning,51.0,0.67,0.81,15.0,24.0,71.0,83.0,70.0,76.0,52.0,62.0,33.0,50.0,10.0,10.0
20200220,0,Dandong,Liaoning,116.0,2.02,1.32,46.0,36.0,21.0,94.0,40.0,85.0,94.0,73.0,88.0,64.0,25.0,35.0
20200220,0,Daqing,Heilongjiang,56.0,0.53,0.42,25.0,16.0,59.0,89.0,64.0,83.0,52.0,35.0,40.0,28.0,7.0,9.0
20200220,0,Datong,Shanxi,145.0,3.05,1.63,51.0,41.0,21.0,76.0,40.0,69.0,239.0,148.0,89.0,53.0,72.0,56.0
20200220,0,Dazhou,Sichuan,119.0,0.55,0.75,33.0,26.0,26.0,88.0,46.0,76.0,109.0,121.0,90.0,103.0,11.0,10.0
20200220,0,Deyang,Sichuan,65.0,0.55,0.55,13.0,16.0,65.0,96.0,74.0,86.0,53.0,61.0,47.0,47.0,4.0,4.0
20200220,0,Dezhou,Shandong,133.0,1.15,0.75,37.0,25.0,33.0,104.0,64.0,97.0,130.0,73.0,101.0,48.0,10.0,13.0
20200220,0,Dingxi,Gansu,91.0,0.95,0.8,27.0,21.0,38.0,88.0,55.0,76.0,92.0,79.0,68.0,42.0,16.0,15.0
20200220,0,Dongguan,Guangdong,56.0,0.76,0.64,40.0,30.0,46.0,147.0,101.0,125.0,44.0,43.0,40.0,37.0,8.0,9.0
20200220,0,Dongying,Shandong,80.0,1.18,0.75,32.0,26.0,38.0,110.0,64.0,92.0,83.0,68.0,59.0,44.0,20.0,17.0
20200220,0,Ezhou,Hubei,85.0,1.67,1.3,37.0,29.0,38.0,87.0,50.0,81.0,89.0,54.0,63.0,32.0,12.0,17.0
20200220,0,Fangchenggang,Guangxi,121.0,0.9,0.7,17.0,13.0,62.0,86.0,71.0,77.0,89.0,51.0,92.0,46.0,10.0,8.0
20200220,0,Foshan,Guangdong,58.0,0.7,0.61,64.0,44.0,25.0,122.0,69.0,99.0,57.0,45.0,41.0,32.0,6.0,6.0
20200220,0,Fushun,Liaoning,139.0,1.56,1.4,58.0,43.0,20.0,88.0,48.0,74.0,122.0,100.0,106.0,79.0,17.0,24.0
20200220,0,Fuxin,Liaoning,63.0,0.64,0.54,23.0,18.0,44.0,105.0,55.0,87.0,49.0,42.0,45.0,34.0,22.0,28.0
20200220,0,Fuyang,Anhui,121.0,0.67,0.53,23.0,19.0,54.0,96.0,63.0,85.0,113.0,61.0,92.0,48.0,6.0,6.0
20200220,0,Fuzhou,Jiangxi,66.0,0.65,0.53,19.0,15.0,26.0,73.0,40.0,56.0,70.0,47.0,48.0,30.0,5.0,6.0
20200220,0,Ganzhou,Jiangxi,37.0,0.77,0.82,11.0,14.0,41.0,70.0,42.0,55.0,37.0,33.0,26.0,20.0,2.0,4.0
20200220,0,Guang'an,Sichuan,101.0,0.78,0.78,15.0,14.0,39.0,79.0,58.0,71.0,98.0,109.0,76.0,83.0,3.0,4.0
20200220,0,Guangyuan,Sichuan,68.0,0.47,0.53,17.0,23.0,70.0,93.0,81.0,86.0,67.0,71.0,49.0,50.0,8.0,11.0
20200220,0,Guangzhou,Guangdong,56.0,0.98,0.76,81.0,49.0,13.0,132.0,72.0,108.0,60.0,49.0,40.0,34.0,6.0,7.0
20200220,0,Guigang,Guangxi,111.0,0.8,0.7,20.0,20.0,55.0,73.0,59.0,67.0,94.0,71.0,84.0,59.0,10.0,10.0
20200220,0,Guilin,Guangxi,90.0,0.83,0.6,28.0,16.0,40.0,105.0,71.0,93.0,70.0,49.0,67.0,41.0,7.0,7.0
20200220,0,Guiyang,Guizhou,85.0,0.74,0.66,23.0,16.0,47.0,120.0,71.0,96.0,84.0,62.0,63.0,45.0,23.0,22.0
20200220,0,Guyuan,Ningxia,43.0,0.6,0.75,14.0,21.0,86.0,106.0,91.0,100.0,42.0,55.0,30.0,25.0,8.0,10.0
20200220,0,Haikou,Hainan,33.0,0.47,0.5,4.0,4.0,81.0,105.0,81.0,98.0,33.0,34.0,16.0,18.0,3.0,3.0
20200220,0,Handan,Hebei,150.0,1.48,1.18,48.0,37.0,53.0,106.0,69.0,90.0,153.0,105.0,115.0,71.0,12.0,13.0
20200220,0,Hangzhou,Zhejiang,51.0,0.53,0.58,34.0,27.0,40.0,84.0,53.0,73.0,52.0,46.0,36.0,32.0,5.0,6.0
20200220,0,Hanzhong,Shanxi,141.0,1.27,0.97,39.0,23.0,26.0,108.0,66.0,98.0,116.0,83.0,108.0,64.0,8.0,14.0
20200220,0,Harbin,Heilongjiang,86.0,0.96,0.87,31.0,32.0,57.0,109.0,80.0,99.0,66.0,63.0,64.0,57.0,21.0,24.0
20200220,0,Hebi,Henan,135.0,1.43,1.27,29.0,32.0,39.0,99.0,46.0,82.0,111.0,77.0,103.0,60.0,10.0,14.0
20200220,0,Hechi,Guangxi,171.0,1.0,0.8,37.0,28.0,20.0,101.0,59.0,88.0,139.0,89.0,130.0,83.0,8.0,10.0
20200220,0,Hefei,Anhui,60.0,0.71,0.61,43.0,26.0,43.0,87.0,58.0,76.0,53.0,39.0,43.0,30.0,7.0,7.0
20200220,0,Hegang,Heilongjiang,33.0,0.43,0.5,2.0,5.0,74.0,83.0,72.0,78.0,22.0,39.0,23.0,26.0,6.0,15.0
20200220,0,Heihe,Heilongjiang,33.0,0.65,0.65,7.0,8.0,62.0,80.0,63.0,76.0,33.0,22.0,23.0,16.0,8.0,8.0
20200220,0,Hengshui,Hebei,136.0,1.03,0.7,47.0,24.0,22.0,100.0,59.0,90.0,121.0,67.0,104.0,50.0,7.0,10.0
20200220,0,Hengyang,Hunan,100.0,1.02,1.0,41.0,33.0,9.0,42.0,25.0,32.0,85.0,73.0,75.0,61.0,14.0,13.0
20200220,0,Heyuan,Guangdong,43.0,0.6,0.5,31.0,17.0,31.0,103.0,64.0,92.0,35.0,27.0,30.0,20.0,6.0,7.0
20200220,0,Heze,Shandong,73.0,0.67,0.5,17.0,13.0,69.0,101.0,83.0,93.0,81.0,54.0,53.0,33.0,9.0,8.0
20200220,0,Hezhou,Guangxi,171.0,0.9,0.7,23.0,18.0,33.0,88.0,49.0,72.0,149.0,58.0,130.0,47.0,7.0,7.0
20200220,0,Hohhot,Neimenggu,147.0,1.37,1.15,51.0,31.0,20.0,90.0,49.0,80.0,244.0,191.0,75.0,63.0,24.0,21.0
20200220,0,Huaibei,Anhui,94.0,0.77,0.67,21.0,17.0,66.0,99.0,78.0,91.0,84.0,56.0,70.0,46.0,7.0,10.0
20200220,0,Huaihua,Hunan,65.0,0.9,0.78,16.0,10.0,21.0,89.0,55.0,78.0,63.0,48.0,47.0,33.0,3.0,4.0
20200220,0,Huainan,Anhui,101.0,0.54,0.48,34.0,23.0,51.0,98.0,70.0,86.0,89.0,58.0,76.0,44.0,9.0,9.0
20200220,0,Huanggang,Hubei,91.0,0.9,0.85,22.0,18.0,51.0,85.0,61.0,82.0,91.0,54.0,68.0,36.0,8.0,10.0
20200220,0,Huangshan,Anhui,60.0,0.63,0.47,20.0,17.0,27.0,80.0,47.0,71.0,50.0,36.0,43.0,24.0,5.0,5.0
20200220,0,Huangshi,Hubei,71.0,1.26,1.46,33.0,28.0,32.0,89.0,45.0,81.0,69.0,50.0,52.0,33.0,15.0,21.0
20200220,0,Huizhou,Guangdong,25.0,0.46,0.54,12.0,16.0,80.0,109.0,80.0,95.0,25.0,30.0,14.0,20.0,6.0,6.0
20200220,0,Huludao,Liaoning,105.0,1.37,1.22,56.0,41.0,11.0,81.0,36.0,71.0,104.0,92.0,79.0,72.0,35.0,57.0
20200220,0,Hulunbuir,Neimenggu,40.0,0.65,0.5,30.0,19.0,48.0,86.0,65.0,80.0,39.0,31.0,28.0,26.0,3.0,4.0
20200220,0,Huzhou,Zhejiang,34.0,0.53,0.6,21.0,26.0,70.0,96.0,68.0,83.0,34.0,46.0,24.0,37.0,5.0,7.0
20200220,0,Ji'an,Jiangxi,59.0,0.63,0.53,26.0,17.0,26.0,70.0,44.0,64.0,67.0,48.0,40.0,26.0,11.0,11.0
