date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190320,0,Alashanmeng,196.0,0.3670000000000001,0.433,4.0,9.0,107.0,124.0,115.0,121.0,339.0,77.0,92.0,26.0,10.0,10.0
20190320,0,Ankang,94.0,1.033,0.767,60.0,44.0,13.0,57.0,33.0,43.0,136.0,104.0,55.0,39.0,16.0,15.0
20190320,0,Anqing,60.0,0.7,0.74,70.0,38.0,32.0,110.0,49.0,95.0,68.0,51.0,30.0,29.0,6.0,7.0
20190320,0,Anshan,68.0,0.6829999999999999,0.7140000000000001,23.0,24.0,146.0,149.0,120.0,124.0,82.0,88.0,48.0,51.0,12.0,13.0
20190320,0,Anshun,47.0,0.575,0.625,7.0,7.0,81.0,105.0,92.0,98.0,37.0,32.0,28.0,23.0,8.0,8.0
20190320,0,Anyang,62.0,0.66,0.84,23.0,34.0,98.0,150.0,111.0,131.0,71.0,115.0,40.0,52.0,11.0,14.0
20190320,0,Baicheng,224.0,0.15,0.5,8.0,22.0,62.0,115.0,76.0,93.0,366.0,163.0,48.0,71.0,9.0,13.0
20190320,0,Baise,54.0,1.3,1.05,31.0,22.0,4.0,46.0,17.0,28.0,43.0,46.0,37.0,29.0,17.0,20.0
20190320,0,Baishan,88.0,0.9,1.05,10.0,22.0,146.0,153.0,144.0,146.0,77.0,80.0,41.0,39.0,16.0,21.0
20190320,0,Baiyin,61.0,0.3,0.65,10.0,19.0,92.0,108.0,101.0,103.0,69.0,78.0,21.0,28.0,5.0,70.0
20190320,0,Baoding,75.0,0.5670000000000001,0.7829999999999999,22.0,34.0,91.0,165.0,116.0,141.0,98.0,132.0,48.0,65.0,16.0,20.0
20190320,0,Baoji,77.0,0.988,1.0,67.0,59.0,26.0,78.0,42.0,59.0,102.0,109.0,49.0,48.0,6.0,12.0
20190320,0,Baoshan,47.0,0.4,0.5,12.0,11.0,77.0,128.0,93.0,107.0,39.0,38.0,23.0,23.0,5.0,4.0
20190320,0,Baotou,102.0,0.95,1.3330000000000002,39.0,63.0,57.0,116.0,58.0,94.0,151.0,153.0,61.0,77.0,32.0,41.0
20190320,0,Bayannur,170.0,1.233,1.0,28.0,33.0,57.0,107.0,65.0,91.0,288.0,145.0,123.0,58.0,19.0,25.0
20190320,0,Bazhong,52.0,0.325,0.475,19.0,28.0,65.0,98.0,64.0,71.0,51.0,53.0,33.0,32.0,4.0,5.0
20190320,0,Beihai,41.0,0.5,0.7,13.0,15.0,40.0,85.0,65.0,77.0,40.0,44.0,23.0,23.0,6.0,7.0
20190320,0,Beijing,98.0,0.6,0.95,37.0,71.0,79.0,163.0,107.0,130.0,126.0,167.0,73.0,124.0,6.0,9.0
20190320,0,Bengbu,87.0,0.733,0.7,20.0,17.0,92.0,140.0,118.0,130.0,103.0,76.0,64.0,51.0,11.0,10.0
20190320,0,Benxi,91.0,1.167,1.15,28.0,26.0,138.0,139.0,120.0,120.0,106.0,83.0,67.0,49.0,22.0,21.0
20190320,0,Bijie,48.0,0.3,0.7,6.0,22.0,97.0,130.0,95.0,108.0,21.0,57.0,7.0,30.0,11.0,12.0
20190320,0,Binzhou,82.0,1.1,1.033,51.0,42.0,96.0,172.0,109.0,155.0,93.0,98.0,60.0,53.0,19.0,19.0
20190320,0,Bozhou,68.0,0.5,0.5,15.0,17.0,100.0,139.0,120.0,130.0,62.0,65.0,40.0,47.0,4.0,4.0
20190320,0,Cangzhou,74.0,0.5,0.6,29.0,28.0,110.0,170.0,111.0,146.0,95.0,104.0,53.0,52.0,21.0,19.0
20190320,0,Changchun,92.0,0.913,0.92,19.0,24.0,123.0,153.0,141.0,141.0,131.0,126.0,57.0,61.0,15.0,13.0
20190320,0,Changde,109.0,1.2,1.04,43.0,33.0,14.0,99.0,31.0,74.0,104.0,66.0,81.0,44.0,17.0,13.0
20190320,0,Changsha,53.0,0.88,0.94,15.0,33.0,77.0,95.0,75.0,82.0,48.0,53.0,36.0,35.0,8.0,10.0
20190320,0,Changzhi,76.0,0.52,0.88,15.0,29.0,119.0,138.0,130.0,135.0,57.0,72.0,28.0,35.0,7.0,12.0
20190320,0,Changzhou,41.0,0.758,0.8079999999999999,37.0,39.0,76.0,131.0,81.0,97.0,40.0,86.0,23.0,51.0,11.0,12.0
20190320,0,Chaoyang,120.0,1.55,1.575,27.0,30.0,118.0,163.0,134.0,155.0,145.0,166.0,90.0,96.0,25.0,21.0
20190320,0,Chaozhou,59.0,0.733,0.967,16.0,24.0,80.0,150.0,95.0,127.0,43.0,67.0,41.0,59.0,14.0,18.0
20190320,0,Chengde,99.0,0.88,1.08,63.0,54.0,89.0,154.0,111.0,140.0,146.0,144.0,64.0,69.0,17.0,16.0
20190320,0,Chengdu,111.0,1.033,0.878,73.0,55.0,20.0,99.0,62.0,81.0,133.0,108.0,83.0,63.0,8.0,8.0
20190320,0,Chenzhou,52.0,0.925,1.18,15.0,16.0,93.0,106.0,92.0,94.0,51.0,46.0,34.0,27.0,8.0,11.0
20190320,0,Chifeng,75.0,0.6,0.725,25.0,37.0,105.0,123.0,108.0,117.0,97.0,122.0,51.0,56.0,13.0,17.0
20190320,0,Chizhou,67.0,1.1,0.9,86.0,42.0,11.0,125.0,54.0,106.0,82.0,46.0,43.0,31.0,6.0,8.0
20190320,0,Chongqing,70.0,0.745,0.7909999999999999,45.0,53.0,54.0,103.0,73.0,86.0,80.0,77.0,50.0,49.0,11.0,11.0
20190320,0,Chongzuo,59.0,1.05,0.85,18.0,19.0,3.0,13.0,4.0,10.0,65.0,45.0,32.0,26.0,2.0,3.0
20190320,0,Chuzhou,83.0,0.625,0.825,37.0,41.0,97.0,140.0,102.0,115.0,102.0,118.0,61.0,74.0,15.0,15.0
20190320,0,Dalian,74.0,0.59,0.65,23.0,35.0,111.0,123.0,89.0,99.0,79.0,86.0,53.0,54.0,9.0,10.0
20190320,0,Dandong,96.0,1.1,0.875,23.0,21.0,88.0,119.0,98.0,112.0,104.0,72.0,71.0,44.0,18.0,18.0
20190320,0,Daqing,82.0,0.25,0.66,9.0,21.0,52.0,147.0,83.0,124.0,112.0,146.0,31.0,72.0,5.0,9.0
20190320,0,Datong,92.0,0.983,2.0,59.0,55.0,56.0,119.0,53.0,98.0,131.0,122.0,62.0,54.0,39.0,49.0
20190320,0,Dazhou,69.0,0.84,0.76,53.0,45.0,21.0,102.0,48.0,77.0,77.0,80.0,49.0,49.0,7.0,8.0
20190320,0,Deyang,109.0,0.875,0.875,75.0,60.0,10.0,117.0,63.0,93.0,124.0,145.0,81.0,102.0,5.0,9.0
20190320,0,Dezhou,74.0,0.8,0.8,33.0,26.0,99.0,156.0,127.0,141.0,95.0,108.0,46.0,51.0,14.0,12.0
20190320,0,Dingxi,55.0,0.8,0.5,35.0,15.0,38.0,119.0,79.0,107.0,,52.0,38.0,24.0,10.0,8.0
