date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190210,0,Alashanmeng,55.0,0.633,0.667,6.0,6.0,79.0,87.0,80.0,83.0,57.0,58.0,31.0,28.0,10.0,10.0
20190210,0,Ankang,33.0,0.867,0.9,7.0,13.0,52.0,54.0,51.0,51.0,30.0,52.0,23.0,45.0,7.0,15.0
20190210,0,Anqing,76.0,0.78,0.56,11.0,10.0,66.0,69.0,67.0,67.0,59.0,28.0,55.0,25.0,5.0,9.0
20190210,0,Anshan,160.0,1.586,1.143,50.0,29.0,18.0,79.0,40.0,71.0,156.0,74.0,121.0,49.0,32.0,22.0
20190210,0,Anshun,19.0,1.025,1.075,7.0,8.0,26.0,36.0,27.0,29.0,17.0,31.0,13.0,25.0,11.0,10.0
20190210,0,Anyang,58.0,0.88,1.08,13.0,18.0,67.0,81.0,71.0,77.0,63.0,86.0,39.0,57.0,17.0,23.0
20190210,0,Baicheng,63.0,0.2,0.4,7.0,13.0,65.0,90.0,58.0,84.0,47.0,81.0,44.0,57.0,8.0,20.0
20190210,0,Baise,55.0,1.1,0.9,7.0,11.0,39.0,72.0,49.0,66.0,52.0,61.0,38.0,43.0,9.0,11.0
20190210,0,Baishan,100.0,1.55,1.4,20.0,17.0,27.0,78.0,43.0,65.0,94.0,72.0,75.0,51.0,21.0,27.0
20190210,0,Baiyin,60.0,0.5,0.65,6.0,7.0,65.0,73.0,62.0,67.0,67.0,69.0,24.0,23.0,4.0,82.0
20190210,0,Baoding,81.0,1.0,0.7829999999999999,31.0,25.0,35.0,68.0,51.0,63.0,88.0,66.0,59.0,43.0,20.0,14.0
20190210,0,Baoji,120.0,1.5,1.388,20.0,25.0,42.0,58.0,49.0,51.0,128.0,161.0,90.0,118.0,16.0,11.0
20190210,0,Baoshan,44.0,0.5,0.5,8.0,10.0,86.0,98.0,86.0,92.0,31.0,30.0,22.0,19.0,5.0,5.0
20190210,0,Baotou,60.0,0.867,0.917,29.0,25.0,40.0,63.0,35.0,58.0,67.0,49.0,41.0,28.0,17.0,27.0
20190210,0,Bayannur,59.0,0.9,0.667,20.0,9.0,40.0,66.0,52.0,63.0,64.0,40.0,41.0,20.0,16.0,15.0
20190210,0,Bazhong,29.0,0.8,0.725,8.0,9.0,39.0,63.0,44.0,58.0,27.0,56.0,20.0,35.0,3.0,2.0
20190210,0,Beihai,33.0,0.55,0.675,6.0,9.0,55.0,107.0,65.0,92.0,25.0,39.0,11.0,22.0,5.0,6.0
20190210,0,Beijing,41.0,0.467,0.325,26.0,12.0,34.0,67.0,47.0,63.0,40.0,21.0,23.0,8.0,6.0,4.0
20190210,0,Bengbu,83.0,0.867,0.833,17.0,15.0,52.0,71.0,60.0,65.0,82.0,70.0,61.0,56.0,9.0,9.0
20190210,0,Benxi,66.0,1.283,1.383,34.0,30.0,24.0,65.0,40.0,60.0,71.0,76.0,47.0,48.0,18.0,22.0
20190210,0,Bijie,15.0,1.05,1.05,7.0,10.0,15.0,86.0,29.0,56.0,13.0,36.0,8.0,27.0,8.0,15.0
20190210,0,Binzhou,31.0,0.5670000000000001,0.833,18.0,20.0,51.0,82.0,60.0,74.0,28.0,49.0,19.0,37.0,13.0,14.0
20190210,0,Bozhou,96.0,0.95,0.9,18.0,17.0,50.0,53.0,45.0,46.0,97.0,100.0,71.0,83.0,10.0,6.0
20190210,0,Cangzhou,50.0,1.167,0.833,17.0,12.0,48.0,72.0,55.0,66.0,49.0,47.0,33.0,29.0,38.0,21.0
20190210,0,Changchun,231.0,1.39,0.93,50.0,33.0,29.0,83.0,38.0,70.0,181.0,92.0,180.0,87.0,31.0,26.0
