date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190102,0,Alashanmeng,82.0,1.1,0.833,27.0,20.0,62.0,89.0,63.0,78.0,55.0,60.0,60.0,43.0,18.0,16.0
20190102,0,Ankang,81.0,0.8,0.7,35.0,28.0,23.0,53.0,32.0,43.0,83.0,73.0,59.0,60.0,10.0,13.0
20190102,0,Anqing,55.0,0.58,0.7,10.0,18.0,74.0,76.0,63.0,63.0,39.0,56.0,38.0,48.0,9.0,7.0
20190102,0,Anshan,62.0,2.129,2.0,46.0,47.0,18.0,55.0,23.0,44.0,71.0,111.0,42.0,75.0,22.0,27.0
20190102,0,Anshun,32.0,0.7,0.775,10.0,12.0,44.0,59.0,43.0,54.0,25.0,25.0,22.0,21.0,23.0,21.0
20190102,0,Anyang,275.0,3.98,3.04,82.0,72.0,12.0,35.0,13.0,28.0,263.0,188.0,224.0,151.0,72.0,56.0
20190102,0,Baicheng,36.0,0.3,0.3,6.0,11.0,68.0,76.0,71.0,75.0,19.0,43.0,15.0,24.0,8.0,8.0
20190102,0,Baise,30.0,0.7,0.8,12.0,14.0,40.0,49.0,34.0,42.0,29.0,41.0,19.0,35.0,6.0,10.0
20190102,0,Baishan,113.0,2.4,1.45,34.0,27.0,8.0,63.0,12.0,45.0,111.0,93.0,84.0,65.0,29.0,31.0
20190102,0,Baiyin,130.0,1.75,1.9,54.0,56.0,21.0,88.0,35.0,70.0,113.0,115.0,98.0,96.0,55.0,45.0
20190102,0,Baoding,231.0,2.7,1.983,94.0,78.0,5.0,23.0,7.0,17.0,250.0,166.0,180.0,109.0,78.0,50.0
20190102,0,Baoji,260.0,1.829,1.813,65.0,55.0,13.0,66.0,30.0,49.0,231.0,178.0,209.0,161.0,6.0,8.0
20190102,0,Baoshan,34.0,0.4,0.55,9.0,18.0,56.0,86.0,66.0,76.0,28.0,38.0,15.0,20.0,5.0,6.0
20190102,0,Baotou,119.0,1.867,1.167,62.0,37.0,4.0,46.0,16.0,36.0,116.0,63.0,89.0,44.0,51.0,32.0
20190102,0,Bayannur,115.0,1.3330000000000002,0.733,35.0,20.0,17.0,57.0,30.0,49.0,111.0,52.0,86.0,35.0,40.0,22.0
20190102,0,Bazhong,77.0,1.0,0.95,29.0,24.0,4.0,36.0,19.0,29.0,73.0,67.0,56.0,50.0,2.0,3.0
20190102,0,Beihai,43.0,0.925,1.075,12.0,11.0,40.0,54.0,44.0,49.0,33.0,40.0,30.0,36.0,7.0,7.0
20190102,0,Beijing,32.0,0.644,0.7170000000000001,41.0,36.0,22.0,60.0,33.0,47.0,31.0,47.0,18.0,30.0,8.0,10.0
20190102,0,Bengbu,165.0,1.017,0.767,94.0,55.0,17.0,90.0,40.0,77.0,165.0,118.0,125.0,84.0,31.0,15.0
20190102,0,Benxi,105.0,1.775,1.675,45.0,39.0,13.0,59.0,23.0,41.0,121.0,126.0,78.0,80.0,18.0,24.0
20190102,0,Bijie,12.0,0.95,1.05,21.0,23.0,31.0,33.0,22.0,24.0,11.0,18.0,8.0,15.0,9.0,14.0
20190102,0,Binzhou,157.0,1.7,1.433,68.0,55.0,9.0,57.0,19.0,45.0,129.0,93.0,119.0,81.0,37.0,26.0
20190102,0,Bozhou,182.0,1.05,1.05,53.0,49.0,29.0,67.0,38.0,60.0,162.0,115.0,137.0,99.0,10.0,10.0
20190102,0,Cangzhou,228.0,3.1,1.8,85.0,62.0,8.0,44.0,12.0,33.0,226.0,143.0,177.0,94.0,82.0,46.0
20190102,0,Changchun,83.0,0.944,0.989,40.0,36.0,27.0,60.0,31.0,50.0,92.0,84.0,61.0,59.0,25.0,25.0
20190102,0,Changde,149.0,1.05,0.9,31.0,22.0,31.0,74.0,39.0,62.0,,67.0,114.0,83.0,9.0,9.0
20190102,0,Changsha,72.0,0.74,0.7,23.0,23.0,40.0,42.0,35.0,37.0,,35.0,52.0,45.0,5.0,4.0
20190102,0,Changzhi,108.0,1.56,2.0,47.0,51.0,37.0,62.0,29.0,45.0,115.0,127.0,80.0,81.0,57.0,49.0
20190102,0,Changzhou,87.0,0.978,0.778,44.0,37.0,33.0,61.0,33.0,48.0,84.0,65.0,64.0,45.0,13.0,13.0
20190102,0,Chaoyang,86.0,1.6,1.375,40.0,30.0,17.0,54.0,34.0,46.0,84.0,87.0,63.0,59.0,29.0,39.0
20190102,0,Chaozhou,28.0,0.833,0.8,16.0,16.0,29.0,65.0,37.0,56.0,27.0,30.0,18.0,21.0,11.0,10.0
20190102,0,Chengde,46.0,0.76,0.96,39.0,33.0,22.0,88.0,44.0,62.0,45.0,69.0,31.0,33.0,11.0,16.0
20190102,0,Chengdu,69.0,0.988,1.075,46.0,42.0,18.0,41.0,24.0,31.0,75.0,66.0,49.0,53.0,8.0,8.0
20190102,0,Chenzhou,39.0,0.98,0.98,20.0,22.0,25.0,29.0,26.0,27.0,38.0,38.0,24.0,28.0,5.0,5.0
20190102,0,Chifeng,29.0,0.967,2.0,35.0,28.0,28.0,62.0,38.0,49.0,28.0,65.0,19.0,38.0,47.0,25.0
20190102,0,Chizhou,76.0,0.6,0.7,22.0,45.0,42.0,46.0,40.0,40.0,69.0,76.0,55.0,65.0,14.0,16.0
20190102,0,Chongqing,87.0,0.813,0.831,38.0,38.0,8.0,22.0,8.0,14.0,91.0,77.0,64.0,56.0,7.0,7.0
20190102,0,Chongzuo,41.0,0.95,1.0,9.0,10.0,36.0,46.0,36.0,40.0,40.0,34.0,24.0,21.0,4.0,3.0
20190102,0,Chuzhou,108.0,0.9,0.7,72.0,39.0,25.0,91.0,44.0,77.0,108.0,78.0,80.0,61.0,23.0,14.0
20190102,0,Dalian,45.0,0.68,0.65,38.0,29.0,33.0,50.0,37.0,47.0,44.0,39.0,29.0,25.0,24.0,19.0
20190102,0,Dandong,40.0,0.95,0.8,16.0,18.0,46.0,62.0,48.0,56.0,39.0,41.0,24.0,27.0,20.0,20.0
20190102,0,Daqing,27.0,0.35,0.36,13.0,22.0,54.0,64.0,53.0,56.0,24.0,38.0,16.0,23.0,7.0,12.0
20190102,0,Datong,85.0,3.55,2.0,44.0,35.0,6.0,47.0,11.0,41.0,113.0,78.0,62.0,45.0,69.0,45.0
20190102,0,Dazhou,98.0,1.02,1.1,38.0,35.0,31.0,57.0,36.0,44.0,99.0,125.0,73.0,91.0,10.0,5.0
20190102,0,Deyang,50.0,0.925,0.9,27.0,29.0,23.0,58.0,36.0,47.0,49.0,51.0,34.0,36.0,5.0,5.0
20190102,0,Dezhou,213.0,2.767,1.567,86.0,63.0,8.0,56.0,15.0,39.0,226.0,142.0,162.0,97.0,54.0,45.0
20190102,0,Dingxi,110.0,1.45,1.45,51.0,47.0,22.0,84.0,31.0,63.0,90.0,100.0,82.0,75.0,17.0,39.0
20190102,0,Dongguan,40.0,1.0,0.9,30.0,23.0,13.0,46.0,17.0,35.0,28.0,28.0,28.0,24.0,6.0,7.0
20190102,0,Dongying,135.0,1.25,0.85,79.0,56.0,6.0,61.0,16.0,46.0,137.0,95.0,102.0,68.0,41.0,19.0
20190102,0,Ezhou,48.0,0.733,0.7,27.0,23.0,29.0,56.0,33.0,47.0,41.0,50.0,33.0,33.0,5.0,5.0
20190102,0,Fangchenggang,35.0,0.767,0.8,16.0,14.0,39.0,45.0,38.0,42.0,34.0,36.0,22.0,27.0,6.0,5.0
20190102,0,Foshan,40.0,0.838,0.875,31.0,24.0,9.0,29.0,12.0,24.0,36.0,41.0,28.0,28.0,5.0,8.0
20190102,0,Fushun,160.0,1.933,1.533,54.0,49.0,15.0,48.0,18.0,34.0,168.0,137.0,121.0,97.0,29.0,31.0
20190102,0,Fuxin,53.0,0.68,0.74,25.0,24.0,40.0,72.0,39.0,65.0,53.0,55.0,28.0,33.0,33.0,42.0
20190102,0,Fuyang,139.0,1.233,0.933,47.0,46.0,32.0,89.0,41.0,75.0,148.0,114.0,106.0,81.0,12.0,9.0
20190102,0,Fuzhou,56.0,0.6,0.58,21.0,19.0,26.0,33.0,24.0,29.0,55.0,59.0,39.0,41.0,4.0,6.0
20190102,0,Ganzhou,61.0,1.1,1.1,21.0,23.0,25.0,30.0,26.0,28.0,55.0,41.0,43.0,32.0,12.0,11.0
20190102,0,Guang'an,114.0,0.84,0.916,31.0,26.0,6.0,23.0,10.0,15.0,111.0,93.0,85.0,68.0,7.0,12.0
20190102,0,Guangyuan,69.0,1.25,1.125,43.0,29.0,9.0,54.0,24.0,44.0,59.0,53.0,49.0,38.0,5.0,5.0
20190102,0,Guangzhou,39.0,0.7909999999999999,0.736,32.0,25.0,11.0,40.0,17.0,34.0,31.0,33.0,27.0,28.0,5.0,6.0
20190102,0,Guigang,38.0,0.575,0.575,9.0,10.0,39.0,42.0,39.0,40.0,28.0,34.0,26.0,28.0,5.0,6.0
20190102,0,Guilin,23.0,0.925,0.85,10.0,10.0,40.0,54.0,42.0,52.0,12.0,28.0,16.0,27.0,7.0,8.0
20190102,0,Guiyang,35.0,0.6,0.59,14.0,16.0,48.0,66.0,43.0,60.0,34.0,44.0,20.0,31.0,13.0,17.0
20190102,0,Guyuan,74.0,1.233,1.367,39.0,42.0,48.0,79.0,54.0,71.0,70.0,69.0,53.0,48.0,10.0,13.0
20190102,0,Haikou,49.0,0.833,0.86,11.0,13.0,35.0,53.0,42.0,43.0,42.0,36.0,34.0,29.0,9.0,9.0
20190102,0,Handan,220.0,3.075,2.325,87.0,75.0,6.0,29.0,8.0,21.0,268.0,204.0,169.0,123.0,55.0,54.0
20190102,0,Hangzhou,82.0,0.88,0.918,52.0,40.0,12.0,44.0,25.0,36.0,89.0,72.0,60.0,53.0,10.0,9.0
20190102,0,Hanzhong,94.0,1.3,1.025,30.0,25.0,13.0,50.0,26.0,39.0,79.0,72.0,70.0,62.0,7.0,7.0
20190102,0,Harbin,54.0,0.922,0.7829999999999999,35.0,36.0,28.0,49.0,30.0,45.0,54.0,54.0,37.0,40.0,28.0,35.0
20190102,0,Hebi,179.0,2.267,1.933,76.0,78.0,9.0,29.0,11.0,21.0,186.0,176.0,135.0,119.0,21.0,31.0
20190102,0,Hechi,29.0,0.7,0.7,9.0,9.0,58.0,64.0,57.0,59.0,25.0,22.0,20.0,20.0,7.0,7.0
20190102,0,Hefei,103.0,0.72,0.66,41.0,34.0,48.0,84.0,53.0,71.0,103.0,61.0,76.0,54.0,9.0,7.0
20190102,0,Hegang,58.0,0.525,0.525,5.0,5.0,63.0,77.0,63.0,72.0,64.0,40.0,25.0,22.0,6.0,8.0
20190102,0,Heihe,28.0,0.4,0.45,5.0,10.0,71.0,80.0,55.0,78.0,17.0,25.0,10.0,13.0,8.0,12.0
