date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190214,0,Alashanmeng,233.0,0.767,0.733,11.0,12.0,74.0,90.0,74.0,80.0,372.0,163.0,99.0,50.0,12.0,12.0
20190214,0,Ankang,59.0,0.967,0.967,10.0,13.0,51.0,58.0,48.0,53.0,,60.0,41.0,51.0,11.0,11.0
20190214,0,Anqing,22.0,0.88,0.9,23.0,17.0,42.0,53.0,43.0,46.0,17.0,23.0,12.0,27.0,6.0,7.0
20190214,0,Anshan,81.0,0.971,1.171,33.0,32.0,41.0,84.0,50.0,72.0,91.0,82.0,59.0,49.0,24.0,22.0
20190214,0,Anshun,22.0,0.925,0.9,15.0,13.0,9.0,38.0,9.0,33.0,21.0,26.0,13.0,23.0,23.0,24.0
20190214,0,Anyang,147.0,2.16,1.56,36.0,33.0,23.0,29.0,22.0,23.0,136.0,110.0,112.0,97.0,22.0,17.0
20190214,0,Baicheng,64.0,0.4,0.35,21.0,17.0,43.0,78.0,48.0,68.0,57.0,44.0,45.0,32.0,13.0,17.0
20190214,0,Baise,40.0,1.1,1.2,14.0,22.0,24.0,45.0,30.0,36.0,37.0,78.0,28.0,52.0,20.0,18.0
20190214,0,Baishan,55.0,1.2,1.1,15.0,14.0,38.0,79.0,48.0,71.0,58.0,61.0,37.0,39.0,22.0,24.0
20190214,0,Baiyin,450.0,0.55,0.85,6.0,20.0,78.0,120.0,94.0,102.0,549.0,201.0,61.0,45.0,5.0,56.0
20190214,0,Baoding,88.0,1.267,0.933,40.0,26.0,36.0,70.0,48.0,62.0,91.0,66.0,65.0,43.0,16.0,11.0
20190214,0,Baoji,136.0,1.225,1.4,21.0,30.0,27.0,49.0,25.0,38.0,113.0,176.0,103.0,156.0,4.0,5.0
20190214,0,Baoshan,47.0,0.55,0.6,9.0,13.0,92.0,110.0,93.0,99.0,32.0,32.0,19.0,18.0,6.0,5.0
20190214,0,Baotou,134.0,1.067,1.1,28.0,31.0,48.0,83.0,47.0,65.0,215.0,78.0,48.0,35.0,35.0,33.0
20190214,0,Bayannur,110.0,0.9,0.733,21.0,14.0,54.0,67.0,59.0,62.0,168.0,71.0,53.0,27.0,17.0,19.0
20190214,0,Bazhong,71.0,0.95,0.95,20.0,20.0,25.0,54.0,31.0,42.0,66.0,67.0,51.0,50.0,3.0,3.0
20190214,0,Beihai,43.0,0.8,0.825,9.0,9.0,77.0,96.0,84.0,88.0,37.0,37.0,22.0,20.0,6.0,6.0
20190214,0,Beijing,69.0,0.8170000000000001,0.5329999999999999,31.0,21.0,29.0,72.0,46.0,68.0,62.0,36.0,49.0,22.0,4.0,3.0
20190214,0,Bengbu,49.0,0.65,0.6,11.0,18.0,79.0,83.0,73.0,74.0,43.0,53.0,34.0,42.0,5.0,6.0
20190214,0,Benxi,69.0,1.0,1.45,33.0,35.0,30.0,70.0,34.0,57.0,75.0,88.0,49.0,52.0,17.0,24.0
20190214,0,Bijie,96.0,1.15,1.0,20.0,16.0,22.0,49.0,30.0,39.0,92.0,42.0,71.0,31.0,7.0,14.0
20190214,0,Binzhou,36.0,0.6,0.7,17.0,17.0,67.0,73.0,70.0,71.0,27.0,47.0,21.0,35.0,13.0,10.0
