date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190221,0,Alashanmeng,80.0,0.833,0.767,15.0,14.0,95.0,106.0,92.0,100.0,100.0,85.0,58.0,46.0,17.0,13.0
20190221,0,Ankang,77.0,0.767,0.933,16.0,27.0,74.0,81.0,73.0,75.0,70.0,76.0,56.0,63.0,18.0,18.0
20190221,0,Anqing,85.0,0.88,0.82,19.0,19.0,41.0,50.0,44.0,45.0,31.0,50.0,62.0,49.0,5.0,6.0
20190221,0,Anshan,77.0,2.0,1.914,60.0,44.0,21.0,79.0,36.0,63.0,90.0,135.0,56.0,106.0,41.0,22.0
20190221,0,Anshun,18.0,0.733,0.725,6.0,10.0,43.0,46.0,35.0,35.0,12.0,24.0,8.0,20.0,14.0,18.0
20190221,0,Anyang,386.0,2.38,2.48,49.0,45.0,8.0,62.0,26.0,44.0,382.0,407.0,335.0,369.0,9.0,12.0
20190221,0,Baicheng,86.0,0.55,0.45,23.0,20.0,31.0,93.0,47.0,82.0,90.0,100.0,63.0,73.0,11.0,17.0
20190221,0,Baise,75.0,1.6,1.55,29.0,25.0,9.0,49.0,21.0,31.0,78.0,71.0,54.0,47.0,14.0,21.0
20190221,0,Baishan,109.0,1.55,1.85,22.0,19.0,21.0,77.0,39.0,70.0,101.0,92.0,81.0,73.0,16.0,22.0
20190221,0,Baiyin,61.0,0.8,1.0,9.0,18.0,94.0,94.0,79.0,79.0,70.0,75.0,34.0,43.0,19.0,102.0
20190221,0,Baoding,345.0,2.517,2.267,66.0,47.0,15.0,80.0,36.0,63.0,405.0,335.0,294.0,264.0,13.0,8.0
20190221,0,Baoji,238.0,1.7,1.763,53.0,43.0,24.0,88.0,48.0,68.0,218.0,216.0,187.0,191.0,7.0,9.0
20190221,0,Baoshan,44.0,0.4,0.4,8.0,10.0,71.0,91.0,78.0,89.0,43.0,40.0,23.0,25.0,4.0,5.0
20190221,0,Baotou,138.0,3.283,2.367,93.0,63.0,5.0,95.0,33.0,72.0,136.0,132.0,105.0,103.0,56.0,51.0
20190221,0,Bayannur,103.0,1.267,1.067,49.0,33.0,30.0,95.0,56.0,80.0,128.0,97.0,76.0,64.0,49.0,31.0
20190221,0,Bazhong,75.0,0.95,0.9,35.0,27.0,21.0,75.0,41.0,56.0,74.0,68.0,54.0,50.0,5.0,5.0
20190221,0,Beihai,53.0,0.8,1.075,17.0,16.0,40.0,112.0,62.0,89.0,54.0,66.0,36.0,46.0,6.0,7.0
20190221,0,Beijing,188.0,1.2,0.608,59.0,31.0,28.0,85.0,51.0,73.0,69.0,39.0,141.0,44.0,3.0,4.0
20190221,0,Bengbu,177.0,1.1,0.95,27.0,30.0,66.0,88.0,61.0,70.0,165.0,126.0,133.0,106.0,8.0,9.0
20190221,0,Benxi,74.0,1.383,1.517,42.0,37.0,18.0,73.0,33.0,60.0,71.0,94.0,53.0,80.0,8.0,16.0
20190221,0,Bijie,21.0,0.9,0.9,10.0,12.0,46.0,48.0,41.0,41.0,7.0,19.0,5.0,14.0,5.0,9.0
20190221,0,Binzhou,119.0,1.3330000000000002,1.233,75.0,33.0,15.0,111.0,52.0,95.0,113.0,162.0,89.0,137.0,26.0,18.0
20190221,0,Bozhou,216.0,1.2,0.85,70.0,32.0,13.0,90.0,59.0,79.0,204.0,158.0,165.0,133.0,4.0,6.0
20190221,0,Cangzhou,252.0,1.933,1.8,77.0,41.0,28.0,107.0,62.0,90.0,250.0,209.0,201.0,152.0,37.0,19.0
20190221,0,Changchun,88.0,0.86,1.16,37.0,44.0,55.0,97.0,50.0,76.0,70.0,114.0,65.0,109.0,17.0,23.0
20190221,0,Changde,121.0,1.15,1.14,26.0,26.0,43.0,54.0,33.0,44.0,,96.0,91.0,81.0,5.0,5.0
20190221,0,Changsha,98.0,0.87,0.91,25.0,26.0,34.0,48.0,30.0,41.0,,,73.0,62.0,3.0,3.0
20190221,0,Changzhi,136.0,1.56,1.82,50.0,46.0,59.0,124.0,90.0,108.0,129.0,137.0,103.0,106.0,35.0,35.0
20190221,0,Changzhou,124.0,1.1,1.133,38.0,44.0,55.0,62.0,47.0,47.0,104.0,88.0,93.0,76.0,11.0,12.0
20190221,0,Chaoyang,99.0,1.475,1.0,43.0,23.0,24.0,92.0,42.0,87.0,95.0,73.0,74.0,54.0,27.0,22.0
