date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190210,0,Alashanmeng,Neimenggu,55.0,0.633,0.667,6.0,6.0,79.0,87.0,80.0,83.0,57.0,58.0,31.0,28.0,10.0,10.0
20190210,0,Ankang,Shanxi,33.0,0.867,0.9,7.0,13.0,52.0,54.0,51.0,51.0,30.0,52.0,23.0,45.0,7.0,15.0
20190210,0,Anqing,Anhui,76.0,0.78,0.56,11.0,10.0,66.0,69.0,67.0,67.0,59.0,28.0,55.0,25.0,5.0,9.0
20190210,0,Anshan,Liaoning,160.0,1.5859999999999999,1.143,50.0,29.0,18.0,79.0,40.0,71.0,156.0,74.0,121.0,49.0,32.0,22.0
20190210,0,Anshun,Guizhou,19.0,1.025,1.075,7.0,8.0,26.0,36.0,27.0,29.0,17.0,31.0,13.0,25.0,11.0,10.0
20190210,0,Anyang,Henan,58.0,0.88,1.08,13.0,18.0,67.0,81.0,71.0,77.0,63.0,86.0,39.0,57.0,17.0,23.0
20190210,0,Baicheng,Jilin,63.0,0.2,0.4,7.0,13.0,65.0,90.0,58.0,84.0,47.0,81.0,44.0,57.0,8.0,20.0
20190210,0,Baise,Guangxi,55.0,1.1,0.9,7.0,11.0,39.0,72.0,49.0,66.0,52.0,61.0,38.0,43.0,9.0,11.0
20190210,0,Baishan,Jilin,100.0,1.55,1.4,20.0,17.0,27.0,78.0,43.0,65.0,94.0,72.0,75.0,51.0,21.0,27.0
20190210,0,Baiyin,Gansu,60.0,0.5,0.65,6.0,7.0,65.0,73.0,62.0,67.0,67.0,69.0,24.0,23.0,4.0,82.0
20190210,0,Baoding,Hebei,81.0,1.0,0.7829999999999999,31.0,25.0,35.0,68.0,51.0,63.0,88.0,66.0,59.0,43.0,20.0,14.0
20190210,0,Baoji,Shanxi,120.0,1.5,1.3880000000000001,20.0,25.0,42.0,58.0,49.0,51.0,128.0,161.0,90.0,118.0,16.0,11.0
20190210,0,Baoshan,Yunnan,44.0,0.5,0.5,8.0,10.0,86.0,98.0,86.0,92.0,31.0,30.0,22.0,19.0,5.0,5.0
20190210,0,Baotou,Neimenggu,60.0,0.867,0.917,29.0,25.0,40.0,63.0,35.0,58.0,67.0,49.0,41.0,28.0,17.0,27.0
