date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20190101,0,Alashanmeng,Neimenggu,63.0,0.9,0.767,25.0,18.0,51.0,75.0,64.0,71.0,66.0,75.0,44.0,40.0,17.0,16.0
20190101,0,Ankang,Shanxi,74.0,0.7,0.7,36.0,22.0,26.0,52.0,44.0,50.0,78.0,68.0,53.0,57.0,11.0,20.0
20190101,0,Anqing,Anhui,66.0,0.8,0.76,22.0,22.0,48.0,67.0,48.0,57.0,42.0,48.0,47.0,46.0,6.0,8.0
20190101,0,Anshan,Liaoning,128.0,1.833,1.6569999999999998,55.0,48.0,13.0,45.0,23.0,37.0,139.0,110.0,97.0,70.0,22.0,25.0
20190101,0,Anshun,Guizhou,45.0,0.875,1.0,15.0,22.0,30.0,40.0,24.0,30.0,35.0,57.0,31.0,50.0,22.0,42.0
20190101,0,Anyang,Henan,149.0,1.725,1.26,69.0,52.0,8.0,58.0,24.0,47.0,147.0,90.0,114.0,70.0,35.0,24.0
20190101,0,Baicheng,Jilin,40.0,0.4,0.4,26.0,24.0,42.0,75.0,43.0,68.0,37.0,55.0,28.0,38.0,8.0,11.0
20190101,0,Baise,Guangxi,55.0,0.8,0.9,7.0,18.0,41.0,56.0,39.0,47.0,37.0,43.0,38.0,35.0,12.0,15.0
20190101,0,Baishan,Jilin,83.0,1.0,1.0,26.0,24.0,10.0,63.0,25.0,50.0,100.0,81.0,61.0,51.0,21.0,29.0
20190101,0,Baiyin,Gansu,93.0,1.5,1.4,51.0,45.0,21.0,79.0,39.0,64.0,96.0,88.0,69.0,64.0,33.0,54.0
20190101,0,Baoding,Hebei,141.0,1.867,1.617,79.0,71.0,5.0,27.0,5.0,19.0,150.0,125.0,107.0,81.0,27.0,30.0
