date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180323,0,Anhui,92.625,0.993375,0.828,71.5,48.4375,39.75,126.8125,69.75,112.3125,112.875,85.8125,67.4375,56.0,12.4375,13.375
20180323,0,Beijing,128.0,0.942,0.967,76.0,65.0,33.0,121.0,74.0,105.0,138.0,105.0,97.0,86.0,8.0,7.0
20180323,0,Chongqing,81.0,1.225,1.012,100.0,56.0,22.0,133.0,74.0,110.0,109.0,81.0,43.0,32.0,11.0,10.0
20180323,0,Fujian,57.25,0.576125,0.576875,32.875,24.375,53.75,133.875,81.125,116.375,57.25,52.5,30.0,23.125,8.875,8.625
20180323,0,Gansu,75.25,0.6302500000000001,0.6277500000000001,36.5,28.75,69.83333333333333,123.58333333333333,90.25,113.75,94.58333333333333,96.91666666666667,30.583333333333332,27.333333333333332,9.5,14.666666666666666
20180323,0,Guangdong,75.95238095238095,0.8895238095238095,0.7429999999999998,56.142857142857146,36.23809523809524,63.04761904761905,154.76190476190476,98.52380952380952,133.85714285714286,78.8,55.857142857142854,45.95238095238095,31.714285714285715,11.476190476190476,12.80952380952381
20180323,0,Guangxi,102.38461538461539,1.1473846153846154,0.9775384615384617,57.84615384615385,33.61538461538461,41.30769230769231,139.69230769230768,84.46153846153847,125.3076923076923,137.69230769230768,90.92307692307692,72.92307692307692,53.61538461538461,19.0,17.692307692307693
20180323,0,Guizhou,115.2,1.115,0.9219999999999999,46.6,37.0,43.4,103.2,62.2,83.4,157.0,116.6,84.6,62.4,36.6,23.0
20180323,0,Hainan,82.0,0.6950000000000001,0.72,11.5,14.5,128.0,161.0,136.5,144.0,50.5,46.0,30.0,27.0,4.0,5.0
20180323,0,Hebei,145.54545454545453,1.648,1.412181818181818,71.45454545454545,59.54545454545455,42.90909090909091,125.0909090909091,77.36363636363636,107.27272727272727,169.9090909090909,129.63636363636363,107.81818181818181,73.36363636363636,35.0,26.545454545454547
20180323,0,Heilongjiang,84.0,0.9795833333333333,0.7940833333333334,31.083333333333332,29.5,63.833333333333336,123.66666666666667,73.41666666666667,108.91666666666667,88.83333333333333,77.58333333333333,57.083333333333336,47.5,20.083333333333332,17.333333333333332
