date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20180206,0,Anhui,90.875,1.06225,0.8633749999999998,71.1875,54.0625,29.25,88.3125,45.4375,76.5,106.9375,94.0,66.0,60.25,25.0,20.8125
20180206,0,Beijing,30.0,0.358,0.33299999999999996,24.0,15.0,50.0,76.0,59.0,73.0,13.0,17.0,7.0,7.0,2.0,3.0
20180206,0,Chongqing,87.0,0.953,0.794,66.0,51.0,13.0,58.0,26.0,42.0,103.0,87.0,64.0,55.0,10.0,10.0
20180206,0,Fujian,50.125,0.6196250000000001,0.636875,29.125,24.0,55.25,96.125,71.5,88.125,49.125,53.75,31.625,38.125,9.25,9.75
20180206,0,Gansu,124.25,1.6929999999999998,1.3225000000000002,56.33333333333334,41.41666666666666,31.66666666666667,104.0,60.5,88.0,149.33333333333334,114.41666666666669,87.5,59.91666666666666,33.25,39.75
20180206,0,Guangdong,60.0952380952381,0.7216190476190475,0.6591428571428571,44.047619047619044,25.66666666666667,52.523809523809526,101.23809523809523,70.80952380952381,89.90476190476191,60.76190476190475,58.47619047619048,41.142857142857146,39.476190476190474,11.714285714285715,11.142857142857142
20180206,0,Guangxi,92.15384615384615,0.9462307692307692,0.7146923076923077,47.69230769230769,22.538461538461537,44.230769230769226,109.92307692307692,72.61538461538461,100.69230769230771,109.0,69.61538461538461,66.15384615384616,41.307692307692314,15.0,13.230769230769232
20180206,0,Guizhou,90.2,1.0506,0.773,46.2,25.6,34.4,96.2,54.6,84.4,103.2,70.6,66.4,48.4,64.2,29.8
20180206,0,Hainan,71.5,0.75,0.745,14.0,14.0,68.0,113.5,75.0,103.5,77.5,70.5,51.0,47.0,6.5,7.0
20180206,0,Hebei,67.81818181818181,1.1230909090909091,0.9681818181818184,52.72727272727273,32.63636363636363,26.63636363636364,78.54545454545455,44.18181818181818,73.63636363636364,73.0,56.63636363636363,46.09090909090909,32.81818181818182,37.90909090909091,22.90909090909091
