date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20200321,0,Alashanmeng,Neimenggu,54.0,0.2,0.4,6.0,9.0,99.0,105.0,94.0,102.0,58.0,86.0,25.0,30.0,7.0,7.0
20200321,0,Ankang,Shanxi,80.0,0.55,0.6,35.0,29.0,39.0,146.0,65.0,112.0,110.0,107.0,44.0,42.0,7.0,9.0
20200321,0,Anqing,Anhui,69.0,0.65,0.65,33.0,36.0,78.0,150.0,106.0,135.0,69.0,101.0,50.0,43.0,7.0,8.0
20200321,0,Anshan,Liaoning,190.0,1.93,1.22,67.0,39.0,15.0,100.0,42.0,91.0,238.0,122.0,143.0,57.0,21.0,19.0
20200321,0,Anshun,Guizhou,80.0,0.67,0.5,10.0,13.0,93.0,134.0,109.0,125.0,70.0,45.0,59.0,35.0,11.0,15.0
20200321,0,Anyang,Henan,108.0,0.77,0.73,59.0,49.0,50.0,111.0,71.0,93.0,165.0,183.0,57.0,43.0,31.0,19.0
20200321,0,Baicheng,Jilin,60.0,0.65,0.65,13.0,13.0,65.0,91.0,71.0,84.0,55.0,51.0,43.0,38.0,7.0,8.0
20200321,0,Baise,Guangxi,47.0,1.05,0.85,19.0,18.0,21.0,69.0,36.0,48.0,47.0,54.0,31.0,32.0,26.0,17.0
20200321,0,Baishan,Jilin,54.0,0.8,0.75,18.0,19.0,56.0,86.0,70.0,80.0,58.0,48.0,25.0,20.0,15.0,16.0
20200321,0,Baiyin,Gansu,89.0,0.75,0.65,9.0,20.0,87.0,101.0,91.0,97.0,127.0,158.0,33.0,44.0,59.0,32.0
20200321,0,Baoding,Hebei,114.0,0.68,0.57,53.0,44.0,40.0,87.0,52.0,70.0,177.0,121.0,66.0,43.0,18.0,15.0
20200321,0,Baoji,Shanxi,81.0,0.54,0.49,55.0,40.0,42.0,149.0,91.0,130.0,112.0,127.0,58.0,52.0,9.0,9.0
