date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20200125,0,Alashanmeng,Neimenggu,95.0,0.5,0.45,14.0,12.0,80.0,99.0,85.0,95.0,87.0,50.0,71.0,39.0,21.0,15.0
20200125,0,Ankang,Shanxi,53.0,0.95,0.85,13.0,15.0,37.0,75.0,56.0,70.0,40.0,53.0,37.0,45.0,5.0,6.0
20200125,0,Anqing,Anhui,126.0,0.85,0.53,12.0,15.0,85.0,94.0,90.0,90.0,85.0,41.0,96.0,41.0,7.0,5.0
20200125,0,Anshan,Liaoning,500.0,2.25,0.97,56.0,29.0,20.0,80.0,44.0,73.0,1118.0,132.0,927.0,106.0,345.0,49.0
20200125,0,Anshun,Guizhou,13.0,0.8,0.87,8.0,8.0,38.0,52.0,46.0,49.0,9.0,16.0,9.0,15.0,16.0,18.0
20200125,0,Anyang,Henan,74.0,0.93,2.03,23.0,34.0,58.0,86.0,71.0,80.0,82.0,230.0,54.0,187.0,17.0,19.0
20200125,0,Baicheng,Jilin,73.0,0.8,0.65,14.0,8.0,67.0,89.0,75.0,84.0,92.0,44.0,53.0,27.0,23.0,12.0
20200125,0,Baise,Guangxi,16.0,0.75,0.8,7.0,11.0,40.0,85.0,41.0,64.0,16.0,50.0,7.0,34.0,6.0,14.0
20200125,0,Baishan,Jilin,421.0,2.1,1.4,43.0,24.0,18.0,75.0,36.0,66.0,482.0,108.0,382.0,73.0,229.0,47.0
20200125,0,Baiyin,Gansu,86.0,0.9,0.75,28.0,25.0,38.0,82.0,59.0,74.0,92.0,57.0,64.0,40.0,32.0,44.0
20200125,0,Baoding,Hebei,500.0,2.03,1.13,90.0,38.0,13.0,86.0,44.0,77.0,679.0,190.0,555.0,146.0,78.0,26.0
20200125,0,Baoji,Shanxi,257.0,1.54,0.94,19.0,20.0,62.0,71.0,61.0,63.0,186.0,91.0,207.0,91.0,6.0,7.0
20200125,0,Baoshan,Yunnan,64.0,0.5,0.45,6.0,8.0,74.0,95.0,83.0,93.0,38.0,26.0,46.0,32.0,7.0,6.0
20200125,0,Baotou,Neimenggu,479.0,4.64,3.16,120.0,73.0,21.0,120.0,56.0,91.0,543.0,262.0,469.0,232.0,119.0,49.0
20200125,0,Bayannur,Neimenggu,376.0,2.45,1.8,85.0,41.0,24.0,88.0,63.0,78.0,411.0,240.0,326.0,177.0,100.0,43.0
