date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20200119,0,Alashanmeng,Neimenggu,47.0,0.2,0.15,12.0,11.0,79.0,90.0,77.0,88.0,47.0,29.0,20.0,19.0,8.0,8.0
20200119,0,Ankang,Shanxi,146.0,1.4,1.2,31.0,34.0,4.0,27.0,11.0,21.0,133.0,106.0,112.0,92.0,6.0,7.0
20200119,0,Anqing,Anhui,110.0,0.65,0.63,19.0,18.0,57.0,96.0,75.0,87.0,78.0,55.0,83.0,59.0,5.0,6.0
20200119,0,Anshan,Liaoning,207.0,2.72,2.72,59.0,78.0,22.0,62.0,18.0,39.0,245.0,163.0,157.0,109.0,20.0,33.0
20200119,0,Anshun,Guizhou,51.0,0.9,0.87,16.0,17.0,37.0,37.0,29.0,30.0,37.0,35.0,36.0,33.0,22.0,23.0
20200119,0,Anyang,Henan,273.0,2.97,2.47,60.0,52.0,7.0,30.0,8.0,22.0,254.0,227.0,223.0,206.0,11.0,8.0
20200119,0,Baicheng,Jilin,86.0,1.15,1.15,25.0,28.0,54.0,78.0,58.0,69.0,106.0,88.0,64.0,45.0,11.0,14.0
20200119,0,Baise,Guangxi,39.0,1.05,1.05,18.0,11.0,15.0,40.0,29.0,36.0,38.0,28.0,27.0,17.0,8.0,9.0
20200119,0,Baishan,Jilin,110.0,3.35,2.4,61.0,46.0,9.0,70.0,18.0,56.0,130.0,100.0,83.0,57.0,38.0,35.0
20200119,0,Baiyin,Gansu,39.0,0.75,0.75,23.0,20.0,48.0,94.0,65.0,78.0,39.0,42.0,18.0,20.0,29.0,13.0
20200119,0,Baoding,Hebei,201.0,2.63,3.08,67.0,72.0,9.0,20.0,5.0,13.0,218.0,278.0,151.0,185.0,12.0,9.0
20200119,0,Baoji,Shanxi,84.0,0.89,1.33,45.0,48.0,19.0,71.0,33.0,49.0,81.0,179.0,62.0,153.0,8.0,8.0
20200119,0,Baoshan,Yunnan,41.0,0.4,0.45,6.0,11.0,69.0,91.0,75.0,87.0,13.0,22.0,29.0,29.0,5.0,6.0
20200119,0,Baotou,Neimenggu,84.0,1.64,2.9,74.0,82.0,10.0,78.0,40.0,59.0,117.0,216.0,49.0,168.0,14.0,39.0
20200119,0,Bayannur,Neimenggu,56.0,0.5,0.85,15.0,24.0,67.0,79.0,71.0,75.0,62.0,144.0,23.0,62.0,8.0,15.0
20200119,0,Bazhong,Sichuan,119.0,1.27,1.17,29.0,33.0,4.0,19.0,6.0,12.0,126.0,92.0,90.0,67.0,7.0,7.0
20200119,0,Beihai,Guangxi,75.0,1.03,0.97,18.0,16.0,16.0,46.0,25.0,36.0,62.0,57.0,55.0,44.0,9.0,7.0
20200119,0,Beijing,Beijing,50.0,0.45,2.05,14.0,63.0,65.0,71.0,22.0,27.0,50.0,154.0,35.0,157.0,2.0,4.0
20200119,0,Bengbu,Anhui,157.0,0.95,0.88,46.0,36.0,40.0,89.0,47.0,83.0,155.0,123.0,120.0,104.0,11.0,10.0
20200119,0,Benxi,Liaoning,133.0,3.18,3.17,68.0,72.0,15.0,55.0,12.0,29.0,167.0,179.0,101.0,119.0,38.0,44.0
20200119,0,Bijie,Guizhou,10.0,0.95,0.85,16.0,14.0,22.0,50.0,32.0,40.0,7.0,19.0,4.0,17.0,7.0,8.0
20200119,0,Binzhou,Shandong,236.0,1.67,1.43,51.0,39.0,22.0,67.0,27.0,57.0,228.0,182.0,186.0,156.0,14.0,16.0
20200119,0,Bozhou,Anhui,179.0,1.0,0.9,26.0,30.0,68.0,93.0,75.0,84.0,173.0,142.0,135.0,113.0,7.0,5.0
