date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200308,0,Alashanmeng,Neimenggu,63.0,0.55,0.4,8.0,5.0,96.0,116.0,106.0,113.0,75.0,61.0,33.0,21.0,10.0,10.0
20200308,0,Ankang,Shanxi,65.0,0.6,0.7,19.0,29.0,82.0,105.0,38.0,79.0,79.0,75.0,47.0,40.0,5.0,6.0
20200308,0,Anqing,Anhui,65.0,0.85,0.65,23.0,25.0,71.0,115.0,86.0,98.0,54.0,36.0,47.0,31.0,7.0,6.0
20200308,0,Anshan,Liaoning,43.0,0.88,0.82,32.0,22.0,36.0,113.0,46.0,91.0,40.0,35.0,30.0,24.0,7.0,8.0
20200308,0,Anshun,Guizhou,96.0,0.7,0.5,22.0,10.0,49.0,110.0,82.0,93.0,74.0,52.0,72.0,37.0,32.0,16.0
20200308,0,Anyang,Henan,130.0,0.83,1.33,59.0,34.0,52.0,133.0,97.0,124.0,137.0,151.0,99.0,120.0,10.0,16.0
20200308,0,Baicheng,Jilin,56.0,0.6,0.75,11.0,16.0,70.0,92.0,71.0,81.0,49.0,77.0,40.0,64.0,9.0,12.0
20200308,0,Baise,Guangxi,53.0,0.8,0.9,17.0,18.0,60.0,134.0,92.0,108.0,49.0,61.0,37.0,40.0,6.0,14.0
20200308,0,Baishan,Jilin,68.0,1.15,0.8,23.0,20.0,44.0,100.0,59.0,88.0,72.0,62.0,49.0,39.0,11.0,23.0
20200308,0,Baiyin,Gansu,69.0,0.9,0.85,14.0,27.0,63.0,118.0,80.0,101.0,88.0,80.0,24.0,34.0,63.0,48.0
20200308,0,Baoding,Hebei,153.0,0.95,0.73,52.0,38.0,54.0,112.0,76.0,103.0,132.0,104.0,117.0,82.0,10.0,9.0
20200308,0,Baoji,Shanxi,144.0,0.91,0.71,59.0,41.0,33.0,127.0,74.0,110.0,168.0,117.0,110.0,77.0,9.0,13.0
20200308,0,Baoshan,Yunnan,33.0,0.45,0.5,7.0,10.0,79.0,103.0,94.0,101.0,33.0,25.0,19.0,19.0,5.0,5.0
20200308,0,Baotou,Neimenggu,93.0,1.74,1.2,74.0,45.0,10.0,90.0,48.0,79.0,127.0,74.0,69.0,34.0,43.0,34.0
20200308,0,Bayannur,Neimenggu,93.0,1.05,0.6,38.0,14.0,37.0,98.0,70.0,90.0,136.0,75.0,57.0,28.0,24.0,14.0
20200308,0,Bazhong,Sichuan,65.0,0.77,0.7,45.0,31.0,7.0,82.0,33.0,64.0,72.0,60.0,47.0,37.0,5.0,4.0
20200308,0,Beihai,Guangxi,21.0,0.53,0.57,17.0,13.0,45.0,65.0,55.0,58.0,21.0,28.0,12.0,15.0,9.0,7.0
20200308,0,Beijing,Beijing,166.0,1.11,0.66,25.0,20.0,72.0,101.0,86.0,89.0,81.0,45.0,126.0,64.0,3.0,3.0
20200308,0,Bengbu,Anhui,113.0,0.7,0.75,63.0,35.0,57.0,119.0,80.0,103.0,113.0,97.0,85.0,68.0,24.0,17.0
