date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20190101,0,Anhui,87.4375,0.8138125,0.7592500000000001,52.125,40.375,24.625,59.375,31.4375,49.875,91.28571428571428,69.625,63.875,53.625,11.0,11.125
20190101,0,Beijing,76.0,1.18,0.892,72.0,54.0,3.0,28.0,5.0,20.0,80.0,61.0,55.0,37.0,15.0,9.0
20190101,0,Chongqing,65.0,0.7859999999999999,0.7879999999999999,37.0,32.0,12.0,37.0,22.0,31.0,60.0,57.0,46.0,44.0,6.0,8.0
20190101,0,Fujian,27.625,0.602875,0.5866250000000001,18.25,18.125,25.875,41.375,27.875,35.75,18.0,24.125,14.625,16.625,5.0,5.0
20190101,0,Gansu,57.5,1.3299166666666664,1.1250833333333334,48.58333333333334,37.16666666666666,23.5,68.58333333333333,39.75,58.08333333333334,102.4,94.41666666666669,65.4,58.83333333333334,17.583333333333332,22.33333333333333
20190101,0,Guangdong,40.476190476190474,0.7830952380952381,0.7488095238095239,23.66666666666667,21.571428571428577,16.333333333333332,32.1904761904762,17.142857142857142,26.095238095238088,34.05263157894737,35.19047619047619,28.0,27.761904761904763,8.142857142857142,7.238095238095237
20190101,0,Guangxi,49.769230769230774,0.7983846153846154,0.8201538461538462,11.384615384615385,12.153846153846152,40.230769230769226,46.69230769230769,39.46153846153846,42.07692307692308,39.692307692307686,35.692307692307686,34.384615384615394,28.76923076923077,8.923076923076922,9.0
20190101,0,Guizhou,42.6,0.8964000000000001,0.9596,17.4,20.6,40.0,56.6,36.4,47.0,36.6,50.2,29.4,40.8,15.2,23.4
20190101,0,Hainan,35.0,0.835,0.8500000000000001,11.0,12.0,39.0,61.5,48.5,54.5,26.5,26.5,18.0,16.5,6.5,6.0
20190101,0,Hebei,67.0,1.801909090909091,1.5882727272727273,68.54545454545455,56.81818181818182,6.8181818181818175,43.54545454545455,13.727272727272727,34.18181818181818,164.66666666666666,106.8181818181818,117.66666666666669,65.36363636363636,38.27272727272727,32.0
20190101,0,Heilongjiang,39.5,0.5211666666666667,0.5696666666666667,15.916666666666664,16.666666666666668,50.25,63.5,48.75,56.91666666666666,39.42857142857143,43.75,29.714285714285715,30.25,10.75,11.083333333333336
20190101,0,Henan,135.35294117647058,1.2055882352941176,1.020411764705882,57.058823529411775,49.764705882352935,15.705882352941178,54.647058823529406,26.705882352941174,45.647058823529406,142.0,109.35294117647058,112.33333333333331,78.94117647058823,18.11764705882353,19.176470588235293
20190101,0,Hubei,80.63636363636364,0.8146363636363637,0.7951818181818182,31.45454545454545,27.0,27.09090909090909,61.81818181818182,37.36363636363637,51.09090909090909,71.55555555555556,66.54545454545455,58.09090909090909,46.81818181818182,7.090909090909091,8.545454545454545
20190101,0,Hunan,62.07692307692307,0.7859230769230768,0.790076923076923,17.384615384615387,16.53846153846154,46.0,59.69230769230769,47.92307692307693,53.846153846153854,51.81818181818182,46.846153846153854,43.92307692307693,40.307692307692314,7.0,7.538461538461537
20190101,0,Jiangsu,64.7,0.765,0.6911,39.4,34.7,33.5,64.2,38.6,55.1,68.66666666666667,57.0,44.9,37.5,11.7,11.0
20190101,0,Jiangxi,47.2,0.6912,0.7487999999999999,18.8,19.5,26.3,37.8,27.5,31.4,49.375,45.3,34.44444444444444,35.7,8.3,9.4
20190101,0,Jilin,99.625,1.080875,1.037,40.75,33.125,13.75,61.125,24.625,49.0,104.125,90.5,74.125,66.0,17.125,18.5
20190101,0,Liaoning,99.0,1.2607857142857142,1.2179285714285717,40.42857142857143,34.92857142857143,22.428571428571423,61.14285714285714,30.357142857142854,50.92857142857143,95.28571428571428,86.07142857142857,72.64285714285714,60.0,27.642857142857146,31.285714285714285
20190101,0,Neimenggu,41.90909090909091,1.069909090909091,1.1970909090909092,30.818181818181817,36.09090909090909,26.63636363636364,51.18181818181818,28.181818181818183,41.0,51.42857142857143,79.27272727272727,33.0,47.63636363636363,19.545454545454547,25.363636363636363
20190101,0,Ningxia,83.6,1.2834,1.199,47.4,37.2,20.2,61.2,35.4,50.8,101.2,101.2,55.8,50.8,40.4,37.2
20190101,0,Qinghai,111.0,2.3,2.25,50.0,51.0,32.0,61.0,47.0,52.0,115.0,122.0,83.0,89.0,22.0,22.0
20190101,0,Shandong,77.94117647058823,1.030529411764706,0.9411764705882352,56.11764705882353,45.11764705882353,21.41176470588235,62.470588235294116,30.294117647058826,52.529411764705884,102.46153846153848,88.05882352941177,64.92307692307692,51.235294117647065,29.411764705882355,22.588235294117645
20190101,0,Shanghai,26.0,0.45,0.57,36.0,36.0,46.0,60.0,47.0,53.0,25.0,30.0,17.0,27.0,5.0,6.0
20190101,0,Shanxi,133.7619047619048,1.8208571428571427,1.4958095238095241,59.523809523809526,49.61904761904761,12.047619047619047,45.14285714285714,17.666666666666668,34.8095238095238,155.83333333333334,123.85714285714286,108.10526315789473,79.23809523809524,51.38095238095239,46.80952380952381
20190101,0,Sichuan,65.33333333333333,0.988,0.9538333333333332,31.83333333333333,27.722222222222218,16.61111111111111,39.66666666666666,21.61111111111111,30.0,73.5,67.44444444444444,57.5,51.88888888888889,8.055555555555555,8.722222222222221
20190101,0,Tianjin,75.0,2.0669999999999997,1.7,77.0,69.0,10.0,40.0,7.0,18.0,88.0,76.0,54.0,48.0,37.0,26.0
20190101,0,Xinjiang,153.0,1.9835,1.8285,59.5,58.0,13.0,33.5,18.0,25.5,165.0,175.5,115.0,110.5,9.5,8.5
20190101,0,Xizang,78.0,1.85,0.9,63.0,31.0,19.0,90.0,48.0,78.0,103.0,45.0,56.0,23.0,7.0,6.0
20190101,0,Yunnan,37.25,1.02625,0.98075,21.5,18.75,24.875,71.0,40.625,58.5,35.75,38.375,22.375,22.0,7.0,9.5
20190101,0,Zhejiang,65.18181818181819,0.8488181818181818,0.8713636363636361,44.0,38.45454545454545,19.0,38.27272727272727,19.272727272727273,30.45454545454545,64.8,55.45454545454545,43.72727272727273,39.81818181818182,7.545454545454546,7.363636363636362
20190101,1,Anhui,88.0625,0.7911875000000002,0.7630625,51.3125,40.9375,21.8125,60.5,21.8125,21.8125,83.125,70.5,64.8125,54.125,12.6875,11.5
