date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2_5,PM2_5_24h,SO2,SO2_24h
20190129,0,Anhui,146.875,0.9839375,0.901,47.5625,52.125,28.5,60.1875,36.4375,46.875,131.46153846153842,133.5,111.0625,105.9375,9.6875,11.875
20190129,0,Beijing,130.0,1.133,0.583,60.0,31.0,19.0,66.0,30.0,59.0,136.0,59.0,98.0,33.0,12.0,6.0
20190129,0,Chongqing,177.0,1.094,1.235,44.0,55.0,30.0,56.0,27.0,35.0,175.0,168.0,133.0,125.0,10.0,10.0
20190129,0,Fujian,50.25,0.745625,0.7349999999999999,32.0,27.5,36.875,108.125,55.25,89.5,49.125,51.5,33.125,30.625,6.75,7.0
20190129,0,Gansu,58.90909090909091,0.8818181818181817,0.8059999999999999,30.54545454545455,27.45454545454545,51.18181818181818,92.0,64.18181818181819,81.0909090909091,61.45454545454545,54.36363636363637,38.81818181818182,31.63636363636364,16.454545454545453,23.181818181818183
20190129,0,Guangdong,74.38095238095238,0.9940476190476192,0.8495238095238097,49.47619047619048,34.142857142857146,44.047619047619044,127.38095238095238,75.61904761904762,109.1904761904762,74.14285714285714,69.6190476190476,51.047619047619044,47.57142857142857,6.476190476190476,7.476190476190476
20190129,0,Guangxi,96.0,1.1890769230769231,1.1602307692307692,38.769230769230774,34.69230769230769,45.615384615384606,118.6153846153846,72.0,101.0,111.23076923076924,114.6153846153846,68.38461538461539,80.23076923076924,10.153846153846152,10.923076923076923
20190129,0,Guizhou,42.2,1.041,1.013,21.2,22.0,27.0,52.0,29.0,43.2,35.6,48.4,27.6,36.6,14.4,15.4
20190129,0,Hainan,38.0,0.425,0.41,6.5,7.0,64.0,87.5,68.5,80.5,29.0,36.5,11.5,15.5,4.0,4.0
20190129,0,Hebei,113.54545454545456,1.5482727272727277,1.3281818181818184,60.63636363636363,45.54545454545455,19.545454545454547,75.54545454545455,32.81818181818182,64.0,139.36363636363637,118.9090909090909,82.9090909090909,67.0,37.36363636363637,25.72727272727273
20190129,0,Heilongjiang,56.83333333333334,0.6640833333333334,0.6990000000000001,19.08333333333333,20.33333333333333,45.25,66.16666666666667,45.41666666666666,58.25,53.0,64.75,38.66666666666666,39.833333333333336,13.833333333333336,12.666666666666664
