date,hour,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20190209,0,Anhui,46.25,0.5469375000000001,0.4845624999999999,16.875,13.9375,43.8125,70.8125,48.125,63.3125,37.86666666666667,33.375,30.625,24.6875,7.0625,7.0
20190209,0,Beijing,29.0,0.258,0.458,5.0,18.0,67.0,72.0,57.0,63.0,28.0,45.0,6.0,24.0,2.0,5.0
20190209,0,Chongqing,76.0,0.969,0.931,19.0,23.0,35.0,47.0,39.0,42.0,82.0,76.0,55.0,56.0,8.0,11.0
20190209,0,Fujian,27.25,0.45775,0.55975,8.0,8.875,49.25,63.125,52.125,59.0,15.875,17.625,11.0,11.625,4.125,4.0
20190209,0,Gansu,64.75,0.59025,0.6097499999999999,10.75,9.916666666666666,64.58333333333333,80.41666666666667,68.25,74.58333333333333,77.58333333333333,110.08333333333333,27.666666666666668,31.666666666666668,15.75,15.083333333333334
20190209,0,Guangdong,35.19047619047619,0.6336666666666668,0.6861904761904761,8.619047619047619,9.142857142857142,55.523809523809526,76.9047619047619,62.523809523809526,70.0,28.904761904761905,29.904761904761905,18.904761904761905,19.238095238095237,5.238095238095238,5.333333333333333
20190209,0,Guangxi,42.38461538461539,0.8609230769230769,0.8632307692307692,13.153846153846153,10.692307692307692,37.07692307692308,76.53846153846153,52.53846153846154,66.3076923076923,41.23076923076923,43.61538461538461,28.615384615384617,29.46153846153846,7.3076923076923075,7.769230769230769
20190209,0,Guizhou,43.8,0.9809999999999999,0.868,9.6,11.0,34.0,86.8,44.6,66.6,42.2,56.6,30.4,42.2,9.8,11.6
20190209,0,Hainan,19.5,0.37,0.38,3.5,5.5,34.5,62.0,37.5,53.0,16.0,23.5,9.5,13.0,4.0,4.0
20190209,0,Hebei,73.18181818181819,0.9440000000000002,0.8118181818181818,26.90909090909091,16.727272727272727,43.18181818181818,76.0,56.72727272727273,69.36363636363636,78.72727272727273,57.90909090909091,50.18181818181818,31.545454545454547,19.181818181818183,16.181818181818183
20190209,0,Heilongjiang,55.583333333333336,0.6136666666666667,0.48383333333333334,15.333333333333334,10.0,50.916666666666664,68.33333333333333,52.5,64.0,50.416666666666664,34.166666666666664,36.75,21.833333333333332,9.416666666666666,9.5
20190209,0,Henan,80.23529411764706,0.8224117647058823,0.749235294117647,18.470588235294116,13.0,35.64705882352941,66.29411764705883,42.94117647058823,61.35294117647059,79.17647058823529,68.41176470588235,58.0,42.8235294117647,7.529411764705882,8.235294117647058
20190209,0,Hubei,44.36363636363637,0.7669999999999999,0.7344545454545455,11.090909090909092,10.909090909090908,38.54545454545455,54.90909090909091,40.54545454545455,50.54545454545455,40.54545454545455,38.63636363636363,28.454545454545453,28.0,4.2727272727272725,4.545454545454546
