date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200301,0,Alashanmeng,66.0,0.25,0.25,4.0,4.0,88.0,96.0,88.0,93.0,81.0,118.0,20.0,28.0,7.0,7.0
20200301,0,Ankang,46.0,0.7,0.75,20.0,17.0,17.0,87.0,43.0,63.0,46.0,35.0,32.0,25.0,5.0,5.0
20200301,0,Anqing,43.0,0.63,0.65,13.0,14.0,40.0,56.0,42.0,47.0,28.0,21.0,30.0,25.0,6.0,7.0
20200301,0,Anshan,56.0,0.97,1.07,43.0,35.0,27.0,62.0,39.0,48.0,62.0,97.0,39.0,77.0,21.0,14.0
20200301,0,Anshun,46.0,0.47,0.43,19.0,9.0,60.0,118.0,86.0,103.0,37.0,31.0,32.0,28.0,43.0,15.0
20200301,0,Anyang,65.0,1.03,0.87,37.0,22.0,6.0,50.0,27.0,42.0,33.0,64.0,47.0,68.0,5.0,5.0
20200301,0,Baicheng,46.0,0.75,0.65,24.0,16.0,44.0,95.0,61.0,76.0,39.0,41.0,32.0,35.0,4.0,6.0
20200301,0,Baise,52.0,0.7,0.75,13.0,16.0,54.0,90.0,66.0,78.0,54.0,54.0,33.0,34.0,25.0,18.0
20200301,0,Baishan,41.0,1.95,2.5,15.0,20.0,75.0,93.0,84.0,87.0,41.0,59.0,24.0,38.0,12.0,25.0
20200301,0,Baiyin,64.0,0.5,0.5,4.0,6.0,79.0,93.0,84.0,90.0,77.0,91.0,15.0,15.0,6.0,8.0
20200301,0,Baoding,74.0,0.98,1.0,41.0,25.0,11.0,63.0,28.0,52.0,63.0,74.0,54.0,63.0,6.0,6.0
20200301,0,Baoji,81.0,0.64,0.61,40.0,24.0,30.0,105.0,64.0,89.0,111.0,64.0,59.0,41.0,7.0,6.0
20200301,0,Baoshan,29.0,0.55,0.65,11.0,12.0,91.0,116.0,103.0,108.0,29.0,25.0,19.0,19.0,5.0,5.0
20200301,0,Baotou,61.0,0.42,0.86,7.0,29.0,77.0,81.0,75.0,76.0,72.0,160.0,10.0,46.0,4.0,12.0
20200301,0,Bayannur,62.0,0.55,0.5,13.0,9.0,66.0,85.0,74.0,81.0,73.0,241.0,17.0,48.0,10.0,9.0
20200301,0,Bazhong,61.0,0.7,0.73,41.0,24.0,7.0,110.0,48.0,93.0,68.0,38.0,44.0,24.0,4.0,4.0
