date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200123,0,Alashanmeng,30.0,0.35,0.2,13.0,12.0,74.0,92.0,78.0,89.0,28.0,25.0,21.0,21.0,10.0,8.0
20200123,0,Ankang,118.0,1.15,1.15,24.0,28.0,20.0,85.0,37.0,67.0,108.0,113.0,89.0,93.0,7.0,8.0
20200123,0,Anqing,129.0,1.02,1.08,16.0,19.0,63.0,78.0,69.0,71.0,88.0,55.0,98.0,68.0,6.0,6.0
20200123,0,Anshan,244.0,3.37,2.48,57.0,48.0,9.0,84.0,10.0,74.0,238.0,186.0,194.0,133.0,18.0,20.0
20200123,0,Anshun,34.0,0.83,0.6,12.0,9.0,33.0,87.0,54.0,82.0,28.0,27.0,24.0,23.0,17.0,17.0
20200123,0,Anyang,408.0,3.5,2.73,70.0,63.0,6.0,54.0,20.0,44.0,381.0,315.0,362.0,287.0,17.0,21.0
20200123,0,Baicheng,74.0,1.0,1.15,16.0,23.0,79.0,92.0,75.0,80.0,94.0,99.0,54.0,57.0,11.0,13.0
20200123,0,Baise,47.0,1.2,1.4,22.0,21.0,31.0,84.0,62.0,75.0,47.0,67.0,31.0,46.0,14.0,17.0
20200123,0,Baishan,130.0,2.8,2.3,46.0,44.0,9.0,53.0,25.0,44.0,143.0,96.0,99.0,63.0,24.0,31.0
20200123,0,Baiyin,42.0,0.7,0.7,35.0,30.0,42.0,83.0,65.0,76.0,42.0,44.0,28.0,30.0,8.0,76.0
20200123,0,Baoding,217.0,2.12,1.43,92.0,60.0,9.0,69.0,25.0,53.0,218.0,131.0,167.0,91.0,42.0,20.0
20200123,0,Baoji,246.0,1.63,1.39,44.0,40.0,39.0,115.0,66.0,94.0,206.0,155.0,196.0,139.0,9.0,13.0
20200123,0,Baoshan,37.0,0.4,0.5,5.0,10.0,71.0,88.0,78.0,85.0,19.0,24.0,26.0,31.0,5.0,6.0
20200123,0,Baotou,271.0,3.4,3.48,88.0,86.0,11.0,70.0,22.0,48.0,254.0,190.0,221.0,160.0,25.0,36.0
20200123,0,Bayannur,263.0,2.9,1.8,73.0,45.0,31.0,81.0,61.0,73.0,293.0,187.0,213.0,134.0,51.0,31.0
20200123,0,Bazhong,100.0,1.2,1.13,30.0,26.0,6.0,68.0,21.0,43.0,104.0,83.0,75.0,64.0,5.0,4.0
