date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200320,0,Alashanmeng,109.0,0.55,0.35,14.0,8.0,70.0,96.0,85.0,94.0,168.0,121.0,53.0,34.0,10.0,8.0
20200320,0,Ankang,92.0,0.4,0.5,37.0,27.0,22.0,102.0,44.0,90.0,133.0,105.0,45.0,37.0,8.0,7.0
20200320,0,Anqing,92.0,1.02,0.63,33.0,27.0,58.0,131.0,85.0,122.0,134.0,135.0,27.0,38.0,10.0,9.0
20200320,0,Anshan,85.0,1.27,1.02,46.0,23.0,21.0,86.0,40.0,70.0,119.0,63.0,57.0,22.0,19.0,15.0
20200320,0,Anshun,39.0,0.4,0.33,14.0,16.0,95.0,139.0,117.0,131.0,39.0,29.0,27.0,19.0,20.0,20.0
20200320,0,Anyang,101.0,0.6,0.37,44.0,20.0,44.0,96.0,67.0,89.0,151.0,118.0,27.0,16.0,11.0,8.0
20200320,0,Baicheng,80.0,0.85,0.6,18.0,14.0,51.0,82.0,54.0,79.0,73.0,36.0,59.0,25.0,9.0,9.0
20200320,0,Baise,58.0,1.0,0.85,29.0,15.0,5.0,45.0,19.0,39.0,65.0,38.0,35.0,20.0,6.0,6.0
20200320,0,Baishan,41.0,0.6,0.65,7.0,9.0,70.0,90.0,73.0,76.0,41.0,34.0,24.0,16.0,8.0,12.0
20200320,0,Baiyin,95.0,0.5,0.85,12.0,24.0,71.0,105.0,89.0,95.0,139.0,180.0,37.0,50.0,7.0,46.0
20200320,0,Baoding,57.0,0.3,0.17,48.0,15.0,34.0,106.0,71.0,95.0,63.0,35.0,29.0,13.0,10.0,7.0
20200320,0,Baoji,117.0,0.5,0.39,56.0,37.0,13.0,89.0,39.0,75.0,183.0,198.0,72.0,60.0,9.0,9.0
20200320,0,Baoshan,52.0,0.6,0.55,10.0,15.0,108.0,130.0,128.0,122.0,54.0,44.0,34.0,35.0,5.0,6.0
20200320,0,Baotou,158.0,1.46,1.24,71.0,45.0,13.0,120.0,47.0,90.0,265.0,116.0,96.0,43.0,26.0,25.0
20200320,0,Bayannur,115.0,0.6,0.6,19.0,14.0,63.0,103.0,84.0,94.0,179.0,167.0,61.0,34.0,8.0,12.0
20200320,0,Bazhong,69.0,0.73,0.67,66.0,44.0,18.0,152.0,61.0,130.0,87.0,68.0,46.0,36.0,5.0,5.0
20200320,0,Beihai,31.0,0.83,0.83,14.0,14.0,29.0,38.0,34.0,35.0,31.0,37.0,19.0,18.0,9.0,8.0
20200320,0,Beijing,56.0,0.36,0.21,36.0,10.0,40.0,94.0,71.0,89.0,62.0,46.0,23.0,8.0,3.0,2.0
20200320,0,Bengbu,96.0,0.52,0.52,31.0,25.0,66.0,103.0,66.0,93.0,142.0,214.0,40.0,34.0,15.0,15.0
20200320,0,Benxi,70.0,1.53,0.57,45.0,18.0,14.0,75.0,42.0,69.0,90.0,40.0,41.0,12.0,19.0,9.0
20200320,0,Bijie,129.0,0.75,0.45,49.0,27.0,20.0,126.0,60.0,115.0,156.0,55.0,98.0,34.0,10.0,13.0
20200320,0,Binzhou,56.0,0.97,0.6,64.0,22.0,31.0,94.0,63.0,89.0,61.0,57.0,22.0,10.0,20.0,9.0
20200320,0,Bozhou,70.0,0.35,0.4,24.0,13.0,77.0,118.0,90.0,107.0,89.0,163.0,24.0,22.0,5.0,4.0
20200320,0,Cangzhou,44.0,0.53,0.5,25.0,15.0,61.0,103.0,80.0,99.0,44.0,40.0,20.0,14.0,13.0,9.0
20200320,0,Changchun,46.0,0.58,0.48,36.0,19.0,31.0,76.0,54.0,70.0,37.0,36.0,32.0,20.0,5.0,6.0
20200320,0,Changde,101.0,0.82,0.68,60.0,27.0,32.0,166.0,113.0,148.0,116.0,78.0,76.0,52.0,8.0,11.0
20200320,0,Changsha,83.0,1.11,0.9,85.0,37.0,30.0,156.0,103.0,133.0,96.0,66.0,61.0,50.0,10.0,11.0
20200320,0,Changzhi,106.0,0.8,0.74,29.0,28.0,74.0,107.0,78.0,98.0,161.0,113.0,36.0,27.0,12.0,15.0
20200320,0,Changzhou,53.0,0.53,0.57,72.0,39.0,18.0,108.0,50.0,93.0,55.0,73.0,21.0,31.0,9.0,10.0
20200320,0,Chaoyang,67.0,0.97,0.63,47.0,14.0,12.0,73.0,41.0,70.0,83.0,85.0,42.0,16.0,14.0,9.0
20200320,0,Chaozhou,23.0,0.8,0.9,13.0,18.0,27.0,51.0,28.0,41.0,14.0,27.0,16.0,26.0,6.0,9.0
20200320,0,Chengde,31.0,0.6,0.42,51.0,17.0,12.0,91.0,47.0,85.0,31.0,26.0,18.0,9.0,9.0,7.0
20200320,0,Chengdu,57.0,0.48,0.46,61.0,44.0,61.0,140.0,98.0,119.0,64.0,58.0,28.0,28.0,8.0,9.0
20200320,0,Chenzhou,33.0,0.9,0.82,23.0,20.0,5.0,70.0,25.0,45.0,33.0,17.0,16.0,11.0,7.0,6.0
20200320,0,Chifeng,43.0,0.78,0.65,29.0,11.0,39.0,79.0,58.0,75.0,43.0,28.0,18.0,8.0,31.0,10.0
20200320,0,Chizhou,71.0,0.45,0.6,22.0,25.0,68.0,117.0,76.0,103.0,91.0,104.0,21.0,37.0,8.0,10.0
20200320,0,Chongqing,69.0,1.19,0.78,93.0,58.0,34.0,152.0,85.0,128.0,88.0,71.0,45.0,39.0,8.0,11.0
