date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200227,0,Alashanmeng,98.0,0.65,0.4,11.0,8.0,75.0,88.0,75.0,84.0,145.0,119.0,57.0,35.0,11.0,10.0
20200227,0,Ankang,22.0,0.6,0.7,9.0,16.0,70.0,90.0,72.0,78.0,21.0,59.0,11.0,49.0,4.0,5.0
20200227,0,Anqing,60.0,0.4,0.7,13.0,13.0,79.0,83.0,79.0,79.0,49.0,43.0,43.0,38.0,5.0,7.0
20200227,0,Anshan,46.0,0.67,0.92,36.0,26.0,38.0,78.0,54.0,72.0,46.0,52.0,30.0,36.0,20.0,18.0
20200227,0,Anshun,78.0,0.47,0.47,6.0,8.0,89.0,113.0,91.0,101.0,62.0,60.0,57.0,52.0,9.0,11.0
20200227,0,Anyang,55.0,0.8,0.77,31.0,21.0,35.0,69.0,43.0,55.0,60.0,84.0,34.0,59.0,13.0,8.0
20200227,0,Baicheng,63.0,1.35,1.0,38.0,23.0,24.0,93.0,42.0,65.0,75.0,38.0,28.0,21.0,9.0,6.0
20200227,0,Baise,65.0,0.75,0.8,19.0,17.0,61.0,117.0,86.0,104.0,69.0,76.0,47.0,54.0,23.0,18.0
20200227,0,Baishan,43.0,1.65,1.5,14.0,14.0,64.0,91.0,76.0,87.0,43.0,36.0,28.0,18.0,11.0,12.0
20200227,0,Baiyin,86.0,0.7,0.8,11.0,19.0,94.0,96.0,92.0,92.0,122.0,109.0,37.0,43.0,14.0,38.0
20200227,0,Baoding,60.0,0.45,0.43,31.0,27.0,41.0,76.0,56.0,69.0,55.0,49.0,43.0,32.0,9.0,12.0
20200227,0,Baoji,179.0,1.14,1.27,35.0,36.0,51.0,104.0,71.0,91.0,194.0,174.0,135.0,144.0,7.0,10.0
20200227,0,Baoshan,44.0,0.65,0.7,7.0,14.0,112.0,131.0,121.0,126.0,30.0,39.0,31.0,28.0,5.0,6.0
20200227,0,Baotou,65.0,0.98,1.2,41.0,35.0,36.0,84.0,46.0,67.0,79.0,70.0,40.0,32.0,20.0,26.0
20200227,0,Bayannur,207.0,2.65,1.05,82.0,30.0,8.0,76.0,44.0,60.0,236.0,130.0,157.0,67.0,70.0,31.0
20200227,0,Bazhong,65.0,0.73,0.8,24.0,20.0,25.0,50.0,36.0,43.0,58.0,88.0,47.0,74.0,4.0,4.0
20200227,0,Beihai,24.0,0.5,0.47,11.0,8.0,42.0,76.0,60.0,70.0,24.0,29.0,17.0,18.0,7.0,6.0
20200227,0,Beijing,58.0,0.56,0.55,27.0,22.0,41.0,96.0,60.0,79.0,53.0,47.0,41.0,37.0,5.0,5.0
20200227,0,Bengbu,65.0,0.52,0.53,26.0,19.0,57.0,96.0,77.0,84.0,80.0,69.0,40.0,44.0,12.0,11.0
20200227,0,Benxi,44.0,0.72,0.68,26.0,20.0,42.0,87.0,66.0,82.0,40.0,41.0,31.0,33.0,12.0,16.0
20200227,0,Bijie,130.0,0.8,0.7,12.0,13.0,86.0,141.0,96.0,112.0,118.0,89.0,99.0,72.0,8.0,9.0
20200227,0,Binzhou,28.0,0.6,0.57,30.0,17.0,45.0,78.0,59.0,73.0,28.0,33.0,16.0,15.0,9.0,10.0
20200227,0,Bozhou,126.0,1.05,0.85,28.0,19.0,14.0,79.0,40.0,63.0,121.0,106.0,96.0,83.0,4.0,5.0
20200227,0,Cangzhou,49.0,0.4,0.5,25.0,28.0,50.0,79.0,57.0,74.0,49.0,45.0,19.0,24.0,11.0,11.0
20200227,0,Changchun,80.0,1.03,0.58,53.0,27.0,15.0,80.0,40.0,75.0,68.0,40.0,59.0,36.0,11.0,13.0
20200227,0,Changde,71.0,0.95,0.93,7.0,9.0,46.0,89.0,48.0,80.0,34.0,64.0,52.0,70.0,4.0,4.0
20200227,0,Changsha,88.0,1.24,1.16,18.0,15.0,27.0,65.0,33.0,53.0,34.0,76.0,65.0,107.0,4.0,4.0
20200227,0,Changzhi,76.0,1.54,1.92,28.0,37.0,47.0,58.0,51.0,54.0,82.0,129.0,56.0,95.0,12.0,10.0
20200227,0,Changzhou,68.0,0.63,0.57,18.0,20.0,91.0,91.0,84.0,84.0,79.0,53.0,49.0,35.0,6.0,6.0
20200227,0,Chaoyang,60.0,1.05,0.65,40.0,14.0,19.0,80.0,48.0,78.0,63.0,34.0,43.0,22.0,15.0,15.0
20200227,0,Chaozhou,90.0,0.75,0.7,13.0,13.0,70.0,119.0,63.0,88.0,54.0,40.0,67.0,30.0,8.0,8.0
20200227,0,Chengde,49.0,0.88,0.65,41.0,26.0,27.0,89.0,48.0,82.0,44.0,40.0,34.0,25.0,9.0,9.0
20200227,0,Chengdu,126.0,1.03,0.93,65.0,44.0,31.0,127.0,68.0,103.0,131.0,110.0,96.0,86.0,7.0,7.0
