date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20200204,0,Alashanmeng,39.0,0.45,0.45,10.0,8.0,76.0,94.0,81.0,90.0,27.0,25.0,27.0,18.0,10.0,10.0
20200204,0,Ankang,71.0,0.8,0.65,12.0,11.0,36.0,90.0,50.0,75.0,59.0,53.0,52.0,45.0,5.0,5.0
20200204,0,Anqing,143.0,0.78,0.53,16.0,21.0,97.0,123.0,106.0,113.0,86.0,58.0,109.0,64.0,9.0,9.0
20200204,0,Anshan,53.0,1.2,1.6,23.0,35.0,58.0,68.0,50.0,57.0,56.0,76.0,33.0,56.0,14.0,16.0
20200204,0,Anshun,39.0,0.57,0.53,9.0,6.0,43.0,58.0,51.0,53.0,27.0,16.0,27.0,16.0,34.0,21.0
20200204,0,Anyang,164.0,1.53,0.87,18.0,15.0,86.0,112.0,100.0,105.0,128.0,90.0,125.0,82.0,13.0,10.0
20200204,0,Baicheng,27.0,0.45,0.45,2.0,3.0,70.0,80.0,71.0,76.0,27.0,20.0,18.0,14.0,7.0,8.0
20200204,0,Baise,26.0,0.95,0.95,15.0,16.0,12.0,37.0,23.0,31.0,26.0,38.0,17.0,23.0,6.0,8.0
20200204,0,Baishan,61.0,1.65,1.2,29.0,15.0,31.0,73.0,49.0,67.0,71.0,51.0,39.0,25.0,22.0,20.0
20200204,0,Baiyin,64.0,0.8,0.85,17.0,19.0,67.0,87.0,70.0,79.0,59.0,44.0,46.0,31.0,26.0,24.0
20200204,0,Baoding,130.0,1.25,0.93,59.0,23.0,16.0,93.0,59.0,85.0,124.0,80.0,99.0,61.0,11.0,9.0
20200204,0,Baoji,115.0,0.89,0.6,27.0,20.0,45.0,105.0,72.0,93.0,87.0,52.0,87.0,44.0,9.0,12.0
20200204,0,Baoshan,58.0,0.55,0.6,5.0,6.0,76.0,99.0,86.0,94.0,18.0,22.0,41.0,34.0,4.0,4.0
20200204,0,Baotou,169.0,2.26,2.1,60.0,49.0,23.0,74.0,30.0,62.0,160.0,74.0,128.0,51.0,24.0,37.0
20200204,0,Bayannur,79.0,1.25,1.25,24.0,24.0,73.0,85.0,74.0,74.0,97.0,83.0,58.0,52.0,48.0,36.0
20200204,0,Bazhong,66.0,0.83,0.73,16.0,14.0,18.0,63.0,39.0,50.0,57.0,48.0,48.0,40.0,4.0,4.0
20200204,0,Beihai,14.0,1.0,0.83,10.0,9.0,31.0,90.0,31.0,82.0,13.0,58.0,10.0,39.0,7.0,7.0
20200204,0,Beijing,50.0,0.63,0.35,34.0,14.0,30.0,75.0,51.0,67.0,44.0,28.0,35.0,18.0,2.0,2.0
