AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
30.8125,0.8499999999999999,0.8962500000000001,16.5625,16.25,27.0625,48.5625,23.5,35.8125,24.875,30.875,21.0,25.0,6.25,6.4375
19.0,0.25,0.85,7.0,17.0,61.0,63.0,59.0,59.0,15.0,39.0,9.0,50.0,3.0,2.0
88.0,0.69,0.92,10.0,25.0,54.0,87.0,65.0,75.0,90.0,91.0,65.0,76.0,6.0,7.0
25.75,0.78375,0.6812499999999999,20.0,18.0,20.0,44.75,21.875,36.0,19.5,23.75,17.75,18.75,4.5,4.625
45.45454545454545,0.4345454545454546,0.34166666666666673,6.0,4.916666666666667,65.0909090909091,83.16666666666667,72.41666666666667,79.5,47.0,116.25,19.454545454545453,24.666666666666668,5.818181818181818,7.75
26.285714285714285,0.5485714285714286,0.5814285714285715,14.19047619047619,15.142857142857142,35.285714285714285,52.333333333333336,37.42857142857143,44.285714285714285,21.0,18.714285714285715,17.428571428571427,15.047619047619047,6.0,5.857142857142857
32.07692307692308,0.6392307692307693,0.6284615384615384,13.307692307692308,11.384615384615385,37.69230769230769,74.23076923076923,48.53846153846154,62.76923076923077,30.53846153846154,28.384615384615383,20.0,19.615384615384617,6.384615384615385,6.769230769230769
80.2,0.7600000000000001,0.7140000000000001,12.8,11.8,65.8,105.0,80.0,93.8,67.4,61.2,58.8,51.0,18.2,18.2
19.0,0.42500000000000004,0.435,3.0,3.5,54.0,61.5,53.0,57.5,19.0,21.0,9.5,10.0,3.5,3.5
34.54545454545455,0.5845454545454545,0.9863636363636363,11.363636363636363,15.454545454545455,57.63636363636363,63.09090909090909,55.36363636363637,58.0,29.818181818181817,70.18181818181819,22.09090909090909,51.18181818181818,5.7272727272727275,8.636363636363637
39.416666666666664,0.6241666666666666,0.5291666666666667,12.583333333333334,10.0,59.083333333333336,74.41666666666667,62.333333333333336,70.41666666666667,35.083333333333336,23.916666666666668,26.833333333333332,17.5,9.916666666666666,10.25
44.0,0.7852941176470588,1.0411764705882354,10.941176470588236,15.470588235294118,48.05882352941177,61.588235294117645,49.0,53.88235294117647,38.88235294117647,92.3529411764706,27.352941176470587,59.64705882352941,4.588235294117647,6.705882352941177
65.18181818181819,1.1445454545454548,1.1236363636363638,10.545454545454545,11.363636363636363,56.90909090909091,68.9090909090909,56.63636363636363,60.54545454545455,69.36363636363636,55.90909090909091,35.0,34.36363636363637,5.818181818181818,7.545454545454546
44.61538461538461,0.7846153846153847,0.816923076923077,10.0,11.615384615384615,47.53846153846154,77.61538461538461,49.61538461538461,63.38461538461539,41.76923076923077,34.0,29.846153846153847,26.615384615384617,4.384615384615385,4.846153846153846
33.0,0.6990000000000001,0.7459999999999999,18.4,16.8,31.4,53.6,31.5,46.5,27.5,29.0,22.3,24.7,4.9,5.2
26.0,0.652,0.696,13.0,10.4,27.2,60.8,36.4,47.2,22.6,22.6,16.8,15.4,14.9,10.5
38.25,0.6300000000000001,0.64,12.125,10.5,55.75,71.625,57.5,63.875,34.375,28.875,25.5,19.875,10.125,10.5
51.214285714285715,0.5714285714285714,0.5807142857142857,11.5,12.857142857142858,49.785714285714285,59.42857142857143,48.5,54.714285714285715,57.285714285714285,55.714285714285715,18.5,23.357142857142858,8.857142857142858,9.5
36.0,0.4636363636363637,0.40363636363636357,8.363636363636363,7.818181818181818,61.36363636363637,72.54545454545455,63.72727272727273,69.54545454545455,32.45454545454545,48.27272727272727,19.272727272727273,15.909090909090908,7.909090909090909,7.818181818181818
59.2,0.43200000000000005,0.392,8.8,7.0,66.0,79.4,69.2,74.2,74.4,128.2,13.8,23.8,9.2,9.8
65.0,0.47,0.57,13.0,17.0,82.0,106.0,91.0,99.0,80.0,137.0,25.0,34.0,6.0,8.0
29.333333333333332,0.6113333333333333,0.76,13.0,14.3125,42.93333333333333,67.1875,50.0625,58.875,23.2,42.625,19.4,34.375,4.0,5.8125
15.0,0.49,0.56,26.0,31.0,47.0,74.0,55.0,66.0,3.0,10.0,10.0,18.0,4.0,4.0
55.38095238095238,0.3842857142857143,0.5252380952380952,7.809523809523809,11.095238095238095,64.57142857142857,82.04761904761905,67.04761904761905,74.85714285714286,65.71428571428571,128.28571428571428,16.428571428571427,32.666666666666664,7.142857142857143,7.857142857142857
70.16666666666667,0.4305555555555556,0.7805555555555556,7.722222222222222,15.166666666666666,68.0,80.5,69.11111111111111,72.61111111111111,83.5,88.55555555555556,34.388888888888886,62.833333333333336,5.888888888888889,7.5
19.0,0.58,0.72,11.0,13.0,62.0,66.0,60.0,62.0,5.0,45.0,13.0,40.0,5.0,5.0
74.5,1.31,1.135,31.0,22.0,60.5,93.5,75.5,83.0,58.5,39.0,54.5,49.5,7.0,7.0
36.0,0.82,0.58,17.0,12.0,62.0,92.0,75.0,84.0,36.0,20.0,21.0,11.0,6.0,5.0
46.125,0.6675000000000001,0.68125,9.25,11.25,80.0,114.75,94.125,106.5,35.125,35.5,32.375,26.75,6.375,8.125
20.272727272727273,0.6218181818181819,0.6318181818181818,14.454545454545455,12.818181818181818,32.81818181818182,60.09090909090909,40.63636363636363,51.54545454545455,17.09090909090909,15.454545454545455,13.727272727272727,11.272727272727273,3.909090909090909,4.090909090909091
28.375,0.7725000000000002,0.89375,14.25,16.3125,29.1875,46.9375,29.1875,29.1875,24.5625,30.5625,18.875,24.1875,6.625,6.5
19.0,0.26,0.77,7.0,16.0,61.0,63.0,61.0,61.0,10.0,33.0,9.0,44.0,2.0,2.0
78.0,0.6,0.9,9.0,24.0,57.0,87.0,57.0,57.0,85.0,90.0,57.0,75.0,5.0,7.0
26.0,0.7712499999999999,0.6862499999999999,18.25,18.375,19.0,44.0,19.0,19.0,20.625,23.375,17.25,18.625,4.5,4.625
50.333333333333336,0.44090909090909086,0.33749999999999997,5.75,5.25,63.75,82.58333333333333,63.75,63.75,55.333333333333336,111.33333333333333,19.916666666666668,24.416666666666668,6.416666666666667,8.25
26.142857142857142,0.5309523809523808,0.5804761904761905,13.333333333333334,14.857142857142858,34.857142857142854,51.95238095238095,34.857142857142854,34.857142857142854,20.333333333333332,18.80952380952381,16.857142857142858,15.0,5.9523809523809526,5.809523809523809
31.615384615384617,0.6092307692307692,0.6207692307692307,12.615384615384615,11.384615384615385,35.92307692307692,74.0,35.92307692307692,35.92307692307692,29.0,28.307692307692307,18.76923076923077,19.307692307692307,6.615384615384615,6.769230769230769
69.2,0.6559999999999999,0.698,9.6,11.6,67.2,105.0,67.2,67.2,60.2,60.6,49.6,50.4,12.6,17.0
18.5,0.42500000000000004,0.435,3.0,3.5,54.0,61.5,54.0,54.0,18.5,21.0,9.5,10.0,3.5,3.5
33.0,0.5754545454545454,0.940909090909091,10.181818181818182,14.636363636363637,59.36363636363637,63.18181818181818,59.36363636363637,59.36363636363637,25.636363636363637,65.18181818181819,21.545454545454547,47.45454545454545,5.636363636363637,8.363636363636363
38.583333333333336,0.6000000000000001,0.5333333333333333,12.416666666666666,10.166666666666666,58.833333333333336,74.41666666666667,58.833333333333336,58.833333333333336,33.166666666666664,24.166666666666668,25.25,17.833333333333332,9.5,10.333333333333334
