date,pollutant,city,high,low,start,end,newdate
20200119,SO2,Tianjin,12,5,6,10,2020/01/19
20200120,SO2,Tianjin,11,4,11,10,2020/01/20
20200121,SO2,Tianjin,26,12,12,13,2020/01/21
20200122,SO2,Tianjin,25,8,10,8,2020/01/22
20200123,SO2,Tianjin,17,7,7,9,2020/01/23
20200124,SO2,Tianjin,14,5,8,5,2020/01/24
20200125,SO2,Tianjin,15,5,5,10,2020/01/25
20200126,SO2,Tianjin,21,7,9,12,2020/01/26
20200127,SO2,Tianjin,19,8,12,12,2020/01/27
20200128,SO2,Tianjin,41,11,11,19,2020/01/28
20200129,SO2,Tianjin,22,6,16,13,2020/01/29
20200130,SO2,Tianjin,35,11,17,13,2020/01/30
20200131,SO2,Tianjin,22,11,14,11,2020/01/31
20200201,SO2,Tianjin,12,4,7,6,2020/02/01
20200202,SO2,Tianjin,8,4,6,4,2020/02/02
20200203,SO2,Tianjin,14,4,4,9,2020/02/03
20200204,SO2,Tianjin,34,6,9,7,2020/02/04
20200205,SO2,Tianjin,8,5,7,5,2020/02/05
20200206,SO2,Tianjin,9,5,5,6,2020/02/06
20200207,SO2,Tianjin,7,5,6,6,2020/02/07
20200208,SO2,Tianjin,13,5,6,13,2020/02/08
20200209,SO2,Tianjin,17,5,15,9,2020/02/09
20200210,SO2,Tianjin,31,6,8,10,2020/02/10
20200211,SO2,Tianjin,19,6,9,8,2020/02/11
20200212,SO2,Tianjin,21,7,8,7,2020/02/12
20200213,SO2,Tianjin,13,7,7,13,2020/02/13
20200214,SO2,Tianjin,10,4,10,5,2020/02/14
20200215,SO2,Tianjin,6,3,5,4,2020/02/15
20200216,SO2,Tianjin,4,3,4,3,2020/02/16
20200217,SO2,Tianjin,8,3,3,8,2020/02/17
20200218,SO2,Tianjin,32,9,9,12,2020/02/18
20200219,SO2,Tianjin,13,5,9,6,2020/02/19
20200220,SO2,Tianjin,14,4,6,5,2020/02/20
20200221,SO2,Tianjin,8,4,5,4,2020/02/21
20200222,SO2,Tianjin,7,4,4,7,2020/02/22
20200223,SO2,Tianjin,21,10,11,10,2020/02/23
20200224,SO2,Tianjin,19,7,10,10,2020/02/24
20200225,SO2,Tianjin,25,9,9,12,2020/02/25
20200226,SO2,Tianjin,23,6,11,6,2020/02/26
20200227,SO2,Tianjin,18,7,7,18,2020/02/27
20200228,SO2,Tianjin,24,5,15,5,2020/02/28
20200301,SO2,Tianjin,5,4,5,5,2020/03/01
20200302,SO2,Tianjin,16,5,5,8,2020/03/02
20200303,SO2,Tianjin,6,3,6,4,2020/03/03
20200304,SO2,Tianjin,6,3,4,6,2020/03/04
20200305,SO2,Tianjin,16,7,10,10,2020/03/05
20200306,SO2,Tianjin,16,6,12,6,2020/03/06
20200307,SO2,Tianjin,12,4,5,4,2020/03/07
20200308,SO2,Tianjin,5,3,4,4,2020/03/08
20200309,SO2,Tianjin,14,4,4,8,2020/03/09
20200310,SO2,Tianjin,12,4,8,5,2020/03/10
20200311,SO2,Tianjin,19,6,6,13,2020/03/11
20200312,SO2,Tianjin,21,6,12,6,2020/03/12
20200313,SO2,Tianjin,10,5,6,10,2020/03/13
20200314,SO2,Tianjin,9,3,9,4,2020/03/14
20200315,SO2,Tianjin,13,4,4,5,2020/03/15
20200316,SO2,Tianjin,16,4,5,8,2020/03/16
20200317,SO2,Tianjin,24,5,8,7,2020/03/17
20200318,SO2,Tianjin,18,3,7,3,2020/03/18
20200319,SO2,Tianjin,6,3,3,6,2020/03/19
20200320,SO2,Tianjin,15,8,8,12,2020/03/20
20200321,SO2,Tianjin,16,5,11,14,2020/03/21
20200322,SO2,Tianjin,16,5,16,10,2020/03/22
20200323,SO2,Tianjin,19,10,11,10,2020/03/23
20200324,SO2,Tianjin,32,9,9,17,2020/03/24
20200325,SO2,Tianjin,30,8,15,8,2020/03/25
20200326,SO2,Tianjin,13,3,9,3,2020/03/26
20200327,SO2,Tianjin,4,3,3,4,2020/03/27
20200328,SO2,Tianjin,9,4,5,9,2020/03/28
20200329,SO2,Tianjin,22,8,8,11,2020/03/29
20200330,SO2,Tianjin,14,6,12,9,2020/03/30
20200331,SO2,Tianjin,11,5,9,10,2020/03/31
20200101,PM10,Tianjin,123,64,64,123,2020/01/01
20200102,PM10,Tianjin,159,93,123,159,2020/01/02
20200103,PM10,Tianjin,235,154,161,227,2020/01/03
20200104,PM10,Tianjin,256,56,224,61,2020/01/04
20200105,PM10,Tianjin,106,44,56,46,2020/01/05
20200106,PM10,Tianjin,95,27,41,63,2020/01/06
20200107,PM10,Tianjin,81,22,56,22,2020/01/07
20200108,PM10,Tianjin,64,9,22,64,2020/01/08
20200109,PM10,Tianjin,168,56,64,71,2020/01/09
20200110,PM10,Tianjin,110,20,72,38,2020/01/10
20200111,PM10,Tianjin,72,10,16,60,2020/01/11
20200112,PM10,Tianjin,66,27,56,60,2020/01/12
20200113,PM10,Tianjin,67,10,67,37,2020/01/13
20200114,PM10,Tianjin,89,19,32,70,2020/01/14
20200115,PM10,Tianjin,233,64,78,233,2020/01/15
20200116,PM10,Tianjin,276,133,242,158,2020/01/16
20200117,PM10,Tianjin,273,67,175,273,2020/01/17
20200118,PM10,Tianjin,311,160,287,162,2020/01/18
20200119,PM10,Tianjin,171,38,171,108,2020/01/19
20200120,PM10,Tianjin,115,9,115,28,2020/01/20
20200121,PM10,Tianjin,126,15,19,121,2020/01/21
20200122,PM10,Tianjin,213,122,124,205,2020/01/22
20200123,PM10,Tianjin,220,18,206,18,2020/01/23
20200124,PM10,Tianjin,103,12,25,14,2020/01/24
20200125,PM10,Tianjin,173,19,19,173,2020/01/25
20200126,PM10,Tianjin,278,162,173,214,2020/01/26
20200127,PM10,Tianjin,254,194,208,233,2020/01/27
20200128,PM10,Tianjin,238,103,238,106,2020/01/28
20200129,PM10,Tianjin,112,21,112,33,2020/01/29
20200130,PM10,Tianjin,48,14,39,15,2020/01/30
20200131,PM10,Tianjin,157,21,21,105,2020/01/31
20200201,PM10,Tianjin,79,13,79,26,2020/02/01
20200202,PM10,Tianjin,42,11,25,29,2020/02/02
20200203,PM10,Tianjin,52,8,8,52,2020/02/03
20200204,PM10,Tianjin,85,16,52,23,2020/02/04
20200205,PM10,Tianjin,45,13,22,19,2020/02/05
20200206,PM10,Tianjin,74,15,16,74,2020/02/06
20200207,PM10,Tianjin,145,64,72,145,2020/02/07
20200208,PM10,Tianjin,178,9,152,61,2020/02/08
20200209,PM10,Tianjin,170,70,70,154,2020/02/09
20200210,PM10,Tianjin,191,139,152,147,2020/02/10
20200211,PM10,Tianjin,140,91,140,92,2020/02/11
20200212,PM10,Tianjin,108,55,89,101,2020/02/12
20200213,PM10,Tianjin,157,63,96,151,2020/02/13
20200214,PM10,Tianjin,130,5,105,5,2020/02/14
20200215,PM10,Tianjin,14,4,5,9,2020/02/15
20200216,PM10,Tianjin,14,4,6,9,2020/02/16
20200217,PM10,Tianjin,25,6,9,25,2020/02/17
20200218,PM10,Tianjin,73,22,29,73,2020/02/18
20200219,PM10,Tianjin,92,56,73,56,2020/02/19
20200220,PM10,Tianjin,93,54,54,84,2020/02/20
20200221,PM10,Tianjin,174,72,82,72,2020/02/21
20200222,PM10,Tianjin,52,9,52,25,2020/02/22
20200223,PM10,Tianjin,129,25,25,109,2020/02/23
20200224,PM10,Tianjin,158,59,114,59,2020/02/24
20200225,PM10,Tianjin,74,40,53,46,2020/02/25
20200226,PM10,Tianjin,58,21,35,21,2020/02/26
20200227,PM10,Tianjin,43,14,14,38,2020/02/27
20200228,PM10,Tianjin,68,36,36,59,2020/02/28
20200301,PM10,Tianjin,91,5,64,23,2020/03/01
20200302,PM10,Tianjin,73,15,27,61,2020/03/02
20200303,PM10,Tianjin,58,14,51,15,2020/03/03
20200304,PM10,Tianjin,34,8,12,31,2020/03/04
20200305,PM10,Tianjin,77,15,23,77,2020/03/05
20200306,PM10,Tianjin,112,71,86,112,2020/03/06
20200307,PM10,Tianjin,102,21,102,25,2020/03/07
20200308,PM10,Tianjin,140,27,27,140,2020/03/08
20200309,PM10,Tianjin,131,4,131,30,2020/03/09
20200310,PM10,Tianjin,48,12,28,47,2020/03/10
20200311,PM10,Tianjin,128,32,42,128,2020/03/11
20200312,PM10,Tianjin,187,45,133,47,2020/03/12
20200313,PM10,Tianjin,78,13,46,78,2020/03/13
20200314,PM10,Tianjin,83,27,69,56,2020/03/14
20200315,PM10,Tianjin,88,38,61,71,2020/03/15
20200316,PM10,Tianjin,117,48,66,117,2020/03/16
20200317,PM10,Tianjin,136,41,114,83,2020/03/17
20200318,PM10,Tianjin,325,73,74,112,2020/03/18
20200319,PM10,Tianjin,80,14,61,61,2020/03/19
20200320,PM10,Tianjin,196,45,53,186,2020/03/20
20200321,PM10,Tianjin,200,57,185,57,2020/03/21
20200322,PM10,Tianjin,87,38,49,85,2020/03/22
20200323,PM10,Tianjin,127,32,89,35,2020/03/23
20200324,PM10,Tianjin,123,40,40,123,2020/03/24
20200325,PM10,Tianjin,124,76,124,84,2020/03/25
20200326,PM10,Tianjin,103,7,87,23,2020/03/26
20200327,PM10,Tianjin,47,11,19,33,2020/03/27
20200328,PM10,Tianjin,59,24,31,55,2020/03/28
20200329,PM10,Tianjin,86,51,58,86,2020/03/29
20200330,PM10,Tianjin,97,42,91,78,2020/03/30
20200331,PM10,Tianjin,95,41,80,82,2020/03/31
20200101,O3,Tianjin,26,5,6,6,2020/01/01
20200102,O3,Tianjin,22,6,6,6,2020/01/02
20200103,O3,Tianjin,23,5,6,6,2020/01/03
20200104,O3,Tianjin,21,5,6,5,2020/01/04
20200105,O3,Tianjin,11,4,4,5,2020/01/05
20200106,O3,Tianjin,22,4,5,4,2020/01/06
20200107,O3,Tianjin,47,4,4,27,2020/01/07
20200108,O3,Tianjin,67,5,32,5,2020/01/08
20200109,O3,Tianjin,62,5,5,7,2020/01/09
20200110,O3,Tianjin,57,5,7,29,2020/01/10
20200111,O3,Tianjin,55,7,46,9,2020/01/11
20200112,O3,Tianjin,48,6,10,7,2020/01/12
20200113,O3,Tianjin,68,7,7,23,2020/01/13
20200114,O3,Tianjin,53,6,28,6,2020/01/14
20200115,O3,Tianjin,84,5,6,31,2020/01/15
20200116,O3,Tianjin,28,6,28,9,2020/01/16
20200117,O3,Tianjin,41,6,8,8,2020/01/17
20200118,O3,Tianjin,30,6,7,8,2020/01/18
20200119,O3,Tianjin,73,6,6,26,2020/01/19
20200120,O3,Tianjin,70,15,22,17,2020/01/20
20200121,O3,Tianjin,41,7,16,7,2020/01/21
20200122,O3,Tianjin,57,5,5,9,2020/01/22
20200123,O3,Tianjin,85,7,7,65,2020/01/23
20200124,O3,Tianjin,80,30,66,60,2020/01/24
20200125,O3,Tianjin,90,17,53,34,2020/01/25
20200126,O3,Tianjin,92,24,35,34,2020/01/26
20200127,O3,Tianjin,113,23,33,51,2020/01/27
20200128,O3,Tianjin,97,33,47,33,2020/01/28
20200129,O3,Tianjin,93,9,31,50,2020/01/29
20200130,O3,Tianjin,104,29,52,40,2020/01/30
20200131,O3,Tianjin,105,20,38,57,2020/01/31
20200201,O3,Tianjin,82,54,60,70,2020/02/01
20200202,O3,Tianjin,77,54,69,54,2020/02/02
20200203,O3,Tianjin,83,42,61,42,2020/02/03
20200204,O3,Tianjin,72,7,35,55,2020/02/04
20200205,O3,Tianjin,66,20,54,58,2020/02/05
20200206,O3,Tianjin,64,22,58,22,2020/02/06
20200207,O3,Tianjin,65,14,19,26,2020/02/07
20200208,O3,Tianjin,82,7,21,46,2020/02/08
20200209,O3,Tianjin,72,19,46,23,2020/02/09
20200210,O3,Tianjin,109,7,16,29,2020/02/10
20200211,O3,Tianjin,68,9,24,14,2020/02/11
20200212,O3,Tianjin,97,8,10,13,2020/02/12
20200213,O3,Tianjin,52,12,12,16,2020/02/13
20200214,O3,Tianjin,63,32,32,63,2020/02/14
20200215,O3,Tianjin,73,58,62,67,2020/02/15
20200216,O3,Tianjin,82,60,68,71,2020/02/16
20200217,O3,Tianjin,79,40,71,40,2020/02/17
20200218,O3,Tianjin,87,8,35,22,2020/02/18
20200219,O3,Tianjin,60,4,16,56,2020/02/19
20200220,O3,Tianjin,57,15,57,15,2020/02/20
20200221,O3,Tianjin,90,8,11,64,2020/02/21
20200222,O3,Tianjin,86,33,73,33,2020/02/22
20200223,O3,Tianjin,101,20,30,20,2020/02/23
20200224,O3,Tianjin,80,5,14,71,2020/02/24
20200225,O3,Tianjin,66,20,66,30,2020/02/25
20200226,O3,Tianjin,67,11,34,56,2020/02/26
20200227,O3,Tianjin,77,21,54,29,2020/02/27
20200228,O3,Tianjin,54,27,31,44,2020/02/28
20200301,O3,Tianjin,80,6,20,40,2020/03/01
20200302,O3,Tianjin,94,6,34,57,2020/03/02
20200303,O3,Tianjin,82,30,61,64,2020/03/03
20200304,O3,Tianjin,84,28,67,31,2020/03/04
20200305,O3,Tianjin,90,23,31,26,2020/03/05
20200306,O3,Tianjin,112,27,38,34,2020/03/06
20200307,O3,Tianjin,125,24,47,55,2020/03/07
20200308,O3,Tianjin,83,42,59,42,2020/03/08
20200309,O3,Tianjin,62,9,34,20,2020/03/09
20200310,O3,Tianjin,81,12,19,12,2020/03/10
20200311,O3,Tianjin,103,5,8,31,2020/03/11
20200312,O3,Tianjin,74,13,35,49,2020/03/12
20200313,O3,Tianjin,90,15,38,58,2020/03/13
20200314,O3,Tianjin,92,15,57,46,2020/03/14
20200315,O3,Tianjin,94,22,39,73,2020/03/15
20200316,O3,Tianjin,96,13,73,13,2020/03/16
20200317,O3,Tianjin,119,6,10,69,2020/03/17
20200318,O3,Tianjin,110,39,65,83,2020/03/18
20200319,O3,Tianjin,95,40,79,44,2020/03/19
20200320,O3,Tianjin,95,13,43,13,2020/03/20
20200321,O3,Tianjin,90,11,12,26,2020/03/21
20200322,O3,Tianjin,122,14,28,66,2020/03/22
20200323,O3,Tianjin,95,14,60,59,2020/03/23
20200324,O3,Tianjin,114,16,48,67,2020/03/24
20200325,O3,Tianjin,148,16,47,57,2020/03/25
20200326,O3,Tianjin,71,21,42,69,2020/03/26
20200327,O3,Tianjin,87,52,67,65,2020/03/27
20200328,O3,Tianjin,97,21,60,32,2020/03/28
20200329,O3,Tianjin,116,17,28,49,2020/03/29
20200330,O3,Tianjin,127,48,50,79,2020/03/30
20200331,O3,Tianjin,113,51,77,54,2020/03/31
20200101,CO,Tianjin,1.46,0.71,0.71,1.44,2020/01/01
20200102,CO,Tianjin,2.24,1.05,1.49,1.62,2020/01/02
20200103,CO,Tianjin,2.99,1.68,1.68,2.97,2020/01/03
20200104,CO,Tianjin,3.28,1.31,3.01,1.31,2020/01/04
20200105,CO,Tianjin,2.16,0.99,1.21,1.49,2020/01/05
20200106,CO,Tianjin,2.64,1.16,1.39,1.48,2020/01/06
20200107,CO,Tianjin,2.51,0.44,1.41,0.44,2020/01/07
20200108,CO,Tianjin,0.89,0.3,0.41,0.89,2020/01/08
20200109,CO,Tianjin,2.3,0.89,0.89,1.13,2020/01/09
20200110,CO,Tianjin,1.71,0.54,1.14,0.81,2020/01/10
20200111,CO,Tianjin,1.39,0.32,0.46,1.07,2020/01/11
20200112,CO,Tianjin,0.97,0.54,0.97,0.87,2020/01/12
20200113,CO,Tianjin,0.79,0.34,0.79,0.52,2020/01/13
20200114,CO,Tianjin,1.85,0.41,0.49,1.04,2020/01/14
20200115,CO,Tianjin,2.4,1.07,1.11,2.4,2020/01/15
20200116,CO,Tianjin,2.98,2.06,2.46,2.18,2020/01/16
20200117,CO,Tianjin,3.09,1.76,2.28,2.73,2020/01/17
20200118,CO,Tianjin,3.66,1.99,3.09,2.08,2020/01/18
20200119,CO,Tianjin,2.21,0.45,2.16,1.26,2020/01/19
20200120,CO,Tianjin,1.3,0.31,1.3,0.65,2020/01/20
20200121,CO,Tianjin,1.88,0.78,0.85,1.88,2020/01/21
20200122,CO,Tianjin,2.39,1.81,1.94,2.23,2020/01/22
20200123,CO,Tianjin,2.43,0.62,2.2,0.62,2020/01/23
20200124,CO,Tianjin,0.92,0.4,0.51,0.45,2020/01/24
20200125,CO,Tianjin,1,0.5,0.5,1,2020/01/25
20200126,CO,Tianjin,2.2,0.98,1,1.66,2020/01/26
20200127,CO,Tianjin,2.24,1.66,1.66,2.11,2020/01/27
20200128,CO,Tianjin,2.85,1.84,2.16,1.89,2020/01/28
20200129,CO,Tianjin,1.88,0.62,1.88,1.04,2020/01/29
20200130,CO,Tianjin,2.58,0.61,1.18,0.68,2020/01/30
20200131,CO,Tianjin,1.94,0.74,0.74,1.52,2020/01/31
20200201,CO,Tianjin,1.07,0.42,1.07,0.42,2020/02/01
20200202,CO,Tianjin,0.66,0.4,0.41,0.53,2020/02/02
20200203,CO,Tianjin,0.84,0.41,0.44,0.8,2020/02/03
20200204,CO,Tianjin,4.38,0.45,0.85,0.45,2020/02/04
20200205,CO,Tianjin,0.84,0.34,0.42,0.4,2020/02/05
20200206,CO,Tianjin,1.45,0.37,0.4,1.45,2020/02/06
20200207,CO,Tianjin,1.39,0.9,1.37,1.39,2020/02/07
20200208,CO,Tianjin,1.66,0.56,1.4,1.28,2020/02/08
20200209,CO,Tianjin,2.19,1.36,1.43,2.19,2020/02/09
20200210,CO,Tianjin,2.44,1.63,2.28,1.66,2020/02/10
20200211,CO,Tianjin,1.96,1.44,1.68,1.46,2020/02/11
20200212,CO,Tianjin,1.61,0.76,1.47,1.61,2020/02/12
20200213,CO,Tianjin,2.67,1.03,1.46,2.53,2020/02/13
20200214,CO,Tianjin,1.65,0.51,1.65,0.54,2020/02/14
20200215,CO,Tianjin,0.58,0.31,0.58,0.31,2020/02/15
20200216,CO,Tianjin,0.39,0.3,0.32,0.32,2020/02/16
20200217,CO,Tianjin,0.57,0.32,0.32,0.57,2020/02/17
20200218,CO,Tianjin,1.25,0.58,0.58,0.96,2020/02/18
20200219,CO,Tianjin,1.63,0.94,1.02,0.94,2020/02/19
20200220,CO,Tianjin,1.28,0.94,0.99,0.99,2020/02/20
20200221,CO,Tianjin,1.38,0.4,1.02,0.4,2020/02/21
20200222,CO,Tianjin,0.52,0.28,0.3,0.52,2020/02/22
20200223,CO,Tianjin,1.16,0.46,0.46,1.14,2020/02/23
20200224,CO,Tianjin,2.08,0.69,1.23,0.83,2020/02/24
20200225,CO,Tianjin,1.42,0.56,0.81,0.56,2020/02/25
20200226,CO,Tianjin,1.15,0.36,0.5,0.36,2020/02/26
20200227,CO,Tianjin,0.79,0.34,0.34,0.63,2020/02/27
20200228,CO,Tianjin,1.16,0.66,0.66,0.99,2020/02/28
20200301,CO,Tianjin,1.31,0.31,1.12,0.46,2020/03/01
20200302,CO,Tianjin,1.1,0.47,0.48,1.01,2020/03/02
20200303,CO,Tianjin,1.19,0.28,0.84,0.31,2020/03/03
20200304,CO,Tianjin,0.43,0.28,0.3,0.41,2020/03/04
20200305,CO,Tianjin,0.99,0.44,0.49,0.84,2020/03/05
20200306,CO,Tianjin,1.14,0.76,0.85,1.04,2020/03/06
20200307,CO,Tianjin,1.63,0.85,1.03,0.85,2020/03/07
20200308,CO,Tianjin,1.69,0.89,0.89,1.69,2020/03/08
20200309,CO,Tianjin,2.49,0.9,1.68,0.95,2020/03/09
20200310,CO,Tianjin,1.14,0.27,0.95,0.52,2020/03/10
20200311,CO,Tianjin,0.97,0.52,0.54,0.83,2020/03/11
20200312,CO,Tianjin,1.91,0.39,0.77,0.39,2020/03/12
20200313,CO,Tianjin,0.73,0.36,0.44,0.64,2020/03/13
20200314,CO,Tianjin,0.81,0.29,0.66,0.39,2020/03/14
20200315,CO,Tianjin,0.85,0.39,0.39,0.44,2020/03/15
20200316,CO,Tianjin,0.86,0.37,0.41,0.86,2020/03/16
20200317,CO,Tianjin,1.13,0.38,0.82,0.52,2020/03/17
20200318,CO,Tianjin,1.01,0.3,0.53,0.3,2020/03/18
20200319,CO,Tianjin,0.52,0.3,0.3,0.52,2020/03/19
20200320,CO,Tianjin,1.01,0.47,0.56,0.96,2020/03/20
20200321,CO,Tianjin,1.24,0.44,1.01,0.89,2020/03/21
20200322,CO,Tianjin,0.94,0.5,0.94,0.83,2020/03/22
20200323,CO,Tianjin,1.07,0.54,0.86,0.57,2020/03/23
20200324,CO,Tianjin,1.42,0.62,0.62,1.37,2020/03/24
20200325,CO,Tianjin,1.27,0.76,1.27,0.76,2020/03/25
20200326,CO,Tianjin,1.5,0.22,0.81,0.22,2020/03/26
20200327,CO,Tianjin,0.42,0.22,0.23,0.42,2020/03/27
20200328,CO,Tianjin,0.76,0.29,0.44,0.47,2020/03/28
20200329,CO,Tianjin,0.74,0.44,0.47,0.73,2020/03/29
20200330,CO,Tianjin,0.69,0.41,0.67,0.61,2020/03/30
20200331,CO,Tianjin,0.85,0.44,0.56,0.71,2020/03/31
20200101,NO2,Nanjing,74,42,54,65,2020/01/01
20200102,NO2,Nanjing,71,53,71,53,2020/01/02
20200103,NO2,Nanjing,56,26,51,56,2020/01/03
20200104,NO2,Nanjing,103,53,56,77,2020/01/04
20200105,NO2,Nanjing,69,37,64,45,2020/01/05
20200106,NO2,Nanjing,61,42,46,43,2020/01/06
20200107,NO2,Nanjing,50,30,43,30,2020/01/07
20200108,NO2,Nanjing,56,21,33,33,2020/01/08
20200109,NO2,Nanjing,68,26,34,60,2020/01/09
20200110,NO2,Nanjing,53,32,53,32,2020/01/10
20200111,NO2,Nanjing,42,21,28,42,2020/01/11
20200112,NO2,Nanjing,81,31,45,81,2020/01/12
20200113,NO2,Nanjing,102,56,80,97,2020/01/13
20200114,NO2,Nanjing,95,35,95,72,2020/01/14
20200115,NO2,Nanjing,73,30,73,31,2020/01/15
20200116,NO2,Nanjing,44,24,31,25,2020/01/16
20200117,NO2,Nanjing,51,20,21,45,2020/01/17
20200118,NO2,Nanjing,57,27,39,56,2020/01/18
20200119,NO2,Nanjing,78,24,58,78,2020/01/19
20200120,NO2,Nanjing,91,31,80,76,2020/01/20
20200121,NO2,Nanjing,84,37,84,45,2020/01/21
20200122,NO2,Nanjing,62,26,62,26,2020/01/22
20200123,NO2,Nanjing,33,13,25,21,2020/01/23
20200124,NO2,Nanjing,22,12,21,12,2020/01/24
20200125,NO2,Nanjing,20,8,11,13,2020/01/25
20200126,NO2,Nanjing,23,8,11,12,2020/01/26
20200127,NO2,Nanjing,23,10,11,17,2020/01/27
20200128,NO2,Nanjing,24,13,16,19,2020/01/28
20200129,NO2,Nanjing,23,12,17,20,2020/01/29
20200130,NO2,Nanjing,35,14,20,35,2020/01/30
20200131,NO2,Nanjing,57,21,38,48,2020/01/31
20200201,NO2,Nanjing,42,12,42,21,2020/02/01
20200202,NO2,Nanjing,54,14,20,54,2020/02/02
20200203,NO2,Nanjing,75,19,57,23,2020/02/03
20200204,NO2,Nanjing,35,15,21,29,2020/02/04
20200205,NO2,Nanjing,51,13,28,13,2020/02/05
20200206,NO2,Nanjing,19,11,13,13,2020/02/06
20200207,NO2,Nanjing,33,13,13,28,2020/02/07
20200208,NO2,Nanjing,29,16,22,24,2020/02/08
20200209,NO2,Nanjing,35,11,24,33,2020/02/09
20200210,NO2,Nanjing,34,13,34,31,2020/02/10
20200211,NO2,Nanjing,36,15,26,36,2020/02/11
20200212,NO2,Nanjing,62,17,37,39,2020/02/12
20200213,NO2,Nanjing,33,16,33,16,2020/02/13
20200214,NO2,Nanjing,40,12,15,40,2020/02/14
20200215,NO2,Nanjing,45,12,43,12,2020/02/15
20200216,NO2,Nanjing,16,9,13,14,2020/02/16
20200217,NO2,Nanjing,26,7,15,26,2020/02/17
20200218,NO2,Nanjing,38,14,31,24,2020/02/18
20200219,NO2,Nanjing,31,18,23,30,2020/02/19
20200220,NO2,Nanjing,49,14,29,33,2020/02/20
20200221,NO2,Nanjing,48,14,26,34,2020/02/21
20200222,NO2,Nanjing,49,18,29,49,2020/02/22
20200223,NO2,Nanjing,49,19,49,26,2020/02/23
20200224,NO2,Nanjing,60,22,25,53,2020/02/24
20200225,NO2,Nanjing,63,24,50,24,2020/02/25
20200226,NO2,Nanjing,25,13,17,25,2020/02/26
20200227,NO2,Nanjing,40,20,26,35,2020/02/27
20200228,NO2,Nanjing,43,17,30,27,2020/02/28
20200301,NO2,Nanjing,31,18,31,22,2020/03/01
20200302,NO2,Nanjing,35,19,20,30,2020/03/02
20200303,NO2,Nanjing,46,26,28,33,2020/03/03
20200304,NO2,Nanjing,51,24,34,32,2020/03/04
20200305,NO2,Nanjing,37,18,26,34,2020/03/05
20200306,NO2,Nanjing,47,25,29,41,2020/03/06
20200307,NO2,Nanjing,65,20,41,65,2020/03/07
20200308,NO2,Nanjing,61,23,61,26,2020/03/08
20200309,NO2,Nanjing,39,19,25,19,2020/03/09
20200310,NO2,Nanjing,52,17,19,52,2020/03/10
20200311,NO2,Nanjing,71,22,63,41,2020/03/11
20200312,NO2,Nanjing,62,23,37,62,2020/03/12
20200313,NO2,Nanjing,72,21,72,24,2020/03/13
20200314,NO2,Nanjing,66,15,21,66,2020/03/14
20200315,NO2,Nanjing,81,13,75,81,2020/03/15
20200316,NO2,Nanjing,87,21,84,44,2020/03/16
20200317,NO2,Nanjing,103,14,44,103,2020/03/17
20200318,NO2,Nanjing,102,17,97,81,2020/03/18
20200319,NO2,Nanjing,90,13,77,90,2020/03/19
20200320,NO2,Nanjing,90,26,82,89,2020/03/20
20200321,NO2,Nanjing,91,15,90,39,2020/03/21
20200322,NO2,Nanjing,46,19,44,42,2020/03/22
20200323,NO2,Nanjing,76,20,40,76,2020/03/23
20200324,NO2,Nanjing,80,18,80,33,2020/03/24
20200325,NO2,Nanjing,77,32,32,67,2020/03/25
20200326,NO2,Nanjing,72,18,63,18,2020/03/26
20200327,NO2,Nanjing,20,12,18,20,2020/03/27
20200328,NO2,Nanjing,49,10,21,49,2020/03/28
20200329,NO2,Nanjing,53,19,52,23,2020/03/29
20200330,NO2,Nanjing,57,23,23,57,2020/03/30
20200331,NO2,Nanjing,66,35,53,55,2020/03/31
20200101,PM2_5,Nanjing,43,29,31,39,2020/01/01
20200102,PM2_5,Nanjing,56,35,35,46,2020/01/02
20200103,PM2_5,Nanjing,60,27,51,60,2020/01/03
20200104,PM2_5,Nanjing,131,56,61,126,2020/01/04
20200105,PM2_5,Nanjing,130,31,129,31,2020/01/05
20200106,PM2_5,Nanjing,55,17,29,19,2020/01/06
20200107,PM2_5,Nanjing,35,7,20,35,2020/01/07
20200108,PM2_5,Nanjing,52,35,43,36,2020/01/08
20200109,PM2_5,Nanjing,44,12,33,40,2020/01/09
20200110,PM2_5,Nanjing,39,16,36,17,2020/01/10
20200111,PM2_5,Nanjing,52,12,16,52,2020/01/11
20200112,PM2_5,Nanjing,151,53,53,117,2020/01/12
20200113,PM2_5,Nanjing,145,96,115,145,2020/01/13
20200114,PM2_5,Nanjing,165,105,146,109,2020/01/14
20200115,PM2_5,Nanjing,105,25,105,25,2020/01/15
20200116,PM2_5,Nanjing,24,8,20,24,2020/01/16
20200117,PM2_5,Nanjing,69,26,26,59,2020/01/17
20200118,PM2_5,Nanjing,77,51,54,74,2020/01/18
20200119,PM2_5,Nanjing,107,69,74,88,2020/01/19
20200120,PM2_5,Nanjing,110,67,93,73,2020/01/20
20200121,PM2_5,Nanjing,151,68,68,112,2020/01/21
20200122,PM2_5,Nanjing,122,12,121,12,2020/01/22
20200123,PM2_5,Nanjing,31,12,13,26,2020/01/23
20200124,PM2_5,Nanjing,102,24,24,32,2020/01/24
20200125,PM2_5,Nanjing,31,12,24,23,2020/01/25
20200126,PM2_5,Nanjing,41,10,16,14,2020/01/26
20200127,PM2_5,Nanjing,73,8,12,52,2020/01/27
20200128,PM2_5,Nanjing,82,52,54,52,2020/01/28
20200129,PM2_5,Nanjing,66,43,48,66,2020/01/29
