date,pollutant,city,high,low,start,end,newdate
20200101,NO2,Beijing,62,36,53,62,2020/01/01
20200102,NO2,Beijing,78,55,60,76,2020/01/02
20200103,NO2,Beijing,79,46,73,79,2020/01/03
20200104,NO2,Beijing,80,28,80,76,2020/01/04
20200105,NO2,Beijing,79,32,78,63,2020/01/05
20200106,NO2,Beijing,63,33,63,33,2020/01/06
20200107,NO2,Beijing,32,16,24,17,2020/01/07
20200108,NO2,Beijing,67,12,18,66,2020/01/08
20200109,NO2,Beijing,71,29,63,70,2020/01/09
20200110,NO2,Beijing,71,12,71,17,2020/01/10
20200111,NO2,Beijing,50,15,18,50,2020/01/11
20200112,NO2,Beijing,52,19,49,20,2020/01/12
20200113,NO2,Beijing,23,9,22,19,2020/01/13
20200114,NO2,Beijing,52,17,20,49,2020/01/14
20200115,NO2,Beijing,74,40,50,72,2020/01/15
20200116,NO2,Beijing,73,20,73,68,2020/01/16
20200117,NO2,Beijing,83,47,69,83,2020/01/17
20200118,NO2,Beijing,80,18,80,18,2020/01/18
20200119,NO2,Beijing,52,10,14,10,2020/01/19
20200120,NO2,Beijing,32,7,11,32,2020/01/20
20200121,NO2,Beijing,60,28,34,60,2020/01/21
20200122,NO2,Beijing,68,35,53,61,2020/01/22
20200123,NO2,Beijing,61,10,59,29,2020/01/23
20200124,NO2,Beijing,29,13,26,24,2020/01/24
20200125,NO2,Beijing,50,20,25,49,2020/01/25
20200126,NO2,Beijing,50,26,45,50,2020/01/26
20200127,NO2,Beijing,48,30,48,43,2020/01/27
20200128,NO2,Beijing,49,30,38,49,2020/01/28
20200129,NO2,Beijing,54,9,47,35,2020/01/29
20200130,NO2,Beijing,44,15,31,29,2020/01/30
20200131,NO2,Beijing,49,9,29,10,2020/01/31
20200201,NO2,Beijing,18,4,9,18,2020/02/01
20200202,NO2,Beijing,18,3,18,4,2020/02/02
20200203,NO2,Beijing,35,4,4,35,2020/02/03
20200204,NO2,Beijing,34,4,34,17,2020/02/04
20200205,NO2,Beijing,24,13,19,13,2020/02/05
20200206,NO2,Beijing,38,12,13,38,2020/02/06
20200207,NO2,Beijing,47,26,37,47,2020/02/07
20200208,NO2,Beijing,53,12,49,29,2020/02/08
20200209,NO2,Beijing,56,29,29,56,2020/02/09
20200210,NO2,Beijing,64,36,58,64,2020/02/10
20200211,NO2,Beijing,71,41,61,54,2020/02/11
20200212,NO2,Beijing,62,26,57,61,2020/02/12
20200213,NO2,Beijing,67,27,67,48,2020/02/13
20200214,NO2,Beijing,44,8,44,8,2020/02/14
20200215,NO2,Beijing,7,3,7,4,2020/02/15
20200216,NO2,Beijing,8,3,4,4,2020/02/16
20200217,NO2,Beijing,31,4,5,31,2020/02/17
20200218,NO2,Beijing,51,14,39,51,2020/02/18
20200219,NO2,Beijing,53,28,53,28,2020/02/19
20200220,NO2,Beijing,37,24,26,31,2020/02/20
20200221,NO2,Beijing,37,5,31,5,2020/02/21
20200222,NO2,Beijing,22,5,5,22,2020/02/22
20200223,NO2,Beijing,54,20,21,54,2020/02/23
20200224,NO2,Beijing,58,21,58,21,2020/02/24
20200225,NO2,Beijing,39,17,17,27,2020/02/25
20200226,NO2,Beijing,28,16,23,26,2020/02/26
20200227,NO2,Beijing,32,15,27,29,2020/02/27
20200228,NO2,Beijing,33,19,29,30,2020/02/28
20200301,NO2,Beijing,42,4,39,22,2020/03/01
20200302,NO2,Beijing,44,18,26,22,2020/03/02
20200303,NO2,Beijing,23,4,21,6,2020/03/03
20200304,NO2,Beijing,26,3,6,26,2020/03/04
20200305,NO2,Beijing,48,12,27,48,2020/03/05
20200306,NO2,Beijing,67,28,57,31,2020/03/06
20200307,NO2,Beijing,31,8,31,25,2020/03/07
20200308,NO2,Beijing,38,22,25,35,2020/03/08
20200309,NO2,Beijing,36,11,36,29,2020/03/09
20200310,NO2,Beijing,33,4,33,26,2020/03/10
20200311,NO2,Beijing,72,28,31,70,2020/03/11
20200312,NO2,Beijing,68,5,68,7,2020/03/12
20200313,NO2,Beijing,31,5,7,31,2020/03/13
20200314,NO2,Beijing,36,3,36,7,2020/03/14
20200315,NO2,Beijing,22,3,10,16,2020/03/15
20200316,NO2,Beijing,45,14,14,45,2020/03/16
20200317,NO2,Beijing,53,11,53,32,2020/03/17
20200318,NO2,Beijing,59,3,31,5,2020/03/18
20200319,NO2,Beijing,32,3,6,32,2020/03/19
20200320,NO2,Beijing,57,16,36,41,2020/03/20
20200321,NO2,Beijing,34,14,24,29,2020/03/21
20200322,NO2,Beijing,44,11,25,34,2020/03/22
20200323,NO2,Beijing,51,12,47,22,2020/03/23
20200324,NO2,Beijing,55,26,26,53,2020/03/24
20200325,NO2,Beijing,82,27,57,31,2020/03/25
20200326,NO2,Beijing,32,4,31,12,2020/03/26
20200327,NO2,Beijing,21,3,11,7,2020/03/27
20200328,NO2,Beijing,37,6,11,25,2020/03/28
20200329,NO2,Beijing,52,18,30,50,2020/03/29
20200330,NO2,Beijing,56,21,52,39,2020/03/30
20200331,NO2,Beijing,42,15,42,15,2020/03/31
20200101,PM2_5,Beijing,48,24,31,48,2020/01/01
20200102,PM2_5,Beijing,69,40,47,69,2020/01/02
20200103,PM2_5,Beijing,77,32,66,77,2020/01/03
20200104,PM2_5,Beijing,77,20,77,54,2020/01/04
20200105,PM2_5,Beijing,87,53,64,61,2020/01/05
20200106,PM2_5,Beijing,70,30,61,30,2020/01/06
20200107,PM2_5,Beijing,18,9,17,11,2020/01/07
20200108,PM2_5,Beijing,37,7,10,31,2020/01/08
20200109,PM2_5,Beijing,70,18,28,70,2020/01/09
20200110,PM2_5,Beijing,67,9,67,10,2020/01/10
20200111,PM2_5,Beijing,16,7,9,16,2020/01/11
20200112,PM2_5,Beijing,28,13,17,14,2020/01/12
20200113,PM2_5,Beijing,14,8,14,11,2020/01/13
20200114,PM2_5,Beijing,29,10,11,29,2020/01/14
20200115,PM2_5,Beijing,83,24,32,83,2020/01/15
20200116,PM2_5,Beijing,115,15,99,64,2020/01/16
20200117,PM2_5,Beijing,143,48,63,143,2020/01/17
20200118,PM2_5,Beijing,234,51,167,51,2020/01/18
20200119,PM2_5,Beijing,53,6,35,6,2020/01/19
20200120,PM2_5,Beijing,24,4,4,24,2020/01/20
20200121,PM2_5,Beijing,58,25,25,58,2020/01/21
20200122,PM2_5,Beijing,88,52,53,88,2020/01/22
20200123,PM2_5,Beijing,120,18,86,120,2020/01/23
20200124,PM2_5,Beijing,120,46,120,110,2020/01/24
20200125,PM2_5,Beijing,200,105,106,170,2020/01/25
20200126,PM2_5,Beijing,207,85,166,206,2020/01/26
20200127,PM2_5,Beijing,206,138,206,161,2020/01/27
20200128,PM2_5,Beijing,210,134,162,210,2020/01/28
20200129,PM2_5,Beijing,199,21,199,42,2020/01/29
20200130,PM2_5,Beijing,59,34,53,53,2020/01/30
20200131,PM2_5,Beijing,73,6,53,6,2020/01/31
20200201,PM2_5,Beijing,32,5,5,32,2020/02/01
20200202,PM2_5,Beijing,53,3,39,3,2020/02/02
20200203,PM2_5,Beijing,41,3,4,40,2020/02/03
20200204,PM2_5,Beijing,36,3,35,8,2020/02/04
20200205,PM2_5,Beijing,53,9,11,18,2020/02/05
20200206,PM2_5,Beijing,64,18,18,64,2020/02/06
20200207,PM2_5,Beijing,91,56,66,90,2020/02/07
20200208,PM2_5,Beijing,109,16,90,103,2020/02/08
20200209,PM2_5,Beijing,164,82,107,157,2020/02/09
20200210,PM2_5,Beijing,153,98,153,152,2020/02/10
20200211,PM2_5,Beijing,227,136,149,193,2020/02/11
20200212,PM2_5,Beijing,227,185,203,227,2020/02/12
20200213,PM2_5,Beijing,249,156,231,176,2020/02/13
20200214,PM2_5,Beijing,168,9,168,12,2020/02/14
20200215,PM2_5,Beijing,9,3,9,3,2020/02/15
20200216,PM2_5,Beijing,6,3,3,3,2020/02/16
20200217,PM2_5,Beijing,14,3,4,14,2020/02/17
20200218,PM2_5,Beijing,28,10,14,28,2020/02/18
20200219,PM2_5,Beijing,116,25,27,116,2020/02/19
20200220,PM2_5,Beijing,121,99,111,118,2020/02/20
20200221,PM2_5,Beijing,144,6,118,6,2020/02/21
20200222,PM2_5,Beijing,15,5,7,15,2020/02/22
20200223,PM2_5,Beijing,63,17,17,63,2020/02/23
20200224,PM2_5,Beijing,86,40,63,40,2020/02/24
20200225,PM2_5,Beijing,64,30,31,49,2020/02/25
20200226,PM2_5,Beijing,48,27,30,48,2020/02/26
20200227,PM2_5,Beijing,41,22,41,36,2020/02/27
20200228,PM2_5,Beijing,113,38,38,113,2020/02/28
20200301,PM2_5,Beijing,54,5,54,7,2020/03/01
20200302,PM2_5,Beijing,54,7,9,49,2020/03/02
20200303,PM2_5,Beijing,57,4,51,6,2020/03/03
20200304,PM2_5,Beijing,23,5,6,23,2020/03/04
20200305,PM2_5,Beijing,59,23,25,58,2020/03/05
20200306,PM2_5,Beijing,111,58,59,101,2020/03/06
20200307,PM2_5,Beijing,140,16,100,140,2020/03/07
20200308,PM2_5,Beijing,126,83,126,90,2020/03/08
20200309,PM2_5,Beijing,84,27,84,29,2020/03/09
20200310,PM2_5,Beijing,28,5,28,9,2020/03/10
20200311,PM2_5,Beijing,53,8,8,53,2020/03/11
20200312,PM2_5,Beijing,53,3,51,4,2020/03/12
20200313,PM2_5,Beijing,33,2,3,33,2020/03/13
20200314,PM2_5,Beijing,31,3,31,5,2020/03/14
20200315,PM2_5,Beijing,19,4,5,16,2020/03/15
20200316,PM2_5,Beijing,42,15,17,42,2020/03/16
20200317,PM2_5,Beijing,40,17,40,36,2020/03/17
20200318,PM2_5,Beijing,64,4,38,6,2020/03/18
20200319,PM2_5,Beijing,22,4,5,22,2020/03/19
20200320,PM2_5,Beijing,43,18,23,26,2020/03/20
20200321,PM2_5,Beijing,43,5,11,22,2020/03/21
20200322,PM2_5,Beijing,44,17,22,41,2020/03/22
20200323,PM2_5,Beijing,45,11,45,24,2020/03/23
20200324,PM2_5,Beijing,95,21,21,95,2020/03/24
20200325,PM2_5,Beijing,182,62,100,62,2020/03/25
20200326,PM2_5,Beijing,64,3,63,5,2020/03/26
20200327,PM2_5,Beijing,8,3,6,4,2020/03/27
20200328,PM2_5,Beijing,23,3,4,23,2020/03/28
20200329,PM2_5,Beijing,73,25,25,73,2020/03/29
20200330,PM2_5,Beijing,78,57,74,76,2020/03/30
20200331,PM2_5,Beijing,89,35,66,35,2020/03/31
20200101,SO2,Beijing,12,3,5,8,2020/01/01
20200102,SO2,Beijing,11,4,9,7,2020/01/02
20200103,SO2,Beijing,12,4,7,8,2020/01/03
20200104,SO2,Beijing,11,4,8,8,2020/01/04
20200105,SO2,Beijing,12,2,8,2,2020/01/05
20200106,SO2,Beijing,5,2,3,5,2020/01/06
20200107,SO2,Beijing,5,3,5,3,2020/01/07
20200108,SO2,Beijing,5,2,3,5,2020/01/08
20200109,SO2,Beijing,11,4,4,6,2020/01/09
20200110,SO2,Beijing,11,3,6,4,2020/01/10
20200111,SO2,Beijing,4,2,4,3,2020/01/11
20200112,SO2,Beijing,12,4,4,5,2020/01/12
20200113,SO2,Beijing,5,3,5,4,2020/01/13
20200114,SO2,Beijing,6,3,4,3,2020/01/14
20200115,SO2,Beijing,14,3,3,7,2020/01/15
20200116,SO2,Beijing,12,4,7,12,2020/01/16
20200117,SO2,Beijing,18,6,13,11,2020/01/17
20200118,SO2,Beijing,10,2,10,3,2020/01/18
20200119,SO2,Beijing,4,1,2,2,2020/01/19
20200120,SO2,Beijing,3,1,2,2,2020/01/20
20200121,SO2,Beijing,10,3,3,6,2020/01/21
20200122,SO2,Beijing,13,4,5,6,2020/01/22
20200123,SO2,Beijing,12,3,6,7,2020/01/23
20200124,SO2,Beijing,8,4,6,7,2020/01/24
20200125,SO2,Beijing,13,5,6,5,2020/01/25
20200126,SO2,Beijing,23,3,5,9,2020/01/26
20200127,SO2,Beijing,15,5,11,5,2020/01/27
20200128,SO2,Beijing,27,6,6,12,2020/01/28
20200129,SO2,Beijing,14,4,13,4,2020/01/29
20200130,SO2,Beijing,9,3,4,3,2020/01/30
20200131,SO2,Beijing,10,2,3,3,2020/01/31
20200201,SO2,Beijing,4,2,2,4,2020/02/01
20200202,SO2,Beijing,4,1,4,2,2020/02/02
20200203,SO2,Beijing,2,2,2,2,2020/02/03
20200204,SO2,Beijing,3,2,2,3,2020/02/04
20200205,SO2,Beijing,7,2,3,2,2020/02/05
20200206,SO2,Beijing,7,1,2,3,2020/02/06
20200207,SO2,Beijing,6,2,3,2,2020/02/07
20200208,SO2,Beijing,7,2,2,4,2020/02/08
20200209,SO2,Beijing,8,2,3,3,2020/02/09
20200210,SO2,Beijing,6,2,3,3,2020/02/10
20200211,SO2,Beijing,21,2,4,2,2020/02/11
20200212,SO2,Beijing,9,2,3,2,2020/02/12
20200213,SO2,Beijing,6,2,2,3,2020/02/13
20200214,SO2,Beijing,3,2,3,2,2020/02/14
20200215,SO2,Beijing,3,2,3,2,2020/02/15
20200216,SO2,Beijing,3,2,2,2,2020/02/16
20200217,SO2,Beijing,2,1,2,2,2020/02/17
20200218,SO2,Beijing,5,2,2,2,2020/02/18
20200219,SO2,Beijing,30,2,2,4,2020/02/19
20200220,SO2,Beijing,17,2,4,2,2020/02/20
20200221,SO2,Beijing,5,2,2,2,2020/02/21
20200222,SO2,Beijing,3,2,2,2,2020/02/22
20200223,SO2,Beijing,7,2,3,5,2020/02/23
20200224,SO2,Beijing,16,3,5,7,2020/02/24
20200225,SO2,Beijing,14,7,7,7,2020/02/25
20200226,SO2,Beijing,9,3,6,4,2020/02/26
20200227,SO2,Beijing,5,2,5,4,2020/02/27
20200228,SO2,Beijing,6,2,4,2,2020/02/28
20200301,SO2,Beijing,3,2,2,2,2020/03/01
20200302,SO2,Beijing,6,1,3,2,2020/03/02
20200303,SO2,Beijing,3,2,3,2,2020/03/03
20200304,SO2,Beijing,4,2,2,2,2020/03/04
20200305,SO2,Beijing,6,2,2,4,2020/03/05
20200306,SO2,Beijing,8,2,4,3,2020/03/06
20200307,SO2,Beijing,4,2,3,3,2020/03/07
20200308,SO2,Beijing,3,2,3,3,2020/03/08
20200309,SO2,Beijing,3,2,3,3,2020/03/09
20200310,SO2,Beijing,3,2,3,2,2020/03/10
20200311,SO2,Beijing,7,2,2,4,2020/03/11
20200312,SO2,Beijing,5,2,4,2,2020/03/12
20200313,SO2,Beijing,4,2,2,4,2020/03/13
20200314,SO2,Beijing,4,2,4,2,2020/03/14
20200315,SO2,Beijing,3,2,2,2,2020/03/15
20200316,SO2,Beijing,4,2,2,2,2020/03/16
20200317,SO2,Beijing,3,2,2,3,2020/03/17
20200318,SO2,Beijing,24,2,3,3,2020/03/18
20200319,SO2,Beijing,3,2,2,3,2020/03/19
20200320,SO2,Beijing,6,3,3,3,2020/03/20
20200321,SO2,Beijing,13,2,2,4,2020/03/21
20200322,SO2,Beijing,5,2,4,4,2020/03/22
20200323,SO2,Beijing,9,2,4,4,2020/03/23
20200324,SO2,Beijing,22,5,5,8,2020/03/24
20200325,SO2,Beijing,19,7,7,10,2020/03/25
20200326,SO2,Beijing,10,2,10,2,2020/03/26
20200327,SO2,Beijing,3,2,2,2,2020/03/27
20200328,SO2,Beijing,3,2,2,3,2020/03/28
20200329,SO2,Beijing,11,3,3,8,2020/03/29
20200330,SO2,Beijing,10,3,8,6,2020/03/30
20200331,SO2,Beijing,6,2,5,3,2020/03/31
20200101,PM10,Beijing,86,38,57,83,2020/01/01
20200102,PM10,Beijing,110,58,80,110,2020/01/02
20200103,PM10,Beijing,113,37,104,113,2020/01/03
20200104,PM10,Beijing,109,28,108,86,2020/01/04
20200105,PM10,Beijing,112,46,96,46,2020/01/05
20200106,PM10,Beijing,42,19,41,22,2020/01/06
20200107,PM10,Beijing,30,8,18,21,2020/01/07
20200108,PM10,Beijing,54,10,18,50,2020/01/08
20200109,PM10,Beijing,80,15,40,80,2020/01/09
20200110,PM10,Beijing,77,19,76,25,2020/01/10
20200111,PM10,Beijing,28,11,20,27,2020/01/11
20200112,PM10,Beijing,40,20,26,20,2020/01/12
20200113,PM10,Beijing,28,13,19,20,2020/01/13
20200114,PM10,Beijing,42,16,20,40,2020/01/14
20200115,PM10,Beijing,91,35,43,91,2020/01/15
20200116,PM10,Beijing,113,15,103,78,2020/01/16
20200117,PM10,Beijing,141,56,81,141,2020/01/17
20200118,PM10,Beijing,230,69,160,69,2020/01/18
20200119,PM10,Beijing,90,37,50,37,2020/01/19
20200120,PM10,Beijing,45,13,31,45,2020/01/20
20200121,PM10,Beijing,72,42,43,70,2020/01/21
20200122,PM10,Beijing,87,54,54,87,2020/01/22
20200123,PM10,Beijing,145,25,85,145,2020/01/23
20200124,PM10,Beijing,132,34,132,121,2020/01/24
20200125,PM10,Beijing,238,110,120,186,2020/01/25
20200126,PM10,Beijing,193,85,178,188,2020/01/26
20200127,PM10,Beijing,185,117,185,143,2020/01/27
20200128,PM10,Beijing,179,112,141,176,2020/01/28
20200129,PM10,Beijing,170,13,170,45,2020/01/29
20200130,PM10,Beijing,64,30,55,55,2020/01/30
20200131,PM10,Beijing,62,15,54,15,2020/01/31
20200201,PM10,Beijing,44,6,14,44,2020/02/01
20200202,PM10,Beijing,55,11,55,13,2020/02/02
20200203,PM10,Beijing,59,5,12,52,2020/02/03
20200204,PM10,Beijing,44,4,44,17,2020/02/04
20200205,PM10,Beijing,58,12,19,23,2020/02/05
20200206,PM10,Beijing,51,19,22,50,2020/02/06
20200207,PM10,Beijing,72,38,50,63,2020/02/07
20200208,PM10,Beijing,106,16,62,101,2020/02/08
20200209,PM10,Beijing,147,74,104,138,2020/02/09
20200210,PM10,Beijing,133,79,133,129,2020/02/10
20200211,PM10,Beijing,177,105,126,135,2020/02/11
20200212,PM10,Beijing,160,120,143,160,2020/02/12
20200213,PM10,Beijing,175,94,164,145,2020/02/13
20200214,PM10,Beijing,129,7,129,9,2020/02/14
20200215,PM10,Beijing,17,5,15,7,2020/02/15
20200216,PM10,Beijing,15,5,7,5,2020/02/16
20200217,PM10,Beijing,25,7,7,23,2020/02/17
20200218,PM10,Beijing,38,13,24,37,2020/02/18
20200219,PM10,Beijing,84,26,34,80,2020/02/19
20200220,PM10,Beijing,96,62,74,89,2020/02/20
20200221,PM10,Beijing,199,60,85,60,2020/02/21
20200222,PM10,Beijing,30,6,30,21,2020/02/22
20200223,PM10,Beijing,83,21,21,76,2020/02/23
20200224,PM10,Beijing,131,56,76,80,2020/02/24
20200225,PM10,Beijing,94,58,64,58,2020/02/25
20200226,PM10,Beijing,63,32,41,62,2020/02/26
20200227,PM10,Beijing,53,21,53,41,2020/02/27
20200228,PM10,Beijing,101,41,41,101,2020/02/28
20200301,PM10,Beijing,35,9,34,17,2020/03/01
20200302,PM10,Beijing,64,13,23,31,2020/03/02
20200303,PM10,Beijing,38,11,31,13,2020/03/03
20200304,PM10,Beijing,34,5,11,34,2020/03/04
20200305,PM10,Beijing,73,29,34,71,2020/03/05
20200306,PM10,Beijing,111,60,78,65,2020/03/06
20200307,PM10,Beijing,117,11,64,101,2020/03/07
20200308,PM10,Beijing,81,53,81,59,2020/03/08
20200309,PM10,Beijing,51,12,51,28,2020/03/09
20200310,PM10,Beijing,79,10,28,21,2020/03/10
20200311,PM10,Beijing,92,18,20,85,2020/03/11
20200312,PM10,Beijing,85,13,80,16,2020/03/12
20200313,PM10,Beijing,62,6,11,60,2020/03/13
20200314,PM10,Beijing,57,20,57,47,2020/03/14
20200315,PM10,Beijing,78,12,37,70,2020/03/15
20200316,PM10,Beijing,85,59,76,83,2020/03/16
20200317,PM10,Beijing,95,33,78,95,2020/03/17
20200318,PM10,Beijing,425,36,89,40,2020/03/18
20200319,PM10,Beijing,94,10,40,57,2020/03/19
20200320,PM10,Beijing,102,53,62,70,2020/03/20
20200321,PM10,Beijing,154,35,37,99,2020/03/21
20200322,PM10,Beijing,106,49,82,87,2020/03/22
20200323,PM10,Beijing,87,21,87,38,2020/03/23
20200324,PM10,Beijing,122,34,38,122,2020/03/24
20200325,PM10,Beijing,161,70,110,70,2020/03/25
20200326,PM10,Beijing,131,2,72,17,2020/03/26
20200327,PM10,Beijing,40,10,21,11,2020/03/27
20200328,PM10,Beijing,50,10,10,50,2020/03/28
20200329,PM10,Beijing,99,54,54,97,2020/03/29
20200330,PM10,Beijing,102,71,98,94,2020/03/30
20200331,PM10,Beijing,94,43,88,43,2020/03/31
20200101,O3,Beijing,25,4,5,5,2020/01/01
20200102,O3,Beijing,24,3,6,8,2020/01/02
20200103,O3,Beijing,35,5,6,10,2020/01/03
20200104,O3,Beijing,55,5,9,10,2020/01/04
20200105,O3,Beijing,17,1,9,14,2020/01/05
20200106,O3,Beijing,38,5,10,38,2020/01/06
20200107,O3,Beijing,64,41,53,58,2020/01/07
20200108,O3,Beijing,71,10,57,12,2020/01/08
20200109,O3,Beijing,46,6,14,6,2020/01/09
20200110,O3,Beijing,69,4,5,57,2020/01/10
20200111,O3,Beijing,57,13,57,13,2020/01/11
20200112,O3,Beijing,54,12,13,49,2020/01/12
20200113,O3,Beijing,66,42,46,53,2020/01/13
20200114,O3,Beijing,59,15,51,15,2020/01/14
20200115,O3,Beijing,31,4,14,4,2020/01/15
20200116,O3,Beijing,63,4,4,9,2020/01/16
20200117,O3,Beijing,38,4,9,4,2020/01/17
20200118,O3,Beijing,62,3,6,62,2020/01/18
20200119,O3,Beijing,66,27,65,66,2020/01/19
20200120,O3,Beijing,66,30,64,30,2020/01/20
20200121,O3,Beijing,56,6,28,9,2020/01/21
20200122,O3,Beijing,51,8,10,16,2020/01/22
20200123,O3,Beijing,80,10,16,56,2020/01/23
20200124,O3,Beijing,79,30,53,47,2020/01/24
20200125,O3,Beijing,80,16,42,28,2020/01/25
20200126,O3,Beijing,87,24,29,36,2020/01/26
20200127,O3,Beijing,90,34,38,45,2020/01/27
20200128,O3,Beijing,126,27,47,61,2020/01/28
20200129,O3,Beijing,89,30,58,40,2020/01/29
20200130,O3,Beijing,93,16,43,45,2020/01/30
20200131,O3,Beijing,87,20,42,70,2020/01/31
20200201,O3,Beijing,74,52,70,52,2020/02/01
20200202,O3,Beijing,72,39,53,67,2020/02/02
20200203,O3,Beijing,75,29,67,29,2020/02/03
20200204,O3,Beijing,68,30,30,45,2020/02/04
20200205,O3,Beijing,46,35,42,45,2020/02/05
20200206,O3,Beijing,45,18,45,18,2020/02/06
20200207,O3,Beijing,57,13,18,19,2020/02/07
20200208,O3,Beijing,82,11,19,45,2020/02/08
20200209,O3,Beijing,71,10,40,19,2020/02/09
20200210,O3,Beijing,88,9,16,35,2020/02/10
20200211,O3,Beijing,117,15,33,39,2020/02/11
20200212,O3,Beijing,135,20,36,41,2020/02/12
20200213,O3,Beijing,83,7,30,7,2020/02/13
20200214,O3,Beijing,61,12,16,59,2020/02/14
20200215,O3,Beijing,70,58,61,69,2020/02/15
20200216,O3,Beijing,74,59,67,69,2020/02/16
20200217,O3,Beijing,76,31,67,31,2020/02/17
20200218,O3,Beijing,67,9,21,14,2020/02/18
20200219,O3,Beijing,77,9,16,55,2020/02/19
20200220,O3,Beijing,77,26,61,31,2020/02/20
20200221,O3,Beijing,79,8,29,77,2020/02/21
20200222,O3,Beijing,82,52,78,52,2020/02/22
20200223,O3,Beijing,65,14,50,20,2020/02/23
20200224,O3,Beijing,57,15,15,57,2020/02/24
20200225,O3,Beijing,78,33,59,42,2020/02/25
20200226,O3,Beijing,94,28,43,49,2020/02/26
20200227,O3,Beijing,62,22,41,30,2020/02/27
20200228,O3,Beijing,80,22,28,35,2020/02/28
20200301,O3,Beijing,79,3,6,45,2020/03/01
20200302,O3,Beijing,70,10,38,52,2020/03/02
20200303,O3,Beijing,80,42,51,73,2020/03/03
20200304,O3,Beijing,78,39,72,39,2020/03/04
20200305,O3,Beijing,91,12,36,34,2020/03/05
20200306,O3,Beijing,73,11,22,43,2020/03/06
20200307,O3,Beijing,94,29,39,87,2020/03/07
20200308,O3,Beijing,72,12,72,12,2020/03/08
20200309,O3,Beijing,75,7,11,29,2020/03/09
20200310,O3,Beijing,79,24,26,39,2020/03/10
20200311,O3,Beijing,76,9,31,12,2020/03/11
20200312,O3,Beijing,83,9,9,75,2020/03/12
20200313,O3,Beijing,84,44,73,44,2020/03/13
20200314,O3,Beijing,89,31,35,77,2020/03/14
20200315,O3,Beijing,94,47,71,61,2020/03/15
20200316,O3,Beijing,88,30,60,30,2020/03/16
20200317,O3,Beijing,105,9,21,58,2020/03/17
20200318,O3,Beijing,89,10,53,80,2020/03/18
20200319,O3,Beijing,94,49,78,49,2020/03/19
20200320,O3,Beijing,91,8,40,42,2020/03/20
20200321,O3,Beijing,101,46,54,53,2020/03/21
20200322,O3,Beijing,127,16,54,63,2020/03/22
20200323,O3,Beijing,101,30,44,64,2020/03/23
20200324,O3,Beijing,112,22,56,54,2020/03/24
20200325,O3,Beijing,142,13,45,111,2020/03/25
20200326,O3,Beijing,107,62,107,62,2020/03/26
20200327,O3,Beijing,81,46,63,68,2020/03/27
20200328,O3,Beijing,81,19,62,52,2020/03/28
20200329,O3,Beijing,109,8,44,43,2020/03/29
20200330,O3,Beijing,115,19,37,56,2020/03/30
20200331,O3,Beijing,126,29,46,79,2020/03/31
20200101,CO,Beijing,1.09,0.6,0.73,1.09,2020/01/01
20200102,CO,Beijing,1.56,0.98,1.11,1.56,2020/01/02
20200103,CO,Beijing,1.7,0.88,1.53,1.7,2020/01/03
20200104,CO,Beijing,1.89,0.45,1.78,1.41,2020/01/04
20200105,CO,Beijing,1.73,1.17,1.69,1.23,2020/01/05
20200106,CO,Beijing,1.25,0.63,1.19,0.63,2020/01/06
20200107,CO,Beijing,0.52,0.3,0.46,0.31,2020/01/07
20200108,CO,Beijing,0.92,0.24,0.32,0.88,2020/01/08
20200109,CO,Beijing,1.22,0.53,0.82,1.22,2020/01/09
20200110,CO,Beijing,1.27,0.3,1.27,0.34,2020/01/10
20200111,CO,Beijing,0.53,0.29,0.33,0.53,2020/01/11
20200112,CO,Beijing,0.59,0.4,0.55,0.4,2020/01/12
20200113,CO,Beijing,0.48,0.28,0.43,0.35,2020/01/13
20200114,CO,Beijing,0.55,0.32,0.35,0.55,2020/01/14
20200115,CO,Beijing,1.2,0.57,0.57,1.2,2020/01/15
20200116,CO,Beijing,1.68,0.41,1.42,1.57,2020/01/16
20200117,CO,Beijing,1.9,1.2,1.64,1.9,2020/01/17
20200118,CO,Beijing,2.75,0.7,2.05,0.7,2020/01/18
20200119,CO,Beijing,0.83,0.23,0.45,0.23,2020/01/19
20200120,CO,Beijing,0.52,0.19,0.24,0.52,2020/01/20
20200121,CO,Beijing,1.16,0.52,0.52,1.16,2020/01/21
20200122,CO,Beijing,1.26,0.92,0.97,1.26,2020/01/22
20200123,CO,Beijing,1.4,0.37,1.28,1.33,2020/01/23
20200124,CO,Beijing,1.26,0.54,1.26,0.69,2020/01/24
20200125,CO,Beijing,1.15,0.7,0.7,1.11,2020/01/25
20200126,CO,Beijing,2.28,0.9,1.09,2.28,2020/01/26
20200127,CO,Beijing,2.47,1.28,2.36,1.44,2020/01/27
20200128,CO,Beijing,2.66,1.45,1.45,2.55,2020/01/28
20200129,CO,Beijing,2.68,0.4,2.51,0.64,2020/01/29
20200130,CO,Beijing,0.91,0.7,0.7,0.89,2020/01/30
20200131,CO,Beijing,1.15,0.24,0.87,0.25,2020/01/31
20200201,CO,Beijing,0.57,0.21,0.26,0.57,2020/02/01
20200202,CO,Beijing,0.65,0.18,0.65,0.19,2020/02/02
20200203,CO,Beijing,0.66,0.2,0.2,0.66,2020/02/03
20200204,CO,Beijing,0.63,0.19,0.63,0.33,2020/02/04
20200205,CO,Beijing,1.31,0.29,0.35,0.38,2020/02/05
