date,hour,location,province,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180331,0,Alashanmeng,Neimenggu,69.0,0.5329999999999999,0.5329999999999999,12.0,10.0,91.0,111.0,102.0,107.0,85.0,292.0,33.0,84.0,8.0,8.0
20180331,0,Ankang,Shanxi,84.0,0.733,0.667,22.0,17.0,108.0,156.0,130.0,147.0,115.0,94.0,57.0,50.0,11.0,14.0
20180331,0,Anqing,Anhui,98.0,0.725,0.8,37.0,30.0,41.0,128.0,81.0,102.0,83.0,92.0,73.0,80.0,12.0,13.0
20180331,0,Anshan,Liaoning,137.0,2.171,1.714,76.0,64.0,42.0,118.0,69.0,101.0,175.0,156.0,104.0,92.0,49.0,46.0
20180331,0,Anshun,Guizhou,50.0,0.65,0.725,9.0,15.0,86.0,109.0,95.0,102.0,49.0,51.0,33.0,34.0,7.0,19.0
20180331,0,Anyang,Henan,97.0,1.44,1.28,40.0,35.0,100.0,147.0,112.0,124.0,121.0,89.0,72.0,40.0,23.0,22.0
20180331,0,Baicheng,Jilin,66.0,0.4,0.4,14.0,13.0,73.0,108.0,78.0,103.0,79.0,61.0,40.0,32.0,6.0,8.0
20180331,0,Baise,Guangxi,82.0,1.55,1.35,44.0,28.0,24.0,121.0,78.0,105.0,108.0,97.0,60.0,62.0,13.0,20.0
20180331,0,Baishan,Jilin,83.0,2.0,1.6,48.0,33.0,21.0,125.0,47.0,117.0,114.0,91.0,53.0,52.0,40.0,35.0
20180331,0,Baiyin,Gansu,110.0,1.15,0.75,25.0,14.0,61.0,87.0,68.0,81.0,167.0,340.0,56.0,80.0,12.0,8.0
20180331,0,Baoding,Hebei,94.0,0.833,0.667,84.0,43.0,39.0,131.0,96.0,121.0,135.0,76.0,70.0,36.0,16.0,18.0
20180331,0,Baoji,Shanxi,104.0,1.063,0.9,55.0,39.0,31.0,125.0,77.0,112.0,151.0,158.0,77.0,71.0,7.0,9.0
20180331,0,Baoshan,Yunnan,74.0,0.6,0.75,9.0,13.0,105.0,149.0,127.0,142.0,76.0,83.0,37.0,44.0,4.0,6.0
20180331,0,Baotou,Neimenggu,200.0,1.2670000000000001,1.133,81.0,34.0,7.0,119.0,52.0,106.0,347.0,292.0,97.0,87.0,26.0,24.0
