date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180215,0,Alashanmeng,71.0,1.1,0.6,33.0,14.0,59.0,104.0,84.0,93.0,63.0,48.0,51.0,30.0,24.0,16.0
20180215,0,Ankang,113.0,1.367,1.367,19.0,24.0,45.0,93.0,57.0,68.0,109.0,89.0,84.0,67.0,10.0,16.0
20180215,0,Anqing,116.0,0.95,0.825,36.0,48.0,67.0,134.0,60.0,117.0,126.0,124.0,87.0,79.0,14.0,18.0
20180215,0,Anshan,65.0,1.286,1.857,35.0,34.0,40.0,75.0,47.0,70.0,78.0,81.0,36.0,43.0,38.0,38.0
20180215,0,Anshun,121.0,1.65,1.1,30.0,18.0,55.0,87.0,61.0,75.0,119.0,79.0,91.0,54.0,119.0,41.0
20180215,0,Anyang,105.0,1.74,2.2,30.0,36.0,47.0,89.0,59.0,83.0,118.0,141.0,78.0,84.0,43.0,42.0
20180215,0,Baicheng,44.0,0.5,0.55,14.0,17.0,68.0,87.0,69.0,82.0,43.0,42.0,14.0,22.0,9.0,12.0
20180215,0,Baise,117.0,1.1,0.85,33.0,24.0,24.0,126.0,70.0,111.0,114.0,121.0,88.0,92.0,12.0,28.0
20180215,0,Baishan,63.0,1.05,1.25,33.0,23.0,33.0,87.0,60.0,83.0,60.0,65.0,44.0,40.0,43.0,43.0
20180215,0,Baiyin,53.0,0.75,0.9,12.0,17.0,70.0,96.0,79.0,91.0,54.0,95.0,16.0,32.0,13.0,43.0
20180215,0,Baoding,136.0,1.5830000000000002,1.15,52.0,44.0,35.0,83.0,55.0,79.0,133.0,99.0,103.0,66.0,37.0,27.0
20180215,0,Baoji,219.0,1.7380000000000002,1.625,52.0,48.0,65.0,146.0,102.0,131.0,204.0,167.0,168.0,126.0,22.0,29.0
20180215,0,Baoshan,45.0,0.55,0.65,3.0,7.0,80.0,110.0,89.0,101.0,23.0,45.0,16.0,27.0,7.0,8.0
20180215,0,Baotou,42.0,1.367,1.033,31.0,21.0,51.0,108.0,68.0,83.0,41.0,38.0,22.0,20.0,18.0,17.0
20180215,0,Bayannur,67.0,1.467,0.5,51.0,17.0,31.0,81.0,57.0,75.0,82.0,34.0,42.0,14.0,49.0,20.0
20180215,0,Bazhong,110.0,1.375,1.25,31.0,29.0,28.0,84.0,41.0,58.0,125.0,97.0,82.0,64.0,5.0,5.0
20180215,0,Beihai,77.0,0.825,0.875,15.0,16.0,77.0,137.0,93.0,116.0,86.0,84.0,56.0,53.0,7.0,7.0
20180215,0,Beijing,35.0,0.3670000000000001,0.392,12.0,18.0,75.0,87.0,68.0,80.0,20.0,33.0,10.0,12.0,3.0,3.0
20180215,0,Bengbu,156.0,1.067,1.017,21.0,35.0,72.0,123.0,83.0,105.0,166.0,133.0,118.0,82.0,11.0,17.0
20180215,0,Benxi,74.0,0.983,0.9,34.0,25.0,28.0,82.0,49.0,76.0,95.0,70.0,38.0,29.0,38.0,30.0
20180215,0,Bijie,69.0,0.9,1.2,8.0,15.0,60.0,91.0,59.0,66.0,64.0,82.0,49.0,59.0,4.0,7.0
20180215,0,Binzhou,35.0,0.5670000000000001,1.167,17.0,28.0,66.0,84.0,68.0,74.0,34.0,119.0,15.0,70.0,28.0,35.0
20180215,0,Bozhou,160.0,1.45,1.15,19.0,23.0,86.0,112.0,91.0,99.0,187.0,171.0,121.0,110.0,19.0,18.0
20180215,0,Cangzhou,103.0,1.3,1.167,37.0,41.0,49.0,91.0,64.0,79.0,123.0,116.0,76.0,68.0,50.0,38.0
20180215,0,Changchun,64.0,0.85,0.92,16.0,26.0,46.0,74.0,46.0,69.0,76.0,46.0,27.0,25.0,29.0,32.0
20180215,0,Changde,212.0,1.62,1.24,44.0,33.0,20.0,76.0,32.0,54.0,217.0,141.0,161.0,97.0,13.0,15.0
20180215,0,Changsha,184.0,1.53,1.23,43.0,38.0,42.0,118.0,53.0,90.0,173.0,126.0,138.0,81.0,18.0,32.0
20180215,0,Changzhi,68.0,1.38,2.3,25.0,41.0,60.0,105.0,84.0,97.0,84.0,144.0,42.0,87.0,27.0,66.0
20180215,0,Changzhou,105.0,1.244,1.178,50.0,50.0,53.0,78.0,36.0,60.0,117.0,91.0,78.0,56.0,16.0,17.0
20180215,0,Chaoyang,70.0,1.275,1.05,27.0,23.0,50.0,102.0,67.0,96.0,88.0,70.0,48.0,34.0,63.0,51.0
20180215,0,Chaozhou,127.0,3.2,1.233,58.0,21.0,26.0,145.0,81.0,136.0,159.0,94.0,96.0,54.0,9.0,9.0
20180215,0,Chengde,41.0,0.52,0.4,15.0,9.0,69.0,100.0,80.0,97.0,30.0,31.0,21.0,14.0,11.0,8.0
20180215,0,Chengdu,171.0,1.389,1.178,59.0,45.0,36.0,109.0,67.0,87.0,190.0,181.0,129.0,118.0,6.0,9.0
20180215,0,Chenzhou,67.0,0.88,0.78,10.0,13.0,111.0,136.0,119.0,129.0,65.0,85.0,38.0,39.0,10.0,10.0
20180215,0,Chifeng,30.0,0.625,0.675,9.0,10.0,55.0,70.0,57.0,66.0,29.0,36.0,15.0,13.0,21.0,11.0
20180215,0,Chizhou,136.0,0.867,0.933,69.0,48.0,27.0,92.0,37.0,77.0,150.0,122.0,103.0,76.0,20.0,14.0
20180215,0,Chongqing,100.0,1.247,1.153,49.0,42.0,29.0,71.0,43.0,55.0,103.0,87.0,75.0,64.0,8.0,8.0
20180215,0,Chongzuo,93.0,1.0,1.05,11.0,19.0,116.0,155.0,127.0,145.0,84.0,84.0,69.0,81.0,7.0,9.0
20180215,0,Chuzhou,163.0,1.033,0.967,29.0,48.0,67.0,119.0,65.0,94.0,176.0,129.0,123.0,73.0,7.0,15.0
20180215,0,Dalian,46.0,0.67,0.83,21.0,23.0,64.0,92.0,72.0,84.0,45.0,69.0,19.0,34.0,20.0,20.0
20180215,0,Dandong,49.0,0.65,0.85,14.0,20.0,61.0,85.0,70.0,79.0,48.0,58.0,18.0,28.0,13.0,17.0
20180215,0,Daqing,49.0,0.76,0.64,30.0,28.0,57.0,82.0,52.0,75.0,44.0,36.0,34.0,26.0,13.0,16.0
20180215,0,Datong,52.0,2.517,1.367,30.0,11.0,32.0,85.0,59.0,82.0,52.0,32.0,30.0,14.0,59.0,19.0
20180215,0,Dazhou,185.0,3.56,2.8,49.0,50.0,33.0,65.0,42.0,51.0,177.0,138.0,139.0,105.0,13.0,20.0
20180215,0,Deyang,226.0,1.35,1.075,46.0,35.0,43.0,119.0,78.0,106.0,281.0,217.0,175.0,135.0,8.0,8.0
20180215,0,Dezhou,66.0,1.3330000000000002,1.633,24.0,30.0,62.0,83.0,68.0,73.0,79.0,135.0,40.0,63.0,24.0,22.0
20180215,0,Dingxi,110.0,1.6,1.2,45.0,33.0,27.0,102.0,67.0,92.0,131.0,121.0,82.0,63.0,35.0,38.0
20180215,0,Dongguan,56.0,1.0,0.98,42.0,30.0,42.0,136.0,69.0,117.0,60.0,63.0,39.0,39.0,6.0,8.0
20180215,0,Dongying,37.0,0.375,1.0,13.0,26.0,68.0,80.0,72.0,76.0,29.0,120.0,7.0,57.0,12.0,30.0
20180215,0,Ezhou,172.0,1.167,1.467,33.0,49.0,58.0,87.0,54.0,76.0,166.0,126.0,130.0,83.0,8.0,32.0
20180215,0,Fangchenggang,92.0,1.067,1.133,34.0,32.0,100.0,132.0,119.0,125.0,107.0,104.0,68.0,64.0,9.0,10.0
20180215,0,Foshan,64.0,0.6629999999999999,0.688,29.0,31.0,63.0,149.0,91.0,127.0,75.0,75.0,38.0,40.0,5.0,6.0
20180215,0,Fushun,80.0,0.75,0.617,27.0,23.0,49.0,87.0,63.0,82.0,108.0,72.0,47.0,31.0,20.0,18.0
20180215,0,Fuxin,44.0,0.58,0.54,15.0,14.0,59.0,86.0,71.0,84.0,43.0,54.0,28.0,25.0,25.0,20.0
20180215,0,Fuyang,164.0,1.133,0.867,16.0,24.0,71.0,107.0,78.0,96.0,178.0,124.0,124.0,76.0,13.0,12.0
20180215,0,Fuzhou,146.0,1.04,1.0,25.0,19.0,45.0,116.0,66.0,95.0,156.0,90.0,111.0,55.0,18.0,12.0
20180215,0,Ganzhou,50.0,1.24,1.34,10.0,24.0,94.0,129.0,98.0,119.0,47.0,75.0,28.0,43.0,5.0,15.0
20180215,0,Guang'an,125.0,1.68,1.466,47.0,35.0,22.0,67.0,39.0,51.0,141.0,108.0,94.0,74.0,8.0,11.0
20180215,0,Guangyuan,65.0,1.175,1.075,40.0,34.0,41.0,114.0,66.0,92.0,78.0,92.0,45.0,53.0,12.0,19.0
20180215,0,Guangzhou,60.0,0.691,0.7,74.0,55.0,25.0,166.0,68.0,126.0,67.0,68.0,40.0,40.0,10.0,10.0
20180215,0,Guigang,55.0,0.55,1.125,12.0,29.0,92.0,108.0,89.0,94.0,57.0,144.0,38.0,99.0,5.0,15.0
20180215,0,Guilin,133.0,1.5,1.375,50.0,47.0,17.0,76.0,37.0,53.0,142.0,137.0,101.0,110.0,8.0,10.0
